Gene = CTC-534A2.2
Position 5507: 0.0008219417862836862
Position 1728: 0.0007717988480410521
Position 3148: 0.0007474803871775205
Position 3891: 0.0007402660084713632
Position 319: 0.0007101977753537107
Position 3205: 0.0006511984441293686
Position 920: 0.000585768360544978
Position 1549: 0.0005856539531703837
Position 5122: 0.0005652890533585572
Position 735: 0.000545916658358462
Position 1319: 0.0005300522609125263
Position 2127: 0.0005104191578887199
Position 3888: 0.0005083772258890129
Position 260: 0.0005037147813305278
Position 1303: 0.00043292400313160815
Position 4300: 0.00043136345233855353
Position 3202: 0.00040564524661724913
Position 3624: 0.0003752409802965352
Position 3048: 0.0003663292211007312
Position 4658: 0.00036311094149558244
Position 4360: 0.0003366595030347697
Position 3721: 0.00030807369864626895
Position 4476: 0.0002961071877007511
Position 598: 0.0002708149676252504
Position 284: 0.0002575617850351971
Position 2656: 0.0002430223352257764
Position 1947: 0.00021959020740084577
Position 1468: 0.00020078206525486517
Position 3349: 0.00019374408788140369
Position 626: 0.00017510242299729927
Position 1514: 0.00013961344543843374
Position 1666: 0.0001331218950959451
Position 748: 0.00012773963814950175
Position 1605: 0.00012044001007851634
Position 2253: 0.00012041358727986236
Position 592: 0.00011670977902580506
Position 1383: 0.00011323996393263843
Position 2033: 0.00010710935583238533
Position 538: 9.740477645633565e-05
Position 1257: 8.640352017620881e-05
Position 1489: 8.088360250982083e-05
Position 221: 7.511836175013406e-05
Position 1693: 7.22523664009609e-05
Position 2634: 6.804373186826327e-05
Position 402: 6.548998229868592e-05
Position 932: 4.753664667108201e-05
Position 1380: 4.425545616112877e-05
Position 1175: 4.0715443177351736e-05
Position 751: 3.1646614069329004e-05
Position 322: 1.2075445373096119e-05
Position 302: 2.8947766149622263e-06
Position 1212: 2.3189264135550115e-06
Position 585: 2.01736258019995e-06
Position 702: 1.2658730476880897e-06
Position 175: 2.460015793439499e-07
Position 480: 2.108067104269934e-07
Position 857: 1.963445445600734e-07
Position 99: 1.8069944168689338e-07
Position 341: 1.5402520764787288e-07
Position 710: 1.124248862594707e-07
Position 601: 6.964419192953422e-08
Position 181: 6.57422931013177e-08
Position 162: 6.347017920123798e-08
Position 128: 2.635376177001357e-08
Position 151: 1.588372738084291e-08
Position 141: 1.4359399139122069e-08
Position 103: 1.097901115575035e-08
Position 148: 7.327828689251988e-09
Position 125: 5.161086102591927e-09
Position 177: 3.864735821902252e-09
Position 484: 5.526023442521416e-10
Position 179: 3.8221070877820773e-10
Position 132: 3.403747060770402e-10
Position 106: 2.7299791476413214e-10
Position 154: 4.9700931018886234e-12
Position 187: 4.107287430304282e-12
Position 76: 1.2423391582426042e-12
Position 189: 8.921212201877839e-13
