Gene = SQSTM1
Position 3145: 0.0008936539576561721
Position 4325: 0.000876822405229119
Position 3808: 0.0008194827336353502
Position 4051: 0.0007939836530429497
Position 4345: 0.000767053717071001
Position 3906: 0.0007508683794717361
Position 11046: 0.0007124139082301444
Position 5936: 0.0007000655664106197
Position 11827: 0.0006724123493891467
Position 6099: 0.0006440501768856783
Position 4117: 0.0006203801449568118
Position 2139: 0.0006181622005832034
Position 1822: 0.0005968041188063267
Position 11689: 0.000593514620726836
Position 4354: 0.0005547928934772905
Position 4990: 0.0005454403378576393
Position 2266: 0.0005156308535446145
Position 7850: 0.0004231022795098498
Position 4606: 0.0004140346031480132
Position 3252: 0.00037610550266165997
Position 3306: 0.00037255302295897285
Position 1903: 0.0003453462032263741
Position 10128: 0.00033246532378913585
Position 1846: 0.00032728015137964916
Position 2021: 0.0003226349030930141
Position 5080: 0.0003004224768180215
Position 2142: 0.0002892893438464914
Position 902: 0.00028878445208509483
Position 7045: 0.00028748464098219605
Position 2962: 0.0002713031271909421
Position 3793: 0.000260836934339561
Position 1647: 0.00024384871268342645
Position 5426: 0.00023650648485844708
Position 2775: 0.0002306837223968813
Position 3236: 0.0002175234035495043
Position 5886: 0.0002087230839252935
Position 4225: 0.00019926046213316676
Position 5643: 0.00019164079337375943
Position 1370: 0.00019104626373487977
Position 3020: 0.0001902527383084927
Position 2808: 0.0001709251243601888
Position 7406: 0.00016000640626437959
Position 2999: 0.0001531690939389535
Position 7079: 0.00015220709033113915
Position 5264: 0.0001426145496405879
Position 8595: 0.00014122127076814737
Position 2081: 0.00013948122971238757
Position 5173: 0.00013734516116306914
Position 3225: 0.00013675914210032255
Position 2458: 0.00012281385507564993
Position 2842: 0.00012049141319260903
Position 5236: 0.00011994723154599875
Position 6436: 0.00011113961742008478
Position 2153: 0.00010882456005782061
Position 2078: 0.00010455678416097446
Position 978: 9.544202555434011e-05
Position 5105: 9.351007769631794e-05
Position 4609: 9.204607999754097e-05
Position 1568: 8.86414926522537e-05
Position 6085: 8.370203153776042e-05
Position 164: 8.123608137015647e-05
Position 2203: 7.685133752907737e-05
Position 1907: 7.672155644315203e-05
Position 5861: 7.576264553013817e-05
Position 6587: 7.214852479088547e-05
Position 704: 7.14701533178655e-05
Position 3059: 6.81894847074573e-05
Position 6052: 6.790220961864235e-05
Position 2904: 6.547778852462924e-05
Position 3220: 6.060385342595751e-05
Position 4157: 6.019624519545383e-05
Position 2931: 6.0166273743326624e-05
Position 6711: 5.991128292771892e-05
Position 602: 5.602191575357675e-05
Position 3640: 5.344196656168976e-05
Position 5592: 5.166177959300476e-05
Position 4315: 4.748186276080444e-05
Position 5671: 4.420962974660592e-05
Position 1299: 4.291005484325434e-05
Position 1541: 4.27313435746229e-05
Position 3026: 4.005478614434387e-05
Position 3480: 3.815980461908788e-05
Position 3107: 3.6060278229701895e-05
Position 5296: 3.4097859180073294e-05
Position 2389: 3.286201025075851e-05
Position 488: 2.973948292913618e-05
Position 4505: 2.8738371927530442e-05
Position 369: 2.4344334047880915e-05
Position 2236: 2.3388304533725145e-05
Position 2000: 2.2121353120452533e-05
Position 3531: 2.1872187846211655e-05
Position 2366: 1.8355151339988985e-05
Position 3043: 1.6949222038753997e-05
Position 3268: 1.4774852371838006e-05
Position 4165: 1.3968529153947523e-05
Position 753: 1.2356141616839808e-05
Position 1852: 1.1354221918644197e-05
Position 3558: 1.1067242439883853e-05
Position 2928: 1.0476958731167717e-05
Position 804: 9.657731658414362e-06
Position 3034: 8.504754057144345e-06
Position 3292: 8.483745922165421e-06
Position 948: 8.36665597439604e-06
Position 3501: 8.084589242191945e-06
Position 3703: 6.825246477737659e-06
Position 2587: 6.254501347735994e-06
Position 1884: 5.876067231896213e-06
Position 915: 5.784513191053808e-06
Position 260: 5.444353685248114e-06
Position 1669: 5.424886994964113e-06
Position 3664: 4.756421581600668e-06
Position 1247: 4.718591563338906e-06
Position 662: 4.6847192161181235e-06
Position 3652: 4.440451073422403e-06
Position 2420: 4.09361252395705e-06
Position 3603: 3.959653915318471e-06
Position 2754: 3.9483965614174025e-06
Position 3980: 3.3947543341019318e-06
Position 3657: 2.627116820036106e-06
Position 6023: 2.583681221560784e-06
Position 2910: 2.282223614802139e-06
Position 849: 2.224589331668909e-06
Position 818: 2.2116635986145434e-06
Position 821: 2.023082423802093e-06
Position 2848: 1.6272762375112138e-06
Position 2396: 1.4848462105960606e-06
Position 4076: 1.4686944552682425e-06
Position 7125: 1.3964102619709487e-06
Position 3625: 1.270384707435855e-06
Position 5203: 1.2681163468428486e-06
Position 3755: 1.091021568005273e-06
Position 2867: 1.0760201688371881e-06
Position 5132: 1.0141033420157353e-06
Position 4459: 9.225695220755865e-07
Position 4100: 7.745183538703197e-07
Position 2294: 6.885787304186974e-07
Position 3349: 6.825258292957628e-07
Position 2416: 6.415274509289155e-07
Position 4917: 5.719224765629448e-07
Position 3715: 4.79429103356782e-07
Position 3947: 4.6970607862582087e-07
Position 3606: 3.149675980813945e-07
Position 4254: 2.6282049345530753e-07
Position 4489: 2.216193540712826e-07
Position 3764: 1.8551322010457297e-07
Position 3811: 1.4360920135844959e-07
Position 3985: 1.338259207443894e-07
Position 3972: 1.2897138246971487e-07
Position 4632: 1.1880782436362582e-07
Position 3864: 8.048334357389395e-08
Position 4151: 6.891054653197876e-08
Position 3564: 6.435926373279348e-08
Position 3910: 4.991598504649978e-08
Position 3366: 4.91645430572453e-08
Position 866: 4.8210837101402376e-08
Position 891: 4.0722058373445965e-08
Position 1018: 3.5065113082161636e-08
Position 583: 2.017595631362059e-08
Position 626: 2.001558284129269e-08
Position 648: 1.9838124436000656e-08
Position 123: 1.2199973230133126e-08
Position 4934: 1.2109015064526193e-08
Position 959: 3.675998644281206e-09
Position 944: 1.7406309464519751e-09
Position 3374: 1.2368635098822173e-09
Position 2593: 7.761453945213811e-10
Position 998: 7.311269831462867e-10
Position 1001: 6.589292141032281e-10
Position 1021: 5.83642394540752e-10
Position 1051: 3.36908640071647e-10
Position 248: 2.371747616295259e-10
Position 845: 1.50434252173919e-10
Position 554: 1.4854833737737632e-10
Position 198: 1.1322366607889555e-10
Position 912: 1.0156643528701593e-10
Position 219: 9.486887810553349e-11
Position 572: 8.190370618305237e-11
Position 1829: 4.532716721226063e-11
Position 1575: 3.451779256843522e-11
Position 3825: 2.5629202515974368e-11
Position 1730: 1.0042348280379598e-11
Position 3536: 9.607442368573415e-12
Position 1782: 9.546996112230885e-12
Position 1660: 2.541727851525746e-12
