Gene = RP11-511P7.5
Position 709: 9.618311967865943e-07
Position 716: 5.083930347709719e-07
Position 743: 2.2036530531674998e-07
Position 457: 1.7739474483415678e-07
Position 711: 1.721561610369975e-07
Position 737: 1.626547402523142e-07
Position 235: 8.078136724969962e-08
Position 740: 7.455741021089147e-08
Position 830: 5.762212908998345e-08
Position 934: 4.3518004873933973e-08
Position 542: 2.488514084173359e-08
Position 309: 2.1220549092742055e-08
Position 315: 1.8497300004588156e-08
Position 868: 2.083942944126752e-11
Position 751: 1.1378831492734199e-11
Position 228: 1.7164371067816385e-12
Position 233: 1.3537328705478227e-12
Position 140: 3.9363267763247265e-13
Position 78: 2.964857353108414e-13
Position 87: 8.649579038578163e-14
Position 72: 5.241121784157734e-14
Position 210: 3.269179581774636e-14
Position 74: 3.029551259598413e-14
Position 145: 1.512597020816796e-14
Position 152: 2.8966954627674186e-16
Position 161: 8.678324087613632e-18
Position 176: 2.385675550530844e-18
