Gene = TRMO
Position 8881: 0.001369124026852633
Position 9343: 0.001061858704542978
Position 3034: 0.0009104617032032722
Position 314: 0.0007852645619932293
Position 38: 0.0007733542298711714
Position 2770: 0.0007262349018181167
Position 9874: 0.0007161220657310856
Position 9478: 0.0005759885566437189
Position 2069: 0.0005677894461294134
Position 10112: 0.0005676524838674639
Position 5612: 0.0005670767141502138
Position 5191: 0.0005405258939256891
Position 1676: 0.000534022074658152
Position 1816: 0.0005104720918468867
Position 1071: 0.0004938402483481673
Position 8686: 0.00048463978327897465
Position 10290: 0.00039312301656574866
Position 9448: 0.00028260120407036293
Position 7543: 0.00023837979525783524
Position 7458: 0.0002364145606532342
Position 6655: 0.00022140797744354967
Position 419: 0.00020858837622728026
Position 479: 0.00017785676062020907
Position 9707: 0.0001144568204145378
Position 172: 6.600714614489041e-05
Position 121: 6.247560810251459e-05
Position 8954: 4.24008509278758e-05
Position 9904: 3.8075838093823864e-05
Position 288: 3.4171449701452856e-05
Position 370: 2.2054447501820626e-05
Position 9727: 1.948955453449914e-05
Position 783: 1.7787435939703445e-05
Position 412: 1.0492316057303607e-05
Position 2985: 9.79813974406025e-06
Position 2626: 8.741754862902805e-06
Position 293: 7.939755928339498e-06
Position 2793: 7.186251604444776e-06
Position 9731: 7.037083438084339e-06
Position 2248: 6.644128866109381e-06
Position 71: 6.486064063148722e-06
Position 381: 6.349126018944528e-06
Position 519: 6.06506277941186e-06
Position 131: 5.826052040983723e-06
Position 898: 5.117191411307228e-06
Position 456: 4.58217138037184e-06
Position 9944: 4.315236034807827e-06
Position 1940: 3.7314848264177016e-06
Position 395: 2.2917372477295115e-06
Position 375: 1.742514278419842e-06
Position 9866: 1.496558145522551e-06
Position 229: 1.4541782407838661e-06
Position 348: 1.1124080115424002e-06
Position 788: 1.0946714187820578e-06
Position 547: 7.582125480490495e-07
Position 227: 6.786304491749687e-07
Position 47: 6.123407920985902e-07
Position 470: 5.440463926354252e-07
Position 440: 4.955193303885802e-07
Position 778: 3.35186962486769e-08
Position 468: 3.021676772326074e-08
Position 94: 2.815237527730043e-08
Position 715: 1.61984929210419e-09
Position 11: 2.289591298885708e-10
Position 358: 2.292646979543299e-13
Position 214: 1.46353544955018e-17
Position 258: 6.593143846051251e-20

Sorted 3' Splice Sites (High to Low Probability):
Position 9011: 0.9756315579426403
Position 17577: 0.9197674477488501
Position 6231: 0.8816944676121549
Position 9594: 0.704845835291275
Position 8543: 0.3891867104496011
Position 10581: 0.3800722799266685
Position 9786: 0.3747663770111927
Position 8031: 0.2099130419088987
Position 13227: 0.19532426945786258
Position 7838: 0.15634372171154026
Position 7893: 0.15150754802015917
Position 630: 0.141097429862755
Position 12287: 0.11937505982609613
Position 13988: 0.11811073984639542
Position 5466: 0.09403097018489179
Position 7995: 0.07813807280492954
Position 9801: 0.04395984028375088
Position 12556: 0.039093805064834626
Position 17860: 0.035467094289513765
Position 10016: 0.03320292462453026
Position 11156: 0.031135950921022327
Position 9258: 0.030383290882847757
Position 17609: 0.028758841058535534
Position 11499: 0.02517191218699927
Position 11253: 0.024698626319524852
Position 3225: 0.017453808994079906
Position 11159: 0.0173284263795975
Position 1528: 0.014262036262904084
Position 11953: 0.012447156443235382
Position 3638: 0.010643258602173892
Position 5480: 0.010312161007219408
Position 6985: 0.010311052778432637
Position 10664: 0.00995301504288962
Position 13023: 0.00964614098835975
Position 3346: 0.009513176657223687
Position 8944: 0.008825529017927602
Position 5513: 0.00876059279022541
Position 1511: 0.007673264968948658
Position 3397: 0.006902308797801693
Position 11475: 0.006745893506597012
Position 12081: 0.005989707862025417
Position 6284: 0.005179909636903422
Position 691: 0.004876631542351387
Position 632: 0.004283569622239857
Position 4353: 0.004109278428940091
Position 12185: 0.004092854325568319
Position 5389: 0.004011121152454912
Position 6540: 0.0039573336498735364
Position 11229: 0.003929573524397773
Position 880: 0.003926989335078748
Position 9915: 0.003925862719546633
Position 10561: 0.0038526578284095833
Position 8451: 0.00376522697363186
Position 9110: 0.0033348162338646963
Position 5530: 0.003326576018829803
Position 4407: 0.0032885843024571537
Position 11034: 0.003269302016510102
Position 4929: 0.0032646445426482143
Position 2471: 0.0032372143741257408
Position 6934: 0.0032354045019502755
Position 3675: 0.002950401563765677
Position 2302: 0.0029295970903423065
Position 7761: 0.002923246906427553
Position 5318: 0.0027969688070184112
Position 2904: 0.0026540571329551825
Position 522: 0.0026098140023729523
Position 858: 0.0025337919201563245
Position 4186: 0.0024980753168142283
Position 7697: 0.0023092652326694267
Position 5342: 0.002265405584145616
Position 8841: 0.0020889017740085103
Position 2093: 0.0020248947427853096
Position 4760: 0.00185524323676696
Position 6316: 0.0018437135278364884
Position 3719: 0.0017243446263648142
Position 6536: 0.0017050073659067569
Position 8873: 0.001653260731195112
Position 7817: 0.0015643611763476906
Position 6252: 0.001467858926832125
Position 3421: 0.0014531527220170088
Position 4594: 0.0013838730774469146
Position 4256: 0.0012579865125888416
Position 5110: 0.0012409927148157927
Position 8404: 0.001212334614651118
Position 9565: 0.0012110763632583892
Position 6116: 0.00120745714446136
Position 649: 0.0010168074766639533
Position 818: 0.0009934100175986152
Position 11271: 0.0009883236378813965
Position 437: 0.0009673167039358423
Position 7558: 0.0009400207170179559
Position 9803: 0.0009296263909416109
Position 4556: 0.0009222596382518734
Position 9478: 0.0008785139754854665
Position 2195: 0.0008651452044337108
Position 3516: 0.000801872718441107
Position 5284: 0.0007997863293386469
Position 583: 0.0007904984461717793
Position 3603: 0.0007561082803938757
Position 9233: 0.0007145572380141525
Position 2221: 0.0006987729039369895
Position 9612: 0.0006645557014327307
Position 2467: 0.0006484996059736934
Position 9655: 0.0006287175010814942
Position 9831: 0.0006191638391097905
Position 1451: 0.0005957847027187512
Position 11063: 0.0005943344707919951
Position 6556: 0.0005477960752054129
Position 8384: 0.0005427363883271684
Position 8547: 0.00053583528971784
Position 2247: 0.0005092703443108907
Position 1865: 0.0004443682069972552
Position 4356: 0.0004258449213843692
Position 643: 0.0004258025672771168
Position 2958: 0.0004085485342779161
Position 3534: 0.00037412409450642795
Position 454: 0.00037349544241482423
Position 9807: 0.0003666217152657131
Position 7252: 0.00035739440627440575
Position 9964: 0.00033698832031412
Position 14590: 0.00029749841190781275
Position 3222: 0.00029074322374845476
Position 2655: 0.0002870909167522463
Position 6778: 0.00025748833795740647
Position 9747: 0.00022379425113381633
Position 2048: 0.0002150650111142598
Position 1424: 0.00021476208961059094
Position 9627: 0.0001716061022815174
Position 281: 0.00016126844269537222
Position 502: 0.0001509705952324481
Position 697: 0.0001370294842099467
Position 2144: 0.00013354281866748312
Position 1940: 0.000126265669785619
Position 7425: 0.00011739994963666454
Position 7716: 0.00011604699516460793
Position 365: 0.00010765771799307673
Position 384: 0.00010248446328690589
Position 693: 8.43287845299479e-05
Position 9136: 7.150235810701284e-05
Position 10632: 5.8337665852206685e-05
Position 10544: 1.6894976793853753e-05
Position 1532: 1.2625780376340434e-05
Position 9822: 1.0892881240444797e-05
Position 9810: 7.63736203750364e-06
Position 2853: 6.449982517560075e-06
Position 566: 5.57578733501282e-06
Position 1385: 5.36071200771106e-06
Position 2425: 3.4353378991223775e-06
Position 587: 2.59460424179152e-06
Position 660: 2.3115577468911725e-06
Position 529: 2.0958958252603853e-06
Position 2560: 1.6386404559507066e-06
Position 2395: 1.5629677720687339e-06
Position 2747: 1.4510571816635995e-06
Position 2548: 1.3712440063274363e-06
Position 8770: 9.985915877181026e-07
Position 1687: 8.776653723369351e-07
Position 8350: 8.454888076147289e-07
Position 670: 7.974081196179687e-07
Position 1645: 7.868049246187419e-07
Position 897: 7.377675928628695e-07
Position 9765: 4.4563728148265515e-07
Position 222: 4.1103699796817027e-07
Position 1334: 4.049445738353962e-07
Position 1312: 2.5982632897026093e-07
Position 823: 2.5628898131752627e-07
Position 2592: 2.1727574563382533e-07
Position 303: 1.5950320216524045e-07
Position 1612: 1.446909164323765e-07
Position 113: 1.4072022868854232e-07
Position 1389: 1.3950416957869458e-07
Position 1742: 1.361806702861509e-07
Position 474: 1.2150417175039182e-07
Position 2059: 9.349841421391829e-08
Position 534: 5.58698777557687e-08
Position 224: 4.1308782031724745e-08
Position 152: 3.9765503521398937e-08
Position 136: 3.799566135990989e-08
Position 1207: 2.768298727411572e-08
Position 398: 2.126240217222905e-08
Position 592: 1.862134018325952e-08
Position 395: 1.7105104370564315e-08
Position 483: 1.3418333939121334e-08
Position 422: 9.234094980072252e-09
Position 326: 8.756714280836135e-09
Position 417: 6.663102330716834e-09
Position 506: 6.476583985647961e-09
Position 759: 5.466868840589582e-09
Position 536: 2.6206440927943774e-09
Position 504: 2.3861004487188565e-09
Position 195: 9.361368806674915e-10
Position 189: 4.4746622923620837e-10
Position 148: 1.5059525631339886e-10
