Gene = ISPD
Position 835: 0.00950997466404653
Position 11763: 0.008305938202812838
Position 2565: 0.008008716993745668
Position 2272: 0.006567724893149723
Position 3690: 0.006137171322423861
Position 3115: 0.005718174573297993
Position 9438: 0.005455465030595257
Position 9801: 0.004642272455651824
Position 3487: 0.004162334023722841
Position 9978: 0.003900276901246892
Position 1134: 0.0038958258263636007
Position 2743: 0.0036892092447904485
Position 6008: 0.002902699675896408
Position 3546: 0.002854072673559275
Position 6979: 0.002685195161938565
Position 1329: 0.0025482773418021177
Position 2461: 0.0025411027109335355
Position 719: 0.002484546216904147
Position 566: 0.0020136510484284804
Position 8755: 0.0018196671077318188
Position 4204: 0.0018154674164532385
Position 2746: 0.0017884923085497622
Position 736: 0.0017578803077668683
Position 1907: 0.00170589613886043
Position 4105: 0.0016269644271554465
Position 1170: 0.0016154236387832083
Position 2030: 0.0015734539376857269
Position 4654: 0.001461088019011918
Position 3803: 0.0014205709825255038
Position 867: 0.0013685217325496333
Position 6400: 0.001311385875105481
Position 8267: 0.001271987872443464
Position 2911: 0.0011778639223641312
Position 4487: 0.0010761942568807432
Position 3451: 0.0009196954411771473
Position 4371: 0.0009133060965569741
Position 2217: 0.0009130296114799444
Position 435: 0.0006730971946205373
Position 1745: 0.0005929878599370889
Position 968: 0.0005610274878467177
Position 1052: 0.0005050464291381291
Position 1820: 0.0004944755966890221
Position 3142: 0.0004498321722308751
Position 3145: 0.00039972862668556663
Position 1938: 0.00038671135282447247
Position 745: 0.00038456332336299647
Position 6048: 0.00031778120105032
Position 6136: 0.00029853237837404727
Position 330: 0.0002723503534280697
Position 1072: 0.00024375252837323334
Position 2986: 0.00024040684493377117
Position 4705: 0.00020841811752682826
Position 245: 0.0002070996782132846
Position 2457: 0.00018909151643496463
Position 487: 0.00015141567820249654
Position 4263: 0.00012379435739330054
Position 1138: 0.00011704621638008666
Position 2865: 0.00011342035691645904
Position 465: 7.86903647167284e-05
Position 484: 7.667410297099133e-05
Position 2047: 7.47169815190834e-05
Position 4680: 6.246760856382822e-05
Position 411: 3.580687296110581e-05
Position 2297: 2.6225852205038136e-05
Position 789: 2.0275077019814224e-05
Position 853: 1.4771774911215876e-05
Position 586: 1.3847683620425318e-05
Position 527: 1.2378466512144333e-05
Position 2346: 8.646264117248068e-06
Position 1718: 7.047450154722892e-06
Position 2187: 6.682025142773055e-06
Position 2057: 4.352112564141625e-06
Position 874: 4.343295131126695e-06
Position 549: 3.3085552921826643e-06
Position 371: 3.022305083822049e-06
Position 702: 3.015244599107824e-06
Position 2136: 2.3889980020624086e-06
Position 1943: 1.0886848745671328e-06
Position 845: 1.0832036767148423e-06
Position 2051: 9.273078437304184e-07
Position 1730: 9.155575573187989e-07
Position 232: 8.52414539299132e-07
Position 197: 7.520748007204463e-07
Position 1884: 6.061447850271302e-07
Position 661: 5.514778566062821e-07
Position 668: 5.357702045684362e-07
Position 810: 5.311679215288196e-07
Position 454: 4.920716891817792e-07
Position 380: 3.7433903996689034e-07
Position 890: 3.1633901850781915e-07
Position 642: 2.9799855207046095e-07
Position 580: 2.3075365091122577e-07
Position 896: 2.1970357845487374e-07
Position 448: 2.0524690753358678e-07
Position 1427: 1.5188983648819525e-07
Position 598: 1.3573790245765575e-07
Position 1909: 1.3572722695890155e-07
Position 715: 1.256184396270126e-07
Position 870: 1.187267332946789e-07
Position 1832: 9.4954326874227e-08
Position 1858: 9.180018636343831e-08
Position 336: 8.921378153606479e-08
Position 1748: 8.46852869700406e-08
Position 504: 6.659424336848988e-08
Position 798: 6.65119874735276e-08
Position 761: 6.124506731331019e-08
Position 1348: 5.737731367183496e-08
Position 467: 4.695983296716323e-08
Position 583: 4.3538395932897596e-08
Position 1152: 3.368550741782906e-08
Position 529: 2.7837620345863758e-08
Position 135: 2.665118578357199e-08
Position 386: 2.0802299533968332e-08
Position 531: 1.9841096178686616e-08
Position 220: 1.523984738517302e-08
Position 492: 1.4011191353479862e-08
Position 254: 9.451226720353438e-09
Position 144: 3.02119126625062e-09
Position 904: 2.7242059065812028e-09
Position 218: 2.0178793447360106e-09
Position 175: 4.206350888068332e-10
Position 173: 1.483385228786123e-11
Position 116: 1.1451830905506278e-11
Position 256: 6.0528580661926564e-12
Position 419: 8.242678430301877e-13
