Gene = RP11-11N7.5
Position 312: 2.0140145283577354e-05
Position 2231: 1.9968863169375686e-05
Position 4422: 1.8759565106296594e-05
Position 1172: 1.790920768615159e-05
Position 3579: 1.649279304954444e-05
Position 3077: 1.648658263760152e-05
Position 2725: 1.3949386922155516e-05
Position 2738: 1.1754423288971512e-05
Position 3096: 1.1523932784453117e-05
Position 794: 1.0737204117649714e-05
Position 1410: 9.856653345992611e-06
Position 1116: 8.960484856605303e-06
Position 733: 7.96828041050103e-06
Position 500: 6.517609901690129e-06
Position 916: 5.855034132766616e-06
Position 192: 4.823730423705513e-06
Position 1146: 4.304332677470621e-06
Position 1795: 3.562185266004029e-06
Position 664: 3.0778863620171936e-06
Position 168: 3.0427986268112913e-06
Position 1291: 2.969426077590936e-06
Position 869: 2.9368959202882854e-06
Position 260: 2.2565469853467477e-06
Position 462: 2.1191811990436168e-06
Position 206: 2.01333798789089e-06
Position 264: 1.5667289074523828e-06
Position 1461: 1.3804744588747873e-06
Position 1598: 1.143112052625318e-06
Position 1347: 1.1038750927411193e-06
Position 1502: 1.063098301426995e-06
Position 3167: 5.14618750441797e-07
Position 3299: 4.4825704153641964e-07
Position 425: 2.628036944775406e-07
Position 598: 2.607717625730024e-07
Position 361: 2.5750742936975357e-07
Position 696: 2.0764500227314966e-07
Position 618: 2.0060555782421753e-07
Position 644: 1.8881217225713985e-07
Position 314: 1.8657645843552834e-07
Position 578: 1.4095418174135463e-07
Position 628: 6.781324361020561e-08
Position 521: 5.081124974530128e-08
Position 1096: 3.2418279855893374e-08
Position 667: 2.9116238182096024e-08
Position 570: 2.887759222073029e-08
Position 436: 9.082480090403799e-09
Position 1144: 5.351480000546581e-09
Position 512: 3.3634229268629976e-10
Position 468: 2.905009482685797e-10
Position 221: 2.175227604275185e-10
Position 518: 1.523018564061716e-10
Position 434: 1.1440410975835889e-10
Position 115: 5.7181179176172384e-12
Position 136: 1.5722318342945716e-12
Position 73: 2.375937172436232e-13
Position 120: 6.875251129161086e-14
Position 86: 3.139651971159024e-15
Position 129: 1.0470459219760866e-15
Position 97: 4.489794663963867e-16
