Gene = ESM1
Position 492: 6.651828374135869e-07
Position 284: 3.914789935963784e-07
Position 755: 3.376128367786891e-07
Position 549: 3.3756772857016116e-07
Position 951: 3.157389308325817e-07
Position 516: 2.896583411246005e-07
Position 778: 2.3830765803416957e-07
Position 644: 2.0789992936297814e-07
Position 277: 1.9422256299907955e-07
Position 620: 1.7128682897310134e-07
Position 264: 1.4520497336104326e-07
Position 650: 9.642840926229672e-08
Position 909: 9.130832205561162e-08
Position 1064: 8.861679925493184e-08
Position 106: 6.608515397642915e-08
Position 332: 5.354487837760331e-08
Position 279: 3.9526453400085744e-08
Position 1095: 3.482529970224604e-08
Position 1007: 3.197476366303199e-08
Position 542: 2.6397051560738813e-08
Position 812: 1.7669978473069024e-08
Position 605: 1.685868570453112e-08
Position 553: 1.388587800989931e-08
Position 860: 1.3678193007595085e-08
Position 253: 1.16330776798936e-08
Position 454: 1.1198114376031752e-08
Position 511: 9.674654022046917e-09
Position 207: 9.345886117604966e-09
Position 261: 6.4841969334420315e-09
Position 132: 3.63652075886759e-09
Position 151: 3.3162423340275275e-09
Position 136: 2.240849908495634e-09
Position 712: 1.7415675441515748e-09
Position 768: 3.6687857655953225e-10
Position 121: 1.2404316500746708e-11
