Gene = MDS2
Position 2065: 0.01341452922926652
Position 12717: 0.01216269731823656
Position 6154: 0.011819450903376489
Position 1751: 0.011487361579754761
Position 2110: 0.0089021027882554
Position 13141: 0.008096746646084107
Position 1880: 0.008071123860247694
Position 500: 0.004670029716467691
Position 566: 0.004522542540279608
Position 1732: 0.004499366947790398
Position 12911: 0.004155099848897001
Position 12755: 0.004089576799322174
Position 8554: 0.0035061628436967476
Position 13231: 0.0018403255442901246
Position 2156: 0.0016286579995732605
Position 5865: 0.0010431023881120256
Position 6121: 0.0010428557481644834
Position 4903: 0.0007995802624210135
Position 196: 0.0007790345618516615
Position 5639: 0.0005319867079780418
Position 1993: 0.000525323193677314
Position 724: 0.000525195095531811
Position 2431: 0.00048255547283818177
Position 3044: 0.0004400187817696449
Position 11472: 0.00043703968689342464
Position 3404: 0.00040768068590991366
Position 3080: 0.00038940270803364735
Position 5658: 0.00038647808012676644
Position 11106: 0.00034697268857133794
Position 1934: 0.00029762443254942675
Position 2172: 0.00028032779119573157
Position 3047: 0.0002722200182139202
Position 2169: 0.0002621559999454329
Position 593: 0.00025389334644158656
Position 7785: 0.0002528707152669527
Position 9602: 0.00024394953051382732
Position 2030: 0.00023174531084480397
Position 1785: 0.00023168871813975588
Position 3575: 0.00022094090539700328
Position 1418: 0.00021578160087094454
Position 1099: 0.00020622499922179563
Position 1609: 0.00019857698691519587
Position 2806: 0.00019669636838929306
Position 6865: 0.00014937371349075878
Position 1039: 0.00014929251314986183
Position 1555: 0.00013975842295833158
Position 2863: 0.00012590732746531615
Position 5081: 0.00011711360658261334
Position 5886: 0.0001102820041807658
Position 1558: 0.00010893567022291502
Position 1753: 0.00010880007733951965
Position 1637: 0.00010773872285093998
Position 232: 0.00010432556755531255
Position 2568: 9.886120840681739e-05
Position 884: 9.164851191167008e-05
Position 6118: 9.133911631811669e-05
Position 1174: 7.857842777758597e-05
Position 572: 5.808495335263716e-05
Position 1249: 5.741085598767322e-05
Position 1194: 5.2774367348641957e-05
Position 6330: 4.629782669448862e-05
Position 1584: 3.791164030653425e-05
Position 887: 3.67974438938377e-05
Position 5830: 3.5502459351572974e-05
Position 6298: 3.43560881571939e-05
Position 2787: 3.165646871747507e-05
Position 1015: 2.9224632667635972e-05
Position 3547: 2.9180246869331108e-05
Position 2831: 2.370648439615814e-05
Position 5697: 2.2366689016438254e-05
Position 5013: 2.0660211772886308e-05
Position 2753: 2.038236319505917e-05
Position 2471: 1.9893875818985092e-05
Position 1970: 1.553197295260681e-05
Position 4796: 1.5484489027314882e-05
Position 3215: 1.2349621959012899e-05
Position 2929: 9.210007064584086e-06
Position 289: 8.57505959807133e-06
Position 1198: 8.560637428042481e-06
Position 964: 8.066726355468208e-06
Position 2536: 8.015116791220982e-06
Position 2905: 7.599591471931431e-06
Position 2866: 6.569421824766049e-06
Position 746: 3.8292765656322156e-06
Position 2653: 2.5249180662003584e-07
Position 5026: 2.3141550781242045e-07
Position 2208: 1.4746752931116085e-07
Position 783: 8.635739591161253e-08
Position 820: 5.328259779356605e-08
Position 238: 3.696908199826635e-08
Position 909: 3.2579574735557927e-08
Position 730: 2.7948187957172482e-08
Position 397: 1.8682559631705718e-08
Position 889: 1.6920758474896505e-08
Position 2227: 1.4595459786109788e-08
Position 77: 1.0607906285529542e-08
Position 327: 9.740778033461815e-09
Position 660: 9.156149170340316e-09
Position 2397: 8.382769406290989e-09
Position 2448: 4.416069343488434e-09
Position 204: 3.2967385370161466e-09
Position 977: 7.602929586669303e-10
Position 1111: 6.568471708397505e-10
Position 1123: 6.263990668811928e-10
Position 637: 1.1458339701750983e-11
Position 208: 2.0826476782898803e-12
