Gene = DISC1
Position 4573: 0.03203746411298319
Position 6654: 0.03170416627013709
Position 9997: 0.03086413870367462
Position 422: 0.028952526563738572
Position 3538: 0.024576161280561882
Position 5189: 0.016681921381926448
Position 3302: 0.015953901662484792
Position 4289: 0.013817103753330376
Position 4683: 0.011386275487754822
Position 7455: 0.01106656224171199
Position 3367: 0.010401763829853304
Position 2735: 0.010090075916731677
Position 2650: 0.009386144907999454
Position 4310: 0.008175504392411697
Position 9289: 0.006688783133221231
Position 9042: 0.006323028983468447
Position 706: 0.005058075166765126
Position 2473: 0.004855145343389489
Position 6821: 0.004818531100879187
Position 6007: 0.004565961713699355
Position 4357: 0.004477305042738335
Position 192: 0.004408100699494523
Position 4651: 0.00418178781270449
Position 3306: 0.004084193483305466
Position 2587: 0.00312962207037387
Position 6915: 0.002977893211617522
Position 5967: 0.002943160702444725
Position 4617: 0.0027660241034479457
Position 10263: 0.0025709389365403774
Position 3067: 0.0025281478449257393
Position 3954: 0.0023496496337056983
Position 2482: 0.002263455712549339
Position 2185: 0.002154793174729792
Position 2685: 0.0020472371903011996
Position 239: 0.0019570060532257964
Position 2310: 0.0016584117231338757
Position 5878: 0.0016134890785994655
Position 3777: 0.0014940354804050802
Position 375: 0.001363180275403339
Position 3138: 0.0012925566500054607
Position 3606: 0.0012458129165532534
Position 4016: 0.0012135117211813868
Position 3989: 0.0011313027920284836
Position 1971: 0.0010367103033220972
Position 2132: 0.0010095451487809016
Position 1002: 0.000869369406140686
Position 676: 0.0008593880405118463
Position 3391: 0.0008377011743727234
Position 3326: 0.0008288134546522135
Position 2372: 0.0008268900235433736
Position 2570: 0.0007992025723928688
Position 6010: 0.0007392890666377953
Position 3901: 0.0006929554877764753
Position 1158: 0.0006025024784882487
Position 1406: 0.0005676035223608767
Position 3161: 0.0005462261655318336
Position 306: 0.0005220805328824509
Position 3726: 0.0005111741584739568
Position 4330: 0.0005048683572188032
Position 1788: 0.0004972220997766405
Position 816: 0.0004882922923704918
Position 1944: 0.0004871808900542171
Position 780: 0.00047397310421039415
Position 1349: 0.00046616282330856894
Position 2106: 0.0004336203539966457
Position 567: 0.0004245819283334879
Position 346: 0.0004203621472763803
Position 3278: 0.0004035477144199728
Position 5975: 0.00029935321036926143
Position 333: 0.0002954842739877789
Position 390: 0.0002810391236231886
Position 317: 0.00026324922413603185
Position 1319: 0.00023087824554410535
Position 2400: 0.0002167200185554368
Position 1754: 0.00018268343363709758
Position 1393: 0.0001704202888115197
Position 2045: 0.0001350341588482514
Position 1795: 0.0001156530523510479
Position 914: 0.00010503130418275166
Position 1644: 0.00010116106853919484
Position 1951: 9.555664906785673e-05
Position 1131: 7.871240527564891e-05
Position 941: 7.437196162192815e-05
Position 1487: 6.971408969828197e-05
Position 539: 6.359617783504304e-05
Position 847: 6.065845179059684e-05
Position 244: 4.310619554863063e-05
Position 519: 1.564464922400035e-05
Position 356: 1.3593641899696423e-05
Position 196: 3.3108940872336175e-07
Position 435: 3.065253811514899e-07
Position 258: 1.3960134818584173e-07
Position 286: 1.217584183373352e-07
Position 442: 4.234348955168856e-08
Position 204: 3.870992471227246e-08
Position 324: 1.9470406129986042e-08
Position 275: 1.2356434117368683e-08
Position 288: 1.0556844504204523e-08
Position 266: 6.8307895415805545e-09
Position 281: 5.534286464135932e-09
Position 209: 4.573724407613983e-09
Position 393: 3.706179248342365e-09
Position 254: 3.1322854275621906e-09
Position 283: 2.6796260327171354e-09
Position 292: 1.244706022098587e-09
Position 444: 9.875955225263917e-10
Position 573: 3.02391223584044e-10
Position 609: 1.8182014339688605e-10
