Gene = GM2A
Position 114: 1.2958962829136016e-12
Position 185: 9.33410685830734e-13
Position 206: 5.547935577034447e-13
Position 136: 1.1031124788846346e-13
Position 220: 7.374305565758686e-14
Position 142: 4.6480495164598005e-14
Position 122: 4.370662328513848e-14
Position 151: 1.677785276679971e-14
Position 158: 7.63464864041443e-15
Position 118: 7.099777331135921e-15
Position 116: 6.681785303056725e-15
Position 138: 5.346504316592208e-15
