Gene = DDOST
Position 287: 9.0092591043523e-07
Position 105: 7.811107430053588e-07
Position 7360: 1.1250071636392402e-07
Position 732: 8.067015662339152e-08
Position 515: 4.1933256141074176e-08
Position 8876: 4.106147248846231e-08
Position 751: 3.3936353235612025e-08
Position 8908: 3.21288767519223e-08
Position 8831: 1.9453768134264958e-08
Position 8859: 1.745798528223948e-08
Position 537: 1.5052456382066458e-08
Position 9022: 1.2303643500284985e-08
Position 9016: 9.843652322872047e-09
Position 8792: 6.571253899923869e-09
Position 670: 2.2507887276993536e-09
Position 7934: 4.0149514979612197e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6009: 0.9963573687952674
Position 8816: 0.9896759014992281
Position 9015: 0.9867304404428067
Position 5764: 0.9723823370214788
Position 6836: 0.9649226348013992
Position 5356: 0.9253759562083461
Position 7769: 0.8638564886691077
Position 8572: 0.7052038508192071
Position 446: 0.4710769716660258
Position 7220: 0.4610099227549992
Position 7172: 0.35033123142205036
Position 552: 0.25680388309954444
Position 1376: 0.2396147184804407
Position 8516: 0.21183635819214985
Position 2723: 0.14210598018266368
Position 5132: 0.1036627735199922
Position 7249: 0.09821731283872343
Position 3964: 0.09750453119144083
Position 3251: 0.08781105458642019
Position 3534: 0.08309365986757722
Position 8014: 0.07716122965543862
Position 5298: 0.05799185419126541
Position 3926: 0.055993534694227465
Position 7578: 0.05595259118740306
Position 3574: 0.05350421205421707
Position 5239: 0.052729128889319785
Position 6796: 0.028436356036372918
Position 443: 0.027739213020701745
Position 7555: 0.026745465067043492
Position 270: 0.023951938780578497
Position 3211: 0.02180914317727829
Position 497: 0.021140068170537794
Position 8641: 0.02048446859506659
Position 6201: 0.02040663732499989
Position 3968: 0.01934975818299989
Position 660: 0.017977267212334596
Position 4340: 0.016310442860261593
Position 287: 0.010981902390627005
Position 9413: 0.01046655233188199
Position 1423: 0.010007175445179942
Position 3674: 0.009580063365081557
Position 183: 0.009268643078525738
Position 1662: 0.008945145972758051
Position 1337: 0.008927076132984458
Position 3166: 0.007838889744211729
Position 7270: 0.007640963477206772
Position 3715: 0.007467745605653169
Position 1642: 0.0072829118582791895
Position 7827: 0.007165460008302398
Position 6418: 0.006802833348488202
Position 6234: 0.006549391104711104
Position 7225: 0.006190180819045649
Position 9252: 0.006052690875920761
Position 4160: 0.005373425871808269
Position 8869: 0.005044180399078021
Position 500: 0.004882684189785996
Position 7714: 0.0037388907556894025
Position 9036: 0.0037341848095481744
Position 1930: 0.003517565251903608
Position 8580: 0.0035159771181702414
Position 4032: 0.003143588261826796
Position 8575: 0.0028841441523881333
Position 4002: 0.002837244716552614
Position 7155: 0.0027930101033133634
Position 5578: 0.0027397020109077115
Position 8103: 0.002598561362873966
Position 2605: 0.0024073783708099296
Position 3494: 0.0021964485372869586
Position 3546: 0.002081051150222586
Position 6809: 0.001970384062104799
Position 5623: 0.0019308918062132582
Position 8596: 0.0018786385246871743
Position 7507: 0.0018421768562451861
Position 1511: 0.0017953454754807893
Position 4008: 0.0017442314653370596
Position 7064: 0.0016818199108227319
Position 3865: 0.0016086100641503399
Position 7643: 0.0015413920856061445
Position 5583: 0.001444084447469712
Position 5603: 0.001350834152458896
Position 2791: 0.001346236081011401
Position 3004: 0.0012633341027166783
Position 8062: 0.0010894440140440252
Position 8448: 0.0009832326787479982
Position 1530: 0.0009007340288418458
Position 827: 0.0007379229378761961
Position 8766: 0.0007210631297693022
Position 9389: 0.000682387679258911
Position 9086: 0.0006684472294777049
Position 6266: 0.0006533816484794987
Position 7193: 0.0005898885984077108
Position 6547: 0.0005888169646049221
Position 8499: 0.000501018043046588
Position 9122: 0.0004687885754833973
Position 6396: 0.0004664462946063147
Position 595: 0.0004109833790621004
Position 611: 0.0003796306290234554
Position 7290: 0.00032648299160935594
Position 7915: 0.00031913569058292473
Position 687: 0.0002862324999492302
Position 663: 0.000280769259924252
Position 3850: 0.00027079952233301105
Position 8054: 0.0002664347954920945
Position 6593: 0.00026558276713249007
Position 7113: 0.00025107282228777945
Position 3279: 0.00022761170393674913
Position 9453: 0.00022707434680676136
Position 7051: 0.0002214998587239786
Position 5739: 0.00019350160939034586
Position 6435: 0.00018125845302421523
Position 1776: 0.0001735492102711077
Position 1897: 0.00016815660451927698
Position 8183: 0.0001591440661873655
Position 9045: 0.00015884134278926744
Position 189: 0.00015828108621998148
Position 1399: 0.00015742824205117512
Position 8689: 0.00015357135818941674
Position 8423: 0.00014963519909407186
Position 6638: 0.0001475885588856602
Position 6180: 0.00014699100769593115
Position 6918: 0.00014634628231184743
Position 8686: 0.00014547321216316184
Position 5732: 0.0001268852935369985
Position 8407: 0.00012525022506315034
Position 8292: 0.0001237886430679714
Position 7441: 0.0001234558128377523
Position 6210: 0.00012195325524423137
Position 8349: 0.00011964389380039973
Position 2794: 0.00011854239453670562
Position 757: 0.00011514285237403037
Position 7798: 0.00011129689862285138
Position 1823: 0.0001096448939260496
Position 7293: 0.00010761186170866997
Position 7779: 0.00010311611273235307
Position 6284: 8.853439903913923e-05
Position 6760: 7.859801858349181e-05
Position 186: 7.51918844898102e-05
Position 7122: 7.384880452448086e-05
Position 8231: 7.380477523301568e-05
Position 1638: 7.004538688125584e-05
Position 2957: 6.728070280842931e-05
Position 578: 6.724138317161178e-05
Position 1246: 6.244353366532115e-05
Position 3081: 6.04073842359788e-05
Position 6278: 5.9310906078411505e-05
Position 9144: 5.5221418231319204e-05
Position 1382: 5.4634715157530566e-05
Position 6245: 5.203789897433394e-05
Position 8829: 5.1981209621683986e-05
Position 5546: 4.1228852462027975e-05
Position 7636: 4.006558266936243e-05
Position 6553: 3.724709062328102e-05
Position 6709: 3.442329727130068e-05
Position 9189: 3.195243542204946e-05
Position 5599: 3.0859662849165906e-05
Position 2013: 2.453945557330036e-05
Position 6643: 2.415911328066416e-05
Position 854: 2.320767531775081e-05
Position 5857: 2.3195510848156024e-05
Position 8989: 2.2670697780740928e-05
Position 7034: 2.240871068093975e-05
Position 9368: 2.0937667544467484e-05
Position 7461: 2.0672386179541275e-05
Position 8756: 2.000587284931796e-05
Position 8341: 1.9283833736120465e-05
Position 5680: 1.874629198523786e-05
Position 848: 1.7989238797473864e-05
Position 6097: 1.4670667492025198e-05
Position 9343: 1.3803362823639906e-05
Position 398: 1.3416643366157473e-05
Position 6596: 1.2842004056515472e-05
Position 6602: 1.2264842952407191e-05
Position 8923: 1.0547252613720024e-05
Position 193: 8.032789556009176e-06
Position 346: 6.330410308481341e-06
Position 7037: 6.043854842183828e-06
Position 339: 5.905391794851721e-06
Position 566: 4.011375852246671e-06
Position 1966: 3.3378035879337717e-06
Position 830: 3.2649172026104742e-06
Position 1345: 3.1085531239546045e-06
Position 6736: 2.3990985437153726e-06
Position 6743: 2.3837680005655464e-06
Position 885: 2.1821719816532068e-06
Position 7068: 2.0784360479075834e-06
Position 1190: 1.8476800182139436e-06
Position 204: 1.4245021096648842e-06
Position 7660: 1.3492552314897158e-06
Position 6930: 1.2945926377045719e-06
Position 1141: 1.2911082018000787e-06
Position 1580: 1.2797502603941126e-06
Position 199: 1.2230986669030741e-06
Position 899: 1.0269406172162578e-06
Position 1208: 9.925219995923067e-07
Position 7451: 9.196301709773432e-07
Position 5892: 4.7474881098190744e-07
Position 316: 3.3983043440327507e-07
Position 6048: 9.969461953422593e-08
Position 6036: 5.449919431291256e-08
Position 6443: 6.862462114550106e-09
Position 7319: 6.514499521324563e-09
Position 770: 5.4428333258263035e-09
Position 405: 4.668013676110115e-09
Position 6429: 4.00030669273399e-09
Position 7000: 3.989149250311308e-09
Position 6382: 3.411869857712629e-09
Position 6240: 3.2922677366680488e-09
Position 372: 2.032246994679343e-09
Position 6521: 1.7889500389307076e-09
Position 365: 8.576328629966072e-11
Position 352: 6.150321885991276e-11
Position 354: 6.936233325685506e-13
