Gene = FAM205C
Position 2127: 0.007628034153925285
Position 3516: 0.007200028976898935
Position 2755: 0.006366552987650068
Position 5027: 0.006337164824010139
Position 4651: 0.005717467727813553
Position 1749: 0.005458836410669654
Position 1128: 0.005422007901989666
Position 4188: 0.005331292436292919
Position 2588: 0.005287371363717242
Position 262: 0.005240390914114175
Position 4218: 0.00481269014177653
Position 4534: 0.004675445771940295
Position 1163: 0.003852890849186604
Position 1947: 0.0036205099838559915
Position 1145: 0.0032253694728470485
Position 4074: 0.0032191439948946144
Position 3652: 0.0030508094390244473
Position 2148: 0.0028630858634395963
Position 2896: 0.0027716220656135828
Position 4726: 0.0024504372582820496
Position 4273: 0.0022927154016780947
Position 2523: 0.001863790798954301
Position 5702: 0.0017454188764647258
Position 2883: 0.001589528464611158
Position 265: 0.0015585752978992402
Position 605: 0.0014743374045820114
Position 4607: 0.0014628631139831435
Position 792: 0.0014154773894488708
Position 307: 0.001380102750223672
Position 2520: 0.001350452988005291
Position 2871: 0.0012801756177267878
Position 3568: 0.0012617103367148438
Position 1556: 0.0012231525789305618
Position 5429: 0.0011815490234478557
Position 771: 0.0011514437686387042
Position 774: 0.001062916626882397
Position 3973: 0.0010494937298166445
Position 4768: 0.0008007440495693945
Position 3133: 0.0007344481039578089
Position 2773: 0.0007009670654898351
Position 2123: 0.0006831141867880323
Position 892: 0.0005714325589097419
Position 648: 0.0005500111856510663
Position 413: 0.0004621611520801401
Position 962: 0.0004393181874915496
Position 809: 0.00042770167460726496
Position 543: 0.00041106913541294785
Position 3085: 0.0003826879373137081
Position 3442: 0.0003623977178702843
Position 850: 0.0003141112200569185
Position 2802: 0.00028979293567260963
Position 1153: 0.0002544100529610467
Position 1757: 0.00023453017009815875
Position 912: 0.00023269593678058599
Position 4126: 0.00022967884523323527
Position 1493: 0.00013517928689572308
Position 899: 0.000132931007805899
Position 3017: 0.0001319774714020542
Position 608: 0.00010530424674657748
Position 267: 6.403212266362765e-05
Position 1302: 5.075719195354101e-05
Position 3020: 4.9473551151703424e-05
Position 1875: 4.937752537212811e-05
Position 1039: 3.9532390871255495e-05
Position 661: 3.859863393301272e-05
Position 672: 3.5853832167021825e-05
Position 498: 3.417557293102259e-05
Position 828: 2.7853263027999537e-05
Position 2423: 1.8978496440945227e-05
Position 190: 1.48468612570546e-06
Position 2285: 1.4810317110273272e-06
Position 650: 1.3063730180252541e-06
Position 568: 1.2236542149691401e-06
Position 505: 8.826206861567812e-07
Position 1237: 6.2108518622707e-07
Position 724: 5.154462203701901e-07
Position 549: 4.843834041398972e-07
Position 1545: 4.787801907936204e-07
Position 728: 4.178549626728721e-07
Position 2288: 3.8983989346270195e-07
Position 204: 3.3283549567457447e-07
Position 436: 2.276117790137958e-07
Position 668: 1.409906297354198e-07
Position 428: 9.961035932316476e-08
Position 444: 5.705665109839757e-08
Position 130: 3.2574045678019396e-08
Position 446: 2.213154787488336e-08
Position 469: 9.501713954064513e-09
Position 477: 4.360272362930318e-09
Position 1780: 4.3386841050530505e-09
Position 462: 8.016822842127957e-10
Position 518: 7.968456214303447e-10
Position 689: 6.707364116440505e-10
Position 509: 6.340146569362463e-10
Position 681: 5.013832032193405e-10
Position 115: 4.67450993069157e-10
Position 147: 3.553804493019153e-10
Position 454: 2.3161684710249817e-10
Position 521: 1.7030825427382738e-10
Position 90: 1.5110774079434888e-10
Position 98: 3.418791687592394e-14
Position 133: 2.5485930916863913e-14
Position 100: 5.53166718546734e-18
