Gene = RPP14
Position 3415: 2.183882664130365e-05
Position 3447: 2.1163650185124823e-05
Position 131: 2.0664160517993883e-05
Position 3922: 1.4781958017968474e-05
Position 835: 1.4376524276971452e-05
Position 1314: 1.194018505433152e-05
Position 119: 1.1198287979533991e-05
Position 2603: 9.6405276952715e-06
Position 49: 8.834625433423268e-06
Position 140: 8.376394322121194e-06
Position 187: 5.307623745516652e-06
Position 2921: 3.8797474316073015e-06
Position 4455: 2.3607395583276114e-06
Position 66: 1.8354479733666118e-06
Position 1798: 1.6836329908266496e-06
Position 10825: 1.5883002499015497e-06
Position 198: 1.1732657024457254e-06
Position 4610: 5.706562682335004e-07
Position 7285: 3.6632444850239795e-07
Position 7: 3.2172799725975054e-07
Position 290: 7.057842663445332e-08
Position 1872: 9.470789249490226e-09
Position 302: 4.322141095088186e-09
Position 407: 2.1076699721253853e-09
Position 687: 1.718769589323585e-09
Position 1232: 1.489630474855206e-09
Position 404: 1.1981598774468576e-09
Position 603: 8.863153044071576e-10
Position 436: 7.369387751866057e-10
Position 6216: 7.278741966082213e-10
Position 469: 3.607605939259418e-10
Position 356: 2.5912147957956664e-10
Position 258: 3.839108534573919e-11
Position 307: 1.2196468857604649e-11
Position 358: 1.1227119860861044e-11
Position 548: 7.071525701189204e-13
Position 410: 4.837325169194199e-13
Position 323: 2.7453780885399314e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 4244: 0.9819965731074749
Position 4046: 0.9205921698885712
Position 10252: 0.6782318143202489
Position 10652: 0.5077785245652643
Position 6024: 0.4386373885110076
Position 10009: 0.36187692621630047
Position 11177: 0.26118545293236684
Position 1776: 0.20481209197649475
Position 16683: 0.17782159463374939
Position 17812: 0.16696764179768814
Position 319: 0.12388503060217736
Position 10191: 0.09098287692157793
Position 14065: 0.08396157608469094
Position 11681: 0.0665952331312118
Position 4027: 0.06212957534767137
Position 305: 0.05967084359539354
Position 9897: 0.05559699972277136
Position 1872: 0.044213960531978354
Position 15501: 0.04241825517469509
Position 9810: 0.038357262090041505
Position 9649: 0.02489540577753916
Position 10529: 0.024787265066069444
Position 15019: 0.02376815743352441
Position 1566: 0.023430913895956727
Position 10690: 0.023032690151286915
Position 9459: 0.02139102966571322
Position 9900: 0.021110682260318613
Position 6044: 0.019088447655918665
Position 15819: 0.01876490821122994
Position 16703: 0.018736105369900394
Position 6020: 0.01795712365727159
Position 3824: 0.015783898016581168
Position 15620: 0.015305127904308206
Position 8946: 0.0149434639972713
Position 10556: 0.014121714124805554
Position 5631: 0.013236301847502891
Position 4246: 0.012745620973702406
Position 11020: 0.012633335798061942
Position 9841: 0.010713176311888378
Position 14605: 0.01033889138675228
Position 3345: 0.010199199204868217
Position 282: 0.008226036097953283
Position 15344: 0.00820345888806109
Position 8991: 0.008105505326250814
Position 8968: 0.006843645752790307
Position 11371: 0.006697392219422839
Position 9624: 0.0062229002083301075
Position 9438: 0.005072313176213752
Position 9509: 0.004956567028110404
Position 14951: 0.004753071002874262
Position 10439: 0.004505939015004228
Position 14485: 0.004335431865506535
Position 2373: 0.004271548010519753
Position 1392: 0.004065132705516455
Position 16247: 0.004047479577645709
Position 10500: 0.0039066970399427295
Position 11042: 0.0035104171882874963
Position 1350: 0.0034264957870882083
Position 4005: 0.003341400861861103
Position 254: 0.00333360821837241
Position 11438: 0.0032719827294855636
Position 13842: 0.0030626911568455806
Position 12108: 0.003025491348608884
Position 11562: 0.002958626269085468
Position 1658: 0.002489064960697879
Position 1544: 0.0024136235470808374
Position 11863: 0.0023654623688388865
Position 7097: 0.0022304927605545114
Position 4422: 0.0022212893919077202
Position 14533: 0.00193833008758948
Position 3053: 0.0018858024180156184
Position 1213: 0.0017576630679709724
Position 12920: 0.0017212281805866006
Position 14230: 0.0016515239006913045
Position 15840: 0.0014981492710117001
Position 11523: 0.0013201723075305374
Position 11054: 0.001254440008214021
Position 1571: 0.001219377554261595
Position 9677: 0.001208585918896248
Position 10731: 0.0011972452188142464
Position 1780: 0.0009634262732923652
Position 3252: 0.0009264008633201869
Position 2500: 0.0009137816039645301
Position 1686: 0.0008107822060097761
Position 734: 0.0008061461249175819
Position 1601: 0.0007503929794281342
Position 10485: 0.0007079919884132226
Position 3689: 0.000694713686230263
Position 2567: 0.0006111024623243039
Position 8796: 0.0006071766084521388
Position 3124: 0.0005963330377046366
Position 4913: 0.0005957362826987712
Position 1655: 0.0005540583188353635
Position 8846: 0.0005510658745519456
Position 11424: 0.0005494687975089152
Position 11447: 0.0005479901070970727
Position 3348: 0.0005298662658441194
Position 11793: 0.000501919204547755
Position 6213: 0.000492444769415739
Position 1522: 0.00047148194047877824
Position 640: 0.0004299937046722497
Position 11305: 0.00038560880372130946
Position 3292: 0.00037940209047325794
Position 4827: 0.00037201802873482745
Position 1412: 0.0003370340905124761
Position 4937: 0.000262927987685286
Position 2483: 0.0002542554319067992
Position 4284: 0.0002521327288803782
Position 1456: 0.00023230164520501853
Position 5481: 0.00021792945292933372
Position 481: 0.00021434131232841216
Position 6026: 0.00020394501785085244
Position 5077: 0.0001628219087827815
Position 646: 0.00016174393731353768
Position 1400: 0.0001480147637402319
Position 2990: 0.00014725769518824348
Position 1131: 0.00014265810231283061
Position 792: 0.00013766656995244634
Position 1443: 0.00012506471766366583
Position 6277: 0.00012462350280954
Position 6366: 0.00012245529245561194
Position 2440: 0.00010833749911347763
Position 803: 0.00010768130850771665
Position 5128: 0.00010344361328724521
Position 1876: 9.601980544562513e-05
Position 2527: 8.960304419823833e-05
Position 5933: 8.898058620332475e-05
Position 788: 8.73586237199926e-05
Position 333: 8.483806682806793e-05
Position 6305: 7.62101707694486e-05
Position 5103: 6.503684430856512e-05
Position 2046: 4.548626234050671e-05
Position 530: 4.472969851697381e-05
Position 6181: 4.372588259501238e-05
Position 5602: 2.712794323227259e-05
Position 4255: 2.6791037536015405e-05
Position 1358: 2.2644942262611312e-05
Position 9056: 2.173013187697997e-05
Position 6310: 1.8116234390334335e-05
Position 4293: 1.781410850001459e-05
Position 5083: 1.724666140215026e-05
Position 1180: 1.362733048991652e-05
Position 1254: 1.1003525232076066e-05
Position 703: 1.0550887572098845e-05
Position 8761: 9.251361659672091e-06
Position 4987: 9.019555415657083e-06
Position 6099: 8.258477268556854e-06
Position 1498: 6.33212366979234e-06
Position 815: 6.290941344099886e-06
Position 545: 5.672665101193381e-06
Position 522: 5.278361735940583e-06
Position 741: 5.1916524054169586e-06
Position 2793: 3.8797474316072905e-06
Position 819: 2.5962256550154742e-06
Position 1469: 2.5199883714299733e-06
Position 862: 2.0871372875393365e-06
Position 1222: 2.012114534592189e-06
Position 661: 1.964538488196161e-06
Position 845: 1.7617606072465344e-06
Position 671: 1.7587703816174699e-06
Position 1084: 1.7225737540706583e-06
Position 1361: 1.2953614054664227e-06
Position 204: 1.0409386890781645e-06
Position 897: 8.577805563891913e-07
Position 864: 8.128382031466394e-07
Position 2042: 8.036928542565778e-07
Position 548: 7.094121268649011e-07
Position 116: 6.936711834836418e-07
Position 5981: 4.6309141864900835e-07
Position 1826: 2.8814975937065613e-07
Position 5855: 2.7872463257028316e-07
Position 5813: 2.5070640956035565e-07
Position 4438: 2.075552085048279e-07
Position 1841: 1.9763951448766522e-07
Position 1745: 1.3129998776005312e-07
Position 5079: 1.3068601550351435e-07
Position 711: 1.30646114639354e-07
Position 1231: 1.301333778009846e-07
Position 1157: 1.223229493139912e-07
Position 750: 1.1300172540675571e-07
Position 4973: 1.1202646513792572e-07
Position 664: 1.1097123919065818e-07
Position 4403: 1.0011795376858987e-07
Position 5900: 7.51723238936371e-08
Position 868: 7.087590410030219e-08
Position 4314: 5.376770973564355e-08
Position 914: 4.657636238190303e-08
Position 832: 4.526056912708429e-08
Position 1314: 3.643600510223252e-08
Position 5787: 3.2772072209851473e-08
Position 331: 3.248664014994344e-08
Position 4202: 1.5780942606693267e-08
Position 469: 1.4117053923003213e-08
Position 4174: 9.781168537847567e-09
Position 762: 8.044262286029657e-09
Position 668: 7.862070060131172e-09
Position 603: 5.7755859062151765e-09
Position 821: 5.437443527623666e-09
Position 746: 3.719553708939422e-09
Position 365: 2.4540100921728956e-09
Position 1722: 1.3298504677311637e-09
Position 1794: 1.0687586037296502e-09
Position 597: 8.517156270383406e-10
Position 923: 4.1354670692590713e-10
Position 135: 1.8140680356402457e-11
Position 195: 1.0857030722791781e-11
Position 159: 9.136840019967549e-12
Position 344: 7.744236322350317e-12
Position 427: 6.082247489659383e-12
Position 128: 6.000319602261004e-12
Position 150: 3.172554258860823e-12
Position 119: 2.0067815280605732e-12
Position 927: 1.155108571603225e-12
Position 140: 7.482891683431169e-13
Position 176: 7.034809040172729e-13
Position 389: 2.8100738977234667e-13
Position 436: 2.3097051534937066e-13
Position 152: 1.6265174817525956e-13
Position 446: 1.0625029892969286e-13
Position 166: 1.0527627998118099e-13
Position 459: 7.080652328845151e-14
Position 443: 6.807160192366792e-14
Position 608: 4.134872136995962e-14
Position 178: 4.100520892070459e-15
Position 394: 7.035650084101748e-16
Position 404: 4.3224399053468245e-16
Position 90: 1.2343360638026394e-16
Position 83: 4.398957445485916e-17
