Gene = CYP3A7-CYP3A51P
Position 949: 7.752103897172051e-05
Position 24382: 7.595529527684306e-05
Position 57: 6.446699227760522e-05
Position 733: 5.7473247783530974e-05
Position 26032: 4.799806532284851e-05
Position 803: 3.203491784571612e-05
Position 3: 2.6046346910695473e-05
Position 547: 2.3001635930336533e-05
Position 2187: 1.7578887384256747e-05
Position 1347: 1.1788788092211292e-05
Position 1374: 1.1656230831053422e-05
Position 29787: 1.0767883987790202e-05
Position 1288: 3.968141924103176e-06
Position 18300: 3.9617630095597955e-06
Position 126: 3.6490514300421523e-06
Position 257: 3.511832562388307e-06
Position 29744: 1.9606916225515265e-06
Position 18244: 1.283146132838514e-06
Position 622: 1.1274714122344613e-06
Position 109: 5.626897078504892e-07
Position 668: 5.037475456562364e-07
Position 399: 3.894995367452296e-07
Position 512: 2.7220247974922373e-07
Position 177: 1.6741667233334754e-07
Position 6: 1.5242349953432995e-07
Position 18274: 1.2571696170615266e-07
Position 340: 1.6170296698013528e-08
Position 193: 1.3309664231820429e-08
Position 358: 1.0473569840098456e-08
Position 405: 5.802533320155051e-09
Position 523: 2.871683784762966e-09
Position 33: 4.794642630984162e-10
Position 156: 4.680526838917271e-13
Position 190: 1.0284323895775532e-13
Position 330: 5.5872318648622444e-14
Position 206: 5.9869165385564216e-18

Sorted 3' Splice Sites (High to Low Probability):
Position 24209: 0.9963209740228405
Position 29506: 0.9909197503180561
Position 14689: 0.9900797455782218
Position 17462: 0.9440263543691723
Position 25840: 0.8878791183969234
Position 12753: 0.8729779754344642
Position 21566: 0.8724515893243991
Position 17836: 0.8668772285954996
Position 3949: 0.745872670211528
Position 27127: 0.5366768313905858
Position 4497: 0.3736232382320395
Position 4222: 0.32455757117050044
Position 166: 0.2184913633130086
Position 5850: 0.2089963962957362
Position 29260: 0.208656876322333
Position 34192: 0.19481254046869112
Position 19195: 0.1837284747173712
Position 36007: 0.18086795202306588
Position 18019: 0.17146689016827002
Position 35222: 0.16326611445962755
Position 4615: 0.14471170789348914
Position 20419: 0.1321254120777053
Position 35649: 0.11540524378093693
Position 24934: 0.11501868838625878
Position 4455: 0.1115427267528087
Position 34850: 0.10289889684790186
Position 23339: 0.096548977244607
Position 37557: 0.08298345862110257
Position 18944: 0.08088250282022645
Position 9272: 0.07386404144061766
Position 40489: 0.0672808360374617
Position 24704: 0.059457974646329396
Position 26523: 0.05844415507494366
Position 4155: 0.05728895993400455
Position 29851: 0.05713415235610367
Position 26466: 0.05609616732479518
Position 22681: 0.05268432526453554
Position 21219: 0.0519721632299384
Position 24800: 0.051118801175289004
Position 25985: 0.0429838879516533
Position 27655: 0.04222317135940404
Position 29682: 0.041722608247903054
Position 33751: 0.04049987078221576
Position 3870: 0.0399149273795264
Position 17505: 0.03821743194514425
Position 26185: 0.03810542254715013
Position 36299: 0.03713596292390389
Position 23919: 0.034713636364596685
Position 29020: 0.03367988437570058
Position 17766: 0.03266492422779565
Position 4693: 0.03225906775349344
Position 30886: 0.031363882154060545
Position 27080: 0.031043127594388594
Position 8229: 0.02923829378512924
Position 2256: 0.028923146571399407
Position 23945: 0.028237598046621244
Position 5703: 0.02804776926053739
Position 14866: 0.027288148055817342
Position 33699: 0.024759560609548724
Position 18135: 0.02383676590321979
Position 20904: 0.02295188187816674
Position 26457: 0.02128366608286452
Position 38537: 0.02081432722673398
Position 24682: 0.020093022410609278
Position 20240: 0.019846875923629805
Position 26234: 0.01960252687173842
Position 34910: 0.018459585514482697
Position 5534: 0.017914120505945375
Position 717: 0.017498784648157704
Position 2767: 0.016810435645277445
Position 1278: 0.01621015226017296
Position 19213: 0.016071996038384315
Position 21195: 0.014792885893090468
Position 18857: 0.014768334461469239
Position 567: 0.014680491631015827
Position 16486: 0.013474478027145248
Position 23361: 0.012656243668634503
Position 26136: 0.012283566131941611
Position 31665: 0.011997720886927195
Position 26572: 0.011310545435187683
Position 26416: 0.011085043819379092
Position 20013: 0.010682286375555473
Position 922: 0.00984362457149894
Position 20256: 0.009027147083407105
Position 20452: 0.008914140577978286
Position 28559: 0.008782675012189798
Position 34934: 0.008747645747189272
Position 29634: 0.008291201814148016
Position 23876: 0.008164217924114802
Position 17212: 0.008152763023960867
Position 22030: 0.007944206928569064
Position 18999: 0.007927014805353258
Position 37755: 0.00746284284171099
Position 2112: 0.007417304704927408
Position 2801: 0.00736930222038236
Position 17857: 0.00690523953226831
Position 17434: 0.0064897044339274155
Position 24761: 0.006221657969285791
Position 20188: 0.006215332416818476
Position 853: 0.0061165410952749005
Position 16437: 0.006030212728055444
Position 18071: 0.005841564367263897
Position 215: 0.005806496941816474
Position 2173: 0.005718392913119053
Position 25004: 0.005647373894328199
Position 2088: 0.005419503573903057
Position 33457: 0.005008996569388992
Position 29872: 0.004734597201778537
Position 27819: 0.0046819324812216396
Position 32358: 0.004550403905355344
Position 3572: 0.00442000790472931
Position 610: 0.004277868849555495
Position 14889: 0.0042358099167902055
Position 4342: 0.004207840431623728
Position 723: 0.004064447848300356
Position 1372: 0.003997228197422338
Position 17715: 0.003980879561759958
Position 20221: 0.0036402759935463547
Position 18822: 0.0032886498361321785
Position 27845: 0.003282465361715425
Position 18752: 0.0032098748634186427
Position 4043: 0.0031994907782975065
Position 2131: 0.0030980181865595713
Position 33072: 0.0029286566012098197
Position 16233: 0.002803425944068001
Position 18414: 0.002564836898904463
Position 1177: 0.00254160152842754
Position 24494: 0.0024231405928555674
Position 19891: 0.0023766932524303774
Position 18719: 0.002370518833216745
Position 31692: 0.002327816196694544
Position 1260: 0.0021044925996449425
Position 4127: 0.0019801432310020905
Position 1414: 0.0019528765510079087
Position 30091: 0.001926241468789832
Position 19806: 0.0018566306332587037
Position 28472: 0.0018036072619211773
Position 32577: 0.0017183915792161294
Position 1217: 0.0016856378122272059
Position 32671: 0.0016799820388645917
Position 3663: 0.0016642564035638015
Position 30304: 0.0015968382317188498
Position 1257: 0.0015394620532792544
Position 21587: 0.0015345331915703575
Position 31441: 0.0015149431339677054
Position 18908: 0.0014123372742270723
Position 20342: 0.001399208235385922
Position 34103: 0.0013615493529431423
Position 30009: 0.0013555302609251972
Position 24443: 0.0013471399799170549
Position 24902: 0.0012714255332380202
Position 1131: 0.0011823534565256024
Position 29697: 0.0011735234550885529
Position 23335: 0.0011172700031022373
Position 1531: 0.001109588866535844
Position 749: 0.001025444269628978
Position 18862: 0.001005339104547204
Position 20969: 0.0009058500456155098
Position 3705: 0.0007894755919148704
Position 2599: 0.0007415436770129367
Position 29657: 0.0007297631384031044
Position 31093: 0.0006157333190655819
Position 18633: 0.0006133849302669009
Position 29773: 0.000586393536306029
Position 1462: 0.0005807281615005101
Position 30217: 0.0005762038905059603
Position 4161: 0.0005681546882128471
Position 25870: 0.00041284818349112746
Position 675: 0.00038522605268354585
Position 2176: 0.00033029028549545606
Position 182: 0.00029469281241840066
Position 173: 0.00026195339010105697
Position 24547: 0.00025334509393139113
Position 29566: 0.00021746191040585548
Position 18203: 0.00020709110067257934
Position 29546: 0.0002051359416173071
Position 19140: 0.00020395066153106403
Position 24804: 0.00018606292070849482
Position 25468: 0.0001577318228143791
Position 24571: 0.00013658639268761188
Position 24331: 0.0001319741157868478
Position 26239: 0.00010910258988539528
Position 18959: 9.811545890990153e-05
Position 18486: 9.071769011560607e-05
Position 25762: 8.854106285509219e-05
Position 29795: 8.280653143151643e-05
Position 26830: 6.590378337340031e-05
Position 17671: 4.9344915984591366e-05
Position 18137: 4.507431158829954e-05
Position 18679: 4.211002163563647e-05
Position 26893: 3.809787948945058e-05
Position 17926: 3.168591259968295e-05
Position 26914: 2.704847866576962e-05
Position 18026: 2.1970872225928414e-05
Position 688: 1.7411539379386526e-05
Position 30309: 1.5197995450515917e-05
Position 17990: 1.5159929495333854e-05
Position 768: 9.042188459749492e-06
Position 1016: 8.850316809747471e-06
Position 17700: 8.167874794755113e-06
Position 890: 7.095224210704568e-06
Position 773: 5.397328345267075e-06
Position 1020: 5.21041790052574e-06
Position 1036: 5.136536898371888e-06
Position 235: 4.789456210803127e-06
Position 2454: 4.437222469307385e-06
Position 2380: 4.1763671277696694e-06
Position 1284: 4.073860783629342e-06
Position 811: 3.7401761176835665e-06
Position 1973: 1.5399065133545234e-06
Position 17975: 4.071020637608317e-07
Position 370: 2.951399731655276e-07
Position 317: 2.4936440786767e-07
Position 657: 2.0262736094829533e-07
Position 617: 1.525846536327624e-07
Position 544: 1.5096749560862012e-07
Position 434: 1.371007396441811e-07
Position 1113: 1.203903407171864e-07
Position 398: 1.0083841709966986e-07
Position 343: 7.570707475687233e-08
Position 349: 7.075610576147083e-08
Position 861: 6.02921779701826e-08
Position 506: 5.6091329312842465e-08
Position 25033: 5.422053631493824e-08
Position 24970: 5.109822297164924e-08
Position 753: 4.5053987709220846e-08
Position 577: 4.019939469022763e-08
Position 392: 1.9179404906883864e-08
Position 330: 1.5354791396787565e-08
Position 446: 1.3825906623501016e-08
Position 620: 1.288739740025808e-08
Position 633: 1.229056803888386e-08
Position 232: 9.847512693824716e-09
Position 512: 9.651235838755052e-09
Position 254: 7.819523229386877e-09
Position 366: 6.3646525869632e-09
Position 18080: 4.892390947536205e-09
Position 136: 1.7845860745767775e-09
Position 373: 1.2750057323158275e-09
Position 249: 8.83373127799203e-10
Position 405: 7.085212889740118e-10
Position 263: 3.241895036024398e-10
Position 476: 7.409176408446053e-11
Position 95: 3.185622619222502e-11
