Gene = AGTRAP
Position 1613: 0.0991120779547267
Position 1072: 0.05618667340295532
Position 12882: 0.054989163099667775
Position 147: 0.04055711811249056
Position 1346: 0.0365187280195219
Position 4818: 0.030970452145354044
Position 2400: 0.03061573156655866
Position 8205: 0.02616901992389216
Position 2593: 0.02596010647401807
Position 2216: 0.02591837548178065
Position 4247: 0.025006608772357646
Position 13538: 0.024473163371158204
Position 1216: 0.022418135318601557
Position 1039: 0.022316867433638185
Position 2113: 0.021988727882633636
Position 8510: 0.01626920709845927
Position 4746: 0.013793579013658071
Position 14386: 0.01338928027075272
Position 5171: 0.013032749846518869
Position 5126: 0.012159127563561722
Position 1087: 0.010369049401687223
Position 1593: 0.008919515577900865
Position 1817: 0.008856753162759655
Position 11819: 0.00830871906974574
Position 11728: 0.0061201845951296355
Position 2495: 0.005765613228202458
Position 1364: 0.005701128230559839
Position 4948: 0.005313253276523156
Position 14132: 0.005134882620693531
Position 1094: 0.005025305797619823
Position 5003: 0.004877061379489684
Position 10611: 0.0041467566480463125
Position 1360: 0.0035012313464978686
Position 1153: 0.0033781880012459255
Position 2641: 0.002922413830697996
Position 350: 0.0024968452968024664
Position 14249: 0.002184944590109832
Position 2178: 0.00212758129173707
Position 12600: 0.002029877750118497
Position 1283: 0.0014425480690761965
Position 1630: 0.001238671658917471
Position 9774: 0.0008932888932828847
Position 307: 0.0008886245226770134
Position 1176: 0.0005952255588248446
Position 357: 0.0005850762383818896
Position 2008: 0.0005210344156447459
Position 1961: 0.0005108228922413329
Position 1179: 0.00045447346275011324
Position 6724: 0.00041140793470211917
Position 11938: 0.00040421760108075847
Position 393: 0.0003960491541587699
Position 2220: 0.0003873414434034486
Position 1100: 0.000288287743287403
Position 3751: 0.00023575620241714473
Position 3988: 0.0002345856417149906
Position 1482: 0.0002338570329172207
Position 369: 0.00022548692504654
Position 5416: 0.00022513027883916113
Position 3705: 0.00020784846245090047
Position 2852: 0.00017344033959107119
Position 868: 0.00014130030505842618
Position 178: 0.00011882402146793997
Position 1377: 0.0001163155125365366
Position 1564: 9.914262126913915e-05
Position 1256: 8.680558429782258e-05
Position 223: 8.56268586293854e-05
Position 4378: 7.980610013996387e-05
Position 957: 7.444852614152546e-05
Position 3804: 7.218241071559727e-05
Position 6692: 7.028996516712894e-05
Position 6420: 6.895325817575011e-05
Position 6400: 5.9626650497513746e-05
Position 3964: 5.895165469791363e-05
Position 603: 5.8123717988507304e-05
Position 760: 5.6557338849609607e-05
Position 569: 5.398076798779726e-05
Position 5823: 5.117767018154271e-05
Position 1127: 4.877251991628409e-05
Position 300: 4.6038312306705706e-05
Position 1521: 4.401525816045916e-05
Position 922: 3.334137603371705e-05
Position 555: 3.201180575333394e-05
Position 582: 3.1834814585846415e-05
Position 5076: 3.1107343046870545e-05
Position 268: 2.9671303910950687e-05
Position 4000: 2.92771062800966e-05
Position 220: 2.756720679541877e-05
Position 312: 2.468820076123607e-05
Position 492: 2.252392807259339e-05
Position 318: 1.930127158045327e-05
Position 226: 1.876920261528784e-05
Position 523: 1.851517481232886e-05
Position 3056: 1.6386822264173283e-05
Position 873: 1.21846751149937e-05
Position 122: 1.0898201585024895e-05
Position 2163: 1.015074302885961e-05
Position 2118: 9.932717834882672e-06
Position 276: 9.122907174922454e-06
Position 503: 9.049573790631029e-06
Position 180: 6.561550490894793e-06
Position 262: 3.753409455634095e-06
Position 606: 3.280426273438107e-06
Position 638: 3.1906065848862973e-06
Position 704: 2.132553471144441e-06
Position 158: 1.0244283470111202e-06
Position 202: 6.92076479722753e-07
Position 154: 5.117016354777015e-07
Position 675: 4.516017467835262e-07
Position 189: 4.0978890718856936e-07
Position 245: 3.6573711747533394e-07
Position 288: 3.3923410822634417e-07
Position 541: 3.1585593567395526e-07
Position 621: 3.101414029846191e-07
Position 234: 2.94039390887911e-07
Position 208: 2.574204916760653e-07
Position 412: 2.438416002132768e-07
Position 118: 2.1547158208641674e-07
Position 635: 2.024204117816565e-07
Position 2089: 1.7961309640719543e-07
Position 406: 1.7526866394584734e-07
Position 273: 1.3365079375247337e-07
Position 895: 1.3311144038621205e-07
Position 193: 1.1084306254282326e-07
Position 248: 1.0762453907346521e-07
Position 238: 9.347781143874762e-08
Position 166: 1.0588900109907843e-08
Position 197: 8.383533819539337e-09
Position 101: 6.9272966897422755e-09
Position 711: 6.476775760457833e-11
Position 252: 1.250485735542857e-11
Position 409: 1.2081863612492717e-11
Position 254: 6.072639624788861e-12
Position 552: 5.495230255600448e-12
Position 437: 5.083758711886819e-12
Position 533: 4.946739739669756e-12
Position 465: 1.85156424778509e-12
Position 416: 3.2218979977737554e-15
