Gene = TCAF1
Position 480: 3.054923288250503e-10
Position 160: 1.44197208492806e-10
Position 148: 8.814217722351938e-11
Position 603: 7.056310202006065e-11
Position 163: 2.380695608256083e-11
Position 117: 1.3438878938806064e-11
Position 165: 9.222043151923238e-12
Position 181: 6.818191154939916e-12
Position 143: 9.727921599904733e-13
Position 129: 1.719275307947575e-13
Position 133: 5.210475605014898e-15
