Gene = ZBTB8OS
Position 447: 5.762993868614822e-08
Position 39: 1.8577554235816473e-09
Position 697: 1.5795785331163294e-09
Position 52: 8.278356187654164e-10
Position 775: 4.807841232966295e-10
Position 919: 4.488573679176297e-10
Position 732: 4.3563280807358567e-10
Position 779: 3.393521420364455e-10
Position 763: 2.394182320332367e-10
Position 921: 2.0983000447850862e-10
Position 766: 1.9274017253909007e-10
Position 1542: 1.7321622053247768e-10
Position 923: 1.52786803637331e-10
Position 2192: 1.4570421563184494e-10
Position 2494: 8.80085847150304e-11
Position 1107: 5.72518532348896e-11
Position 925: 5.4247271614409294e-11
Position 927: 4.543343719902938e-11
Position 929: 3.403340365339951e-11
Position 578: 1.8811044098895107e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15791: 0.9998692794574741
Position 16473: 0.9952154710612933
Position 16856: 0.8466581593564865
Position 28635: 0.6297545841465657
Position 18704: 0.551439843310985
Position 18262: 0.298517790485906
Position 621: 0.23400214716106352
Position 19236: 0.14405264527313955
Position 3154: 0.1258687359142268
Position 19256: 0.1027075590182507
Position 23414: 0.07376398801001018
Position 21652: 0.05596858587720613
Position 18238: 0.0500324448027388
Position 17749: 0.04932524042271685
Position 17229: 0.0319297810744692
Position 19584: 0.030440208052741165
Position 17614: 0.019286768030138828
Position 3224: 0.017983806971505534
Position 8087: 0.015385638637985644
Position 21195: 0.014446210455266653
Position 3174: 0.014433354158235564
Position 2833: 0.011307004418261917
Position 956: 0.010946753092296422
Position 27124: 0.010779317323080255
Position 18965: 0.010062392751585951
Position 3150: 0.00723903916965136
Position 17235: 0.006877077258957643
Position 17661: 0.00594786210934208
Position 23039: 0.00555089438543444
Position 982: 0.00536421359396686
Position 21955: 0.005260766744429222
Position 22718: 0.004751767649195256
Position 17566: 0.004416025200215011
Position 19063: 0.0038226871907680645
Position 288: 0.003021896154822777
Position 372: 0.0030131506442850585
Position 654: 0.0028475104762899278
Position 258: 0.0018516758529037213
Position 17019: 0.0017446211641220883
Position 3324: 0.001743043192464461
Position 21674: 0.0017279078688060686
Position 20199: 0.0009431160416895493
Position 20058: 0.0008543315550999694
Position 3069: 0.0008345426156658862
Position 19197: 0.0007671218810103358
Position 958: 0.000672106080509529
Position 671: 0.0005840545309122532
Position 343: 0.0005208724065848983
Position 320: 0.0004874688194176337
Position 19118: 0.0004854625064969379
Position 17070: 0.0003352792557803935
Position 18209: 0.0003184471253031243
Position 17164: 8.64888563829795e-05
Position 2573: 2.040964854391714e-05
Position 4271: 6.5444391313722025e-06
Position 1317: 5.654032102800633e-06
Position 6217: 4.741736753885983e-06
Position 3939: 2.9663938044454424e-06
Position 1350: 2.0712922422945413e-06
Position 5279: 1.756035334466806e-06
Position 3447: 9.888996906161492e-07
Position 2636: 9.593155201295766e-07
Position 5109: 8.303791475808164e-07
Position 2138: 8.18767036196589e-07
Position 2098: 7.783984884085461e-07
Position 3569: 5.846896882849094e-07
Position 2305: 4.986700568284061e-07
Position 2856: 4.822077761409458e-07
Position 2599: 3.595793574904014e-07
Position 4290: 2.3915780332849357e-07
Position 2913: 2.0681931213690428e-07
Position 2968: 2.0577212775989513e-07
Position 1231: 1.527718010888447e-07
Position 2333: 1.4806140822751643e-07
Position 2262: 1.176602074796827e-07
Position 788: 1.1723507438116628e-07
Position 444: 8.079615874453591e-08
Position 1929: 6.508332795388296e-08
Position 428: 4.196412170641097e-08
Position 454: 4.688417447734007e-09
Position 2242: 4.6372019615698764e-09
Position 566: 4.2563859995065975e-09
Position 2281: 3.9234234143075875e-09
Position 756: 3.6265118821730165e-09
Position 665: 2.9101902894892955e-09
Position 640: 1.976854851909244e-09
Position 487: 1.965534858464443e-09
Position 187: 1.2192501101996317e-09
Position 492: 4.176685760816206e-10
Position 837: 3.069495598916897e-10
Position 194: 2.7709826782657875e-10
Position 1052: 2.1468366599541513e-10
Position 689: 2.0896325587826956e-10
Position 805: 1.9195495642526716e-10
Position 327: 1.661485989780669e-10
Position 1020: 9.568827399522031e-11
Position 697: 8.113356760660621e-11
Position 1008: 7.453741117645031e-11
Position 831: 7.248417966288788e-11
Position 809: 7.19447279197976e-11
Position 1112: 6.939837023950467e-11
Position 703: 9.933532049202879e-12
Position 708: 8.614779598309795e-12
Position 799: 8.582267886007335e-12
Position 100: 3.387693072784626e-12
Position 105: 1.5708180558343899e-12
Position 140: 4.782825951461696e-13
Position 108: 2.3246080662375105e-13
Position 133: 6.304837686473475e-14
Position 494: 2.0947459916380736e-18
