Gene = TRIM14
Position 34743: 0.11149610836360661
Position 24794: 0.09931006516129641
Position 31961: 0.04906372196679368
Position 28727: 0.04814926479722058
Position 34920: 0.044861994437917704
Position 29158: 0.043999974848334955
Position 32216: 0.039676510946725044
Position 31177: 0.024267233791307463
Position 32178: 0.02332982523436314
Position 37948: 0.01927586945208138
Position 35066: 0.016451070143106806
Position 35104: 0.0158749534211338
Position 24578: 0.013495921205744428
Position 35989: 0.009482715918269618
Position 33278: 0.007991699499781466
Position 32932: 0.007500828959178876
Position 35847: 0.007291188102116843
Position 33001: 0.002899739375978844
Position 33248: 0.0026820854620831255
Position 31740: 0.002640056190426666
Position 32232: 0.0024889944236822616
Position 32032: 0.0017952121506326433
Position 32007: 0.0013370305279968146
Position 28099: 0.0001467658365732037
Position 27569: 8.305703007341011e-05
Position 25089: 4.454885574139894e-05
Position 24626: 4.1389073592195515e-05
Position 24766: 1.6227583994604403e-05
Position 19785: 9.608467603434767e-06
Position 19426: 9.146069718703545e-06
Position 19760: 8.190272700055138e-06
Position 22093: 7.526151327966805e-06
Position 20509: 5.657483969335227e-06
Position 21372: 4.268191326349392e-06
Position 20988: 3.222221497124076e-06
Position 14384: 9.269298852269192e-07
Position 7274: 5.402045007074212e-07
Position 13638: 4.811051389465364e-07
Position 1118: 4.3950496716532617e-07
Position 1099: 2.8573400161643803e-07
Position 1096: 2.377335600761948e-07
Position 1069: 2.246600840661581e-07
Position 1038: 2.1778674114024587e-07
Position 13423: 1.9951012224887854e-07
Position 6099: 1.8284489118025327e-07
Position 1350: 1.1713800328932807e-07
Position 14027: 1.0852751041532118e-07
Position 9225: 1.0666541794914227e-07
Position 2223: 6.886630142819582e-08
Position 6124: 5.4151043474592564e-08
Position 9863: 4.078138098498085e-08
Position 9994: 3.873250009748449e-08
Position 11976: 3.761005468618637e-08
Position 322: 3.064639388801682e-08
Position 6828: 3.044875553253104e-08
Position 7148: 2.154907565828798e-08
Position 2763: 2.0338358212156208e-08
Position 5171: 1.978907575193072e-08
Position 7650: 1.9119797435568958e-08
Position 660: 1.79210503602801e-08
Position 975: 1.6486041594633923e-08
Position 5950: 1.50197937978883e-08
Position 2915: 1.4111032999922135e-08
Position 3237: 1.3881188410086206e-08
Position 2367: 1.3754694863081971e-08
Position 1326: 1.241065638166005e-08
Position 1157: 1.1710396683353076e-08
Position 349: 1.1663183936673156e-08
Position 9374: 1.0793543926864642e-08
Position 5892: 1.0173177050726824e-08
Position 4403: 9.83227756394917e-09
Position 2074: 9.068413684497166e-09
Position 945: 6.5855907734567416e-09
Position 1953: 6.5614897159687264e-09
Position 2825: 6.292817106757965e-09
Position 3211: 6.15899089232452e-09
Position 6916: 4.8704523617737515e-09
Position 667: 4.388958213923691e-09
Position 764: 4.115321238592441e-09
Position 3696: 4.007864758177584e-09
Position 607: 3.6606871636707147e-09
Position 2540: 3.5235707458225103e-09
Position 358: 3.47839808289828e-09
Position 1532: 3.4563095348537943e-09
Position 4176: 3.3800170867545566e-09
Position 2373: 2.2842325707793648e-09
Position 4382: 2.115388106037041e-09
Position 3560: 1.651543912027809e-09
Position 3410: 1.4412854490206234e-09
Position 2393: 1.263518676109464e-09
Position 3076: 1.2517020406341902e-09
Position 4622: 1.240989553142116e-09
Position 900: 1.2407370206523204e-09
Position 3009: 1.1477588298154185e-09
Position 718: 9.822122171997933e-10
Position 786: 9.739464953273101e-10
Position 1529: 9.674020217495628e-10
Position 1937: 8.402156348402407e-10
Position 826: 8.226026525854634e-10
Position 2179: 7.63338876830168e-10
Position 1256: 6.085104740397413e-10
Position 2935: 5.216847211985251e-10
Position 1190: 4.6475476957909284e-10
Position 789: 3.37557085891337e-10
Position 815: 3.317328897632446e-10
Position 688: 2.812072831556074e-10
Position 370: 2.6686684798569636e-10
Position 1496: 2.6503951416481663e-10
Position 953: 1.6015738468972295e-10
Position 643: 1.0464918872674512e-10
Position 360: 5.504363538603195e-11
Position 983: 5.3592793081156896e-11
Position 872: 4.230299938341801e-11
Position 617: 3.2103281124537274e-11
Position 1781: 3.010046652024376e-11
Position 622: 2.6756346650712577e-11
Position 384: 2.3657245617363912e-11
Position 3263: 1.4353067912168306e-11
Position 499: 1.1617246940919239e-11
Position 1052: 9.596412920831981e-12
Position 578: 8.916666602794418e-12
Position 883: 7.930849699267339e-12
Position 671: 7.219903112740468e-12
Position 1749: 4.890748213308719e-12
Position 228: 4.653557595249505e-12
Position 487: 3.3505978058793868e-12
Position 571: 3.1335322759434253e-12
Position 299: 2.4006254152605487e-12
Position 465: 2.3083424906196306e-12
Position 859: 1.9811674714865446e-12
Position 296: 1.918339488212217e-12
Position 389: 1.645700213257086e-12
Position 715: 8.672153876833672e-13
Position 887: 7.496655184979213e-13
Position 277: 7.494003531179066e-13
Position 282: 7.189575210123867e-13
Position 853: 6.036853066973473e-13
Position 555: 5.157166034302227e-13
Position 693: 2.5628103137490037e-13
Position 724: 8.187782763235627e-14
Position 391: 5.708893409343506e-14
Position 410: 5.381248776076968e-14
Position 210: 4.2527485312636363e-14
Position 214: 3.6847308648600415e-14
Position 450: 3.594188115873291e-14
Position 472: 2.4265302412275967e-14
Position 455: 2.2470550712624914e-14
Position 414: 5.374138800758272e-15
Position 421: 4.850123606636086e-15
Position 439: 4.22364321669497e-15
Position 403: 1.2903661098350951e-15
Position 264: 5.155397466133177e-16
Position 273: 3.8751666187231156e-16
Position 432: 2.1705850160943554e-16
Position 397: 1.8964629087937216e-16
Position 99: 1.510551440583624e-16
