Gene = CLDND1
Position 239: 2.283424844553145e-05
Position 1297: 1.5893660705044564e-05
Position 85: 1.5501029940829346e-05
Position 1239: 1.3584064284415728e-05
Position 948: 1.3332196328480424e-05
Position 283: 1.0262002779940394e-05
Position 118: 8.190708633026556e-06
Position 895: 6.648087028936377e-06
Position 61: 5.67673570237142e-06
Position 484: 5.405068502028129e-06
Position 152: 4.661938416983274e-06
Position 456: 4.45214805412295e-06
Position 700: 3.184040822526242e-06
Position 685: 1.559508708443178e-06
Position 1749: 9.067973782484537e-07
Position 246: 8.876517092661809e-07
Position 921: 4.498000502378859e-07
Position 642: 3.6285237042721194e-07
Position 903: 2.877482661600369e-07
Position 233: 2.5059586865292293e-07
Position 4552: 2.003965256569874e-07
Position 318: 1.643691402531918e-07
Position 4772: 1.6088532713199912e-07
Position 4323: 1.581284808149325e-07
Position 5886: 1.1477601452324515e-07
Position 214: 3.84560122329092e-08
Position 149: 1.6999065202778804e-08
Position 5: 1.4940441873982876e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5895: 0.4960864337165931
Position 4047: 0.42804871843681425
Position 6300: 0.4270927227841169
Position 5853: 0.42157871967705973
Position 7210: 0.2738541667302386
Position 6815: 0.1160141805934713
Position 7169: 0.09053913472909662
Position 6163: 0.08960611811256923
Position 3789: 0.07342801135101527
Position 1120: 0.06619695762092054
Position 403: 0.06425646223299764
Position 4319: 0.054301375397073554
Position 1600: 0.05053671445964589
Position 4028: 0.03485978429027109
Position 5682: 0.031231758907417563
Position 7129: 0.024616361585853525
Position 2355: 0.02277920742824625
Position 1324: 0.022684658599499145
Position 431: 0.022193150209332522
Position 6606: 0.02084013803611801
Position 3976: 0.019002138355233796
Position 1665: 0.018802004983658745
Position 3864: 0.017108400358984435
Position 5575: 0.0119122997968593
Position 6040: 0.010605723887120728
Position 7400: 0.010550361393679064
Position 5870: 0.010040983556718563
Position 4049: 0.009792246733723739
Position 3420: 0.009440326339898417
Position 5890: 0.008521849626421144
Position 1691: 0.0076559045887693074
Position 4322: 0.006693865327401997
Position 4359: 0.005852020315119961
Position 6576: 0.005580351143155443
Position 5718: 0.005268533000038393
Position 1640: 0.005251880382100416
Position 324: 0.005142481843121058
Position 7215: 0.0050818790423971085
Position 1203: 0.0046654291401917606
Position 1339: 0.00451030706286408
Position 6127: 0.004042192028146953
Position 5991: 0.003626587679738344
Position 7073: 0.0035986791921930133
Position 1222: 0.0034082009666492933
Position 437: 0.0031911799044324492
Position 4097: 0.003104763648692288
Position 6222: 0.002479747823494782
Position 6761: 0.002220274652152209
Position 4286: 0.002072724399723877
Position 7251: 0.0019825636205015756
Position 2024: 0.0018565396683763616
Position 6104: 0.0018367073430293254
Position 1785: 0.001732184290931593
Position 1346: 0.001567330908323734
Position 2209: 0.001555780481581372
Position 2883: 0.0015509764058119699
Position 7470: 0.0013618403997531577
Position 4366: 0.0012729748447335575
Position 339: 0.0012047749610387304
Position 1841: 0.0012018086116551054
Position 1706: 0.0011116388471663443
Position 1605: 0.0010908763929368985
Position 2313: 0.000900354282334564
Position 6229: 0.0007935269719226289
Position 4242: 0.0007826739840676885
Position 4153: 0.0007016000390994735
Position 1123: 0.0006903556735459134
Position 1382: 0.0006169242484906742
Position 2260: 0.0005398655442374401
Position 1042: 0.0004656011908486955
Position 7081: 0.00040050779169837573
Position 5126: 0.0003902260886669849
Position 384: 0.0003778309899211316
Position 5517: 0.0003320120214015223
Position 6184: 0.00030867244216342785
Position 453: 0.00030060493065649403
Position 4506: 0.0002558980885914621
Position 3113: 0.00020889113315828545
Position 6706: 0.00019425312490780532
Position 1796: 0.00017621489871689867
Position 1728: 0.00014304608795438694
Position 625: 0.00014173795524511498
Position 3246: 6.849476644870997e-05
Position 2623: 4.262197953398542e-05
Position 666: 3.3223742314172875e-05
Position 2543: 2.8845647675586986e-05
Position 1137: 2.5573940267896455e-05
Position 1958: 2.3580229304240897e-05
Position 2653: 2.297038856660456e-05
Position 2215: 1.8847304948132763e-05
Position 601: 7.673036807046842e-06
Position 440: 7.220548552131971e-06
Position 703: 5.080168664978142e-06
Position 263: 3.934482367237759e-06
Position 1139: 3.521573890892198e-06
Position 1239: 3.2314165326225954e-06
Position 225: 3.1751844048247465e-06
Position 1602: 2.7650185317806423e-06
Position 1733: 2.4868692037152127e-06
Position 634: 1.8469947313629184e-06
Position 484: 1.6512983761531158e-06
Position 715: 1.4913927826170458e-06
Position 331: 1.4570213714152934e-06
Position 1893: 9.86254909379862e-07
Position 731: 3.0594528135106794e-07
Position 1617: 2.4324790280511395e-07
Position 307: 2.0466068198326416e-07
Position 501: 1.5151023756784575e-07
Position 867: 8.4306238737072e-08
Position 1498: 6.73185280625082e-08
Position 4692: 5.8025993948338763e-08
Position 265: 5.163360268986955e-08
Position 823: 4.664767735992656e-08
Position 183: 2.2289057009910944e-08
Position 569: 1.811086616819036e-08
Position 766: 1.393557997541301e-08
Position 186: 8.626995286160867e-09
Position 162: 1.74439463771597e-11
Position 199: 2.0351086602536685e-12
Position 164: 2.0251593580478763e-12
