Gene = USF3
Position 10994: 0.10177498921931405
Position 787: 0.08365785880383476
Position 2025: 0.06611588842146193
Position 5484: 0.05869265271263051
Position 6694: 0.057122478124180066
Position 2491: 0.050684609095874786
Position 813: 0.050146245288351675
Position 7618: 0.03745095253698574
Position 5651: 0.03712074570637504
Position 5083: 0.0335734915918114
Position 790: 0.03090438917001475
Position 1074: 0.02374779911755323
Position 1101: 0.020103911536192058
Position 3941: 0.015808613908571516
Position 2722: 0.011436797287742573
Position 1077: 0.010915943862922786
Position 913: 0.010104383679387634
Position 3984: 0.008319332558615068
Position 7266: 0.00824949887669373
Position 3466: 0.007235898583314683
Position 2545: 0.0068764983140928125
Position 2105: 0.0059295443104020965
Position 6428: 0.005887489505710974
Position 2628: 0.00544222704150049
Position 3203: 0.0053005589951180985
Position 1221: 0.0048606884922431735
Position 1493: 0.004699610131882297
Position 1608: 0.004027751266169627
Position 3256: 0.003683194145360398
Position 6464: 0.003593442342872102
Position 2376: 0.003585031977235358
Position 1129: 0.0033947837501227874
Position 5120: 0.0033216268793742833
Position 1953: 0.003184393534690228
Position 1326: 0.003112435260263373
Position 816: 0.0031083301543631025
Position 3206: 0.003043710055456934
Position 1539: 0.0025251730486385996
Position 1387: 0.0022608399052168457
Position 810: 0.0020895246264000886
Position 2636: 0.0020799814606588247
Position 3316: 0.002064163619833876
Position 4169: 0.0020413688627148215
Position 3115: 0.0016910404818419973
Position 1819: 0.001672017032340306
Position 762: 0.0015639146811666622
Position 1035: 0.0013931046337137991
Position 1507: 0.001193913504100484
Position 2213: 0.001148283022057688
Position 1496: 0.0011329811826521197
Position 2834: 0.0011245331091714389
Position 4336: 0.0011165878425079675
Position 3235: 0.0010654581502040183
Position 3685: 0.0010297495923955813
Position 3611: 0.0009645109446951021
Position 403: 0.0008273758309679874
Position 2869: 0.0008122353421955264
Position 3092: 0.000779048314717973
Position 1270: 0.000708462921933182
Position 1239: 0.0006744024124746988
Position 2167: 0.0006221790044540689
Position 1794: 0.000528538131529626
Position 2276: 0.0004950718250494434
Position 369: 0.0004670229552838378
Position 768: 0.00046603143991403255
Position 5049: 0.0004312830930240406
Position 1167: 0.0003985400984770676
Position 2430: 0.00036461056720657925
Position 1447: 0.00031949480718367485
Position 398: 0.00030926875291136137
Position 2318: 0.00027510163921417593
Position 1083: 0.00020988222562190464
Position 1030: 0.00019385157220988398
Position 1604: 0.0001912403366795395
Position 1768: 0.00018624983556512632
Position 2496: 0.00017294250499800737
Position 1107: 9.393240648316243e-05
Position 2336: 8.009977326226239e-05
Position 2129: 6.396923545781721e-05
Position 720: 5.790716247280452e-05
Position 876: 1.9308454447758157e-05
Position 1628: 1.8048899429724757e-05
Position 2154: 1.7587643836177846e-05
Position 132: 1.6795796924917944e-05
Position 521: 1.50044933800883e-05
Position 819: 1.3218979811800516e-05
Position 604: 1.0806372077127624e-05
Position 465: 7.391727429551365e-06
Position 1014: 5.941787459959576e-06
Position 1847: 5.732555732247008e-06
Position 1138: 4.845756259677753e-06
Position 550: 2.697732278971143e-06
Position 629: 2.6528172129415584e-06
Position 557: 1.3952441900384047e-06
Position 1135: 1.3316548025879502e-06
Position 618: 1.2043281457560588e-06
Position 3005: 7.143833858598258e-07
Position 352: 6.374247535057868e-07
Position 269: 5.306113239980574e-07
Position 146: 4.641775506476222e-07
Position 415: 4.1151611785346893e-07
Position 1111: 3.089580655272265e-07
Position 143: 3.0285896846767555e-07
Position 167: 1.998900891779732e-07
Position 140: 1.7878224040319403e-07
Position 478: 1.4002416944902192e-07
Position 221: 1.3854828572035685e-07
Position 260: 1.0626514766855529e-07
Position 109: 3.5515789511372565e-08
Position 614: 2.584449399214246e-08
Position 606: 2.0652655176446306e-08
Position 165: 7.1366169186515645e-09
Position 83: 4.936877391527108e-09
Position 177: 3.5813810427211975e-09
Position 185: 3.0094495541041055e-09
Position 1472: 9.090730096304669e-10
Position 1344: 8.890446709536344e-10
Position 575: 3.5390408162240203e-10
Position 573: 1.1128830337051146e-10
Position 106: 7.385312210912865e-11
Position 104: 3.741726719194034e-11
Position 85: 4.564692416948567e-12
Position 330: 1.1971354990998667e-12
