Gene = THG1L
Position 3454: 0.00011373979102684695
Position 4466: 0.00011004179345993091
Position 3378: 0.00010127493603872303
Position 4336: 0.00010114471696836733
Position 2494: 8.798722624304158e-05
Position 4391: 8.654353969634209e-05
Position 1762: 8.524065530897111e-05
Position 3504: 8.036931927432162e-05
Position 1612: 7.991488539283325e-05
Position 1222: 7.883795638550144e-05
Position 4848: 7.121875676335803e-05
Position 1234: 6.48081899780975e-05
Position 341: 5.1012148255193257e-05
Position 1815: 5.095207458247694e-05
Position 267: 4.9168377816701286e-05
Position 1788: 4.681474395120388e-05
Position 1132: 4.3076112910319826e-05
Position 2431: 3.920078120722161e-05
Position 1564: 3.8034496616928186e-05
Position 406: 3.78074935992959e-05
Position 4102: 3.315931221598729e-05
Position 1138: 3.181107602102207e-05
Position 2102: 3.1629443480777016e-05
Position 1500: 2.9114599553206276e-05
Position 262: 2.80996592498333e-05
Position 2066: 2.774643861208618e-05
Position 5430: 2.1374511574735992e-05
Position 1312: 1.9133429693293352e-05
Position 3448: 1.8868870677925546e-05
Position 3488: 1.8676852853171337e-05
Position 489: 1.6405455193258544e-05
Position 345: 1.5896542502701048e-05
Position 4069: 1.5031682250561209e-05
Position 3976: 1.4520204581565384e-05
Position 3922: 1.2956671696332497e-05
Position 747: 1.1969789319799553e-05
Position 5379: 9.174928110887967e-06
Position 723: 8.918587545991206e-06
Position 536: 8.5100590990811e-06
Position 129: 6.92214378433346e-06
Position 624: 6.675781606009598e-06
Position 5837: 5.839630340990363e-06
Position 6140: 5.1789690779854155e-06
Position 5079: 4.893219032145328e-06
Position 4607: 4.799252076651502e-06
Position 5047: 4.275377770971945e-06
Position 5463: 3.357663770410473e-06
Position 2012: 1.194688633197696e-06
Position 1533: 3.8761316552581964e-07
Position 3859: 3.63878347274953e-07
Position 880: 3.367037592384335e-07
Position 4004: 3.082788396394745e-07
Position 1252: 1.9484815421648879e-07
Position 3511: 1.9434305736363376e-07
Position 317: 1.3615625335464026e-07
Position 1258: 1.1578674200217701e-07
Position 3925: 7.814803930586879e-08
Position 692: 6.570243762481164e-08
Position 804: 6.168485872454975e-08
Position 779: 4.025611776258646e-08
Position 1370: 3.790818254812337e-08
Position 6794: 3.478598586597514e-08
Position 807: 2.890733697366573e-08
Position 185: 2.8580351881963207e-08
Position 603: 2.3063807839582408e-08
Position 3520: 2.080793123873348e-08
Position 135: 2.018916069879769e-08
Position 443: 1.7159930150852578e-08
Position 3382: 1.700607210808793e-08
Position 3531: 1.5758705434992322e-08
Position 471: 1.4299250629846275e-08
Position 369: 1.2833641290961313e-09
Position 767: 9.488879139053424e-10
Position 1841: 8.92021803767873e-10
Position 685: 8.327341472882087e-10
Position 182: 1.8254948141374807e-10
Position 143: 1.4450442020020988e-10
Position 359: 3.1534720389576126e-11
Position 158: 2.1831868873117525e-11
Position 149: 1.9032654781167436e-11
Position 156: 1.3060694301199405e-11
Position 351: 3.526714166836897e-12
Position 193: 4.780042632046093e-13
Position 195: 1.4651079868780403e-13
Position 154: 1.162360566151388e-13
Position 147: 2.632890023429329e-15
