Gene = URGCP-MRPS24
Position 10013: 0.005745197762342187
Position 794: 0.005325696561308393
Position 5844: 0.004825213525635101
Position 4117: 0.00435150421146544
Position 11566: 0.003529988524824926
Position 2203: 0.0032693493364318047
Position 4080: 0.00292998319235494
Position 4996: 0.0028211571980070304
Position 839: 0.002561446015195619
Position 9413: 0.002507698619029762
Position 4548: 0.0024524443908639612
Position 7874: 0.0023547569049897047
Position 162: 0.002258484018660322
Position 2255: 0.0022580810543206967
Position 6447: 0.0018411936235869823
Position 10917: 0.0017390953688329325
Position 3667: 0.001632529065678024
Position 171: 0.0011679726606379395
Position 143: 0.0011651816069103511
Position 2377: 0.0011416850030350168
Position 5025: 0.0010775391232862735
Position 1081: 0.0007298690754352357
Position 4597: 0.0007153953104604531
Position 8333: 0.0006668284300518024
Position 908: 0.0006450172705328606
Position 2308: 0.0006300678932423069
Position 1184: 0.0005780625847450636
Position 816: 0.0004676153296655589
Position 5403: 0.0004391960291000835
Position 4635: 0.0004391450271628224
Position 1301: 0.00041259958189188693
Position 5484: 0.0003150455712045314
Position 1168: 0.0003138231331795039
Position 4762: 0.00029513071603588824
Position 6141: 0.0002670561826402945
Position 870: 0.0002455300042534159
Position 3321: 0.00023157663720165122
Position 7097: 0.00019707596527185985
Position 8716: 0.00019447858533903903
Position 2584: 0.00015849621384323882
Position 8175: 0.00015339593533075094
Position 1625: 0.00012083948286499884
Position 3471: 0.00010365235001737121
Position 2462: 9.908589731079815e-05
Position 1788: 9.618052282812474e-05
Position 6774: 8.001937956422733e-05
Position 507: 7.824598742550445e-05
Position 6137: 5.8000386768478044e-05
Position 1505: 5.5620421630864255e-05
Position 5207: 4.9936139455694406e-05
Position 5698: 4.408573956351773e-05
Position 1563: 4.232249090549757e-05
Position 4560: 3.4731818391143716e-05
Position 2974: 3.4529808104478036e-05
Position 5872: 3.3639538887629874e-05
Position 843: 3.23322047949965e-05
Position 557: 2.2352703759337812e-05
Position 2764: 2.171377035779127e-05
Position 1604: 2.1364904246464772e-05
Position 2789: 2.1111084372264236e-05
Position 3474: 1.985288531943497e-05
Position 850: 1.9561863035615545e-05
Position 3055: 1.6529053626737586e-05
Position 1747: 1.5634082574116994e-05
Position 1149: 1.4280958363582405e-05
Position 3368: 1.3996758113927742e-05
Position 2863: 1.1519628609786646e-05
Position 1994: 9.350290163806123e-06
Position 2664: 8.655093125093848e-06
Position 1813: 8.123138967874638e-06
Position 1711: 7.79816937896379e-06
Position 980: 6.578593490444429e-06
Position 292: 6.507833092211733e-06
Position 1048: 5.3784660514437504e-06
Position 924: 4.026121589182631e-06
Position 3843: 2.8998508944961656e-06
Position 517: 2.2968172649043658e-06
Position 3705: 2.229257178110819e-06
Position 703: 1.8194401594754633e-06
Position 247: 1.735055107708424e-06
Position 346: 1.1434707025008848e-06
Position 910: 1.1142031374262222e-06
Position 1086: 9.873776229234489e-07
Position 857: 9.021473501985945e-07
Position 525: 8.008913969002505e-07
Position 968: 8.00093178017246e-07
Position 536: 6.578940116349671e-07
Position 542: 5.127941398305402e-07
Position 252: 2.746101673162234e-07
Position 718: 2.2312786235072613e-07
Position 751: 2.0338563700574084e-07
Position 958: 1.6204245240778878e-07
Position 563: 1.6011976561692515e-07
Position 944: 1.5292217989382039e-07
Position 411: 1.3423035791931999e-07
Position 949: 7.308936241292168e-08
Position 321: 6.412518229031527e-08
Position 313: 6.151596929673203e-08
Position 342: 5.5641361388142744e-08
Position 305: 4.7381966012096474e-08
Position 93: 3.772715350895735e-08
Position 1965: 3.2888453104388776e-08
Position 1101: 8.80930119674103e-09
Position 1196: 7.55509426100057e-09
Position 936: 4.145373807296562e-09
Position 986: 2.394759296128829e-09
Position 357: 1.4159642659763798e-09
