Gene = IVL
Position 3257: 0.004998205168115939
Position 849: 0.004072123785432159
Position 2900: 0.003939061449774643
Position 2479: 0.003783833350595379
Position 573: 0.0034587873840640233
Position 385: 0.0032925165045735666
Position 3020: 0.0031313474732679474
Position 2029: 0.003097899561783473
Position 1390: 0.0024686250158079057
Position 2026: 0.0023600609328874042
Position 2119: 0.0017005352494731546
Position 467: 0.0016276530167835992
Position 3094: 0.0015137366509302107
Position 157: 0.0014811821580425896
Position 2449: 0.0013512612173953915
Position 1999: 0.0012709444501744574
Position 753: 0.0011539190216995228
Position 2587: 0.0010941902213056126
Position 1996: 0.001087968948538749
Position 1489: 0.0010398487582990088
Position 3275: 0.0009877965755457142
Position 780: 0.0009566527450776907
Position 879: 0.0008928847613397877
Position 505: 0.0008498729603414399
Position 2149: 0.0008383629104522565
Position 2356: 0.000794854947264304
Position 2827: 0.0007700944476880764
Position 553: 0.0006743848544497809
Position 2677: 0.0006021778494094442
Position 1345: 0.000562769960881721
Position 2476: 0.0005567587863939511
Position 2059: 0.0005374768938931371
Position 2770: 0.0004927145833153264
Position 2299: 0.0004324326205010899
Position 2239: 0.0003899121739884303
Position 2351: 0.00037729331322140607
Position 1456: 0.000350177939410201
Position 562: 0.0003190080161663617
Position 1789: 0.00031437856705764414
Position 727: 0.00028818287298885666
Position 980: 0.00026453698062255235
Position 1303: 0.0002640616717454929
Position 1486: 0.0002517648887853291
Position 1277: 0.00023704490949041644
Position 2830: 0.00022456975017633878
Position 635: 0.00020362496471627219
Position 1966: 0.0001917624036438573
Position 1409: 0.00017737434324678877
Position 1726: 0.00017731134632019565
Position 508: 0.00017034042658088243
Position 2590: 0.00015962102497479787
Position 479: 0.00014175443059103544
Position 218: 0.00013171374134746127
Position 1618: 9.452054575291379e-05
Position 1099: 9.221849154439631e-05
Position 1131: 8.794759604623493e-05
Position 514: 8.187683608294693e-05
Position 189: 7.769942306025526e-05
Position 1570: 7.65286999451222e-05
Position 2530: 7.47267609910434e-05
Position 1168: 7.416071388948296e-05
Position 908: 7.012804326728879e-05
Position 490: 5.407376008624641e-05
Position 442: 4.6006062020045335e-05
Position 830: 4.061351135193633e-05
Position 118: 3.744719333830738e-05
Position 832: 3.25309089892393e-05
Position 433: 3.1867293160753274e-05
Position 397: 2.6166017901703777e-05
Position 389: 2.3513611407589755e-05
Position 523: 8.010385326633153e-06
Position 221: 2.1258596767209183e-06
Position 580: 1.135649819261082e-06
Position 481: 8.029614769951018e-07
Position 1241: 6.073107960753409e-07
Position 205: 3.1844344561192703e-07
Position 185: 2.7748192019387933e-07
Position 295: 2.71742856998656e-07
Position 588: 2.459275293299308e-07
Position 1261: 1.4298503334373791e-08
Position 226: 1.2937733640264195e-08
Position 676: 8.796598401237598e-09
Position 231: 5.355290223396869e-09
Position 198: 2.935333124422508e-09
Position 191: 5.758538899955355e-10
Position 321: 4.881185764545e-10
Position 200: 4.65818207905068e-10
Position 599: 2.8806439735073157e-10
Position 293: 2.2573069168557455e-10
Position 291: 2.187186544852986e-10
Position 310: 2.0777008982551652e-10
Position 313: 1.9438502890425478e-10
Position 235: 1.6780007291299046e-11
Position 233: 1.528936855895827e-11
