Gene = MYCBP
Position 623: 0.0005780923300716608
Position 400: 0.0005002128333475161
Position 6366: 0.0004931244590960067
Position 8330: 0.00046670170412108704
Position 7840: 0.00043391788823084215
Position 503: 0.00034122579664029476
Position 703: 0.0002748366309882361
Position 6224: 0.00025946627188750456
Position 6177: 0.00024654816745518153
Position 5949: 0.00020313595622318108
Position 710: 0.00019668178195501385
Position 1433: 0.0001962859634880142
Position 1570: 0.00018272020155137318
Position 340: 0.00017804040427177399
Position 4592: 0.00016136005351888357
Position 735: 0.00014255628294619098
Position 195: 0.00014068220280984576
Position 2557: 0.00012889450249750953
Position 4239: 0.00012739057638348829
Position 1426: 0.00011257383358015657
Position 3029: 0.00010792290990288512
Position 3332: 0.00010215489244757795
Position 4751: 0.00010002679296126327
Position 3083: 9.625990614775002e-05
Position 3938: 9.590382003674771e-05
Position 3173: 8.97270256491244e-05
Position 777: 7.721310569229595e-05
Position 1465: 6.650748033422445e-05
Position 1816: 5.871912310159056e-05
Position 1891: 5.3487070906324735e-05
Position 586: 5.230928226835506e-05
Position 2426: 4.8083251489197225e-05
Position 3649: 4.7258499738931444e-05
Position 1628: 4.064538473634642e-05
Position 415: 3.8225139231857645e-05
Position 590: 3.0008575779828738e-05
Position 1584: 2.9474336401159075e-05
Position 1165: 2.722532350786275e-05
Position 2061: 2.3751491175600193e-05
Position 536: 2.3419909184629117e-05
Position 1209: 1.9776369187834206e-05
Position 1920: 1.9597097866368877e-05
Position 608: 1.740744410068203e-05
Position 508: 1.2956615460830808e-05
Position 644: 1.2947970017439055e-05
Position 2147: 1.2641032982345836e-05
Position 368: 1.1507771837471276e-05
Position 244: 9.988235477600458e-06
Position 366: 9.88936014072233e-06
Position 1382: 8.660965652124564e-06
Position 3032: 8.645782291442447e-06
Position 922: 8.592528972754312e-06
Position 1625: 8.56514312728268e-06
Position 1029: 5.375095322564367e-06
Position 256: 2.8144198006147896e-06
Position 565: 2.2573362752457136e-06
Position 592: 1.6544046357164317e-06
Position 150: 1.2957720558310885e-06
Position 1086: 1.1393674820100452e-06
Position 563: 1.0108595739386266e-06
Position 424: 9.682784063987735e-07
Position 1038: 8.029938684129222e-07
Position 408: 6.621748095588941e-07
Position 913: 5.68015672556006e-07
Position 1059: 5.592991638287286e-07
Position 272: 5.29978072534823e-07
Position 1234: 5.111808276433627e-07
Position 510: 4.5707883949530737e-07
Position 220: 4.2081047379615394e-07
Position 373: 2.5097973805735683e-07
Position 260: 2.256499286009074e-07
Position 2772: 1.8024958148110847e-07
Position 1445: 7.437996826334359e-08
Position 1269: 6.366700925948014e-08
Position 1449: 3.69372684659933e-08
Position 1301: 2.5628055759467036e-08
Position 926: 1.3070842657439391e-08
Position 284: 8.642973593938647e-10
Position 210: 3.5885736476775233e-10
Position 381: 2.1224674335632392e-10
Position 349: 7.384121296086076e-11
Position 376: 5.864192526212217e-11
Position 569: 3.980988128414158e-11
Position 291: 6.5561589915058726e-12
Position 162: 2.6723616235703454e-12
Position 297: 6.511622590807417e-13
Position 275: 1.0199694498544181e-13
