Gene = PXK
Position 11145: 0.011780270540291207
Position 10589: 0.010449350875791548
Position 10738: 0.010386930719766244
Position 4984: 0.008795785267518398
Position 7995: 0.00876046842865449
Position 9963: 0.008289986419233319
Position 10384: 0.008228009123230493
Position 1820: 0.006715551666157155
Position 11219: 0.006519333276728467
Position 6979: 0.006474539408060913
Position 6371: 0.006447945603960989
Position 1265: 0.006076209686461361
Position 8354: 0.005617859799428932
Position 3493: 0.00551216366963518
Position 3673: 0.005315480044037528
Position 2108: 0.00502381236696596
Position 9340: 0.004726885086463832
Position 3645: 0.0046921137711248674
Position 2968: 0.004626869339247133
Position 9406: 0.004457464151683765
Position 1014: 0.004347878139982413
Position 1880: 0.004281333542735131
Position 3378: 0.004213785259484714
Position 589: 0.004079553694636113
Position 744: 0.0037764618561067593
Position 11591: 0.0037469080431150174
Position 5826: 0.003101521237339776
Position 3551: 0.002871793446902419
Position 4641: 0.002802726518616807
Position 3660: 0.0027174526124646363
Position 3611: 0.002635091391171064
Position 1718: 0.002420366528526381
Position 8775: 0.0024042910541478254
Position 1420: 0.0023693588382990797
Position 2693: 0.00229207239854963
Position 5213: 0.002171458891649611
Position 5181: 0.0019054165247436735
Position 605: 0.0018898338069983122
Position 1361: 0.0018107601609545982
Position 2206: 0.0018088891856522656
Position 3537: 0.0017991837361752228
Position 4800: 0.0016761612437567375
Position 3975: 0.0016214893686133712
Position 390: 0.0016207639892824764
Position 1348: 0.0016203263643066214
Position 5062: 0.0015610666292012701
Position 705: 0.0015556620618395996
Position 3407: 0.0015363805106966468
Position 5013: 0.0014863308611191633
Position 9481: 0.0013862001422083113
Position 708: 0.001240438883020824
Position 2114: 0.0012384583214517944
Position 3704: 0.001226693077164015
Position 3308: 0.0011128175048762767
Position 3445: 0.0011120762002940399
Position 4621: 0.0010322095266752042
Position 2134: 0.001006214454553225
Position 9059: 0.0009305443869639731
Position 7940: 0.0008772719396218319
Position 3284: 0.0008579745767230263
Position 3360: 0.000817754106163399
Position 4521: 0.0008127013717437004
Position 7265: 0.0008038329463591587
Position 2765: 0.0007999837350222491
Position 4471: 0.0007322809720981295
Position 2910: 0.0006761441278802143
Position 7261: 0.0006443750485822104
Position 3328: 0.0006230130598674731
Position 1332: 0.000593525474419558
Position 1311: 0.0005673688011534078
Position 1524: 0.0005545872266383036
Position 3414: 0.0005089474427971031
Position 5119: 0.00048642082291667436
Position 6445: 0.000478548523920948
Position 4369: 0.00047721040696984654
Position 6670: 0.0004357579552802187
Position 6613: 0.0004228332821816346
Position 6395: 0.00040531301912824486
Position 539: 0.0003795888309937889
Position 2182: 0.00034456262698085024
Position 1780: 0.00033366253062962507
Position 5185: 0.0002925240103947939
Position 3349: 0.0002858610449377176
Position 4953: 0.00027760755671080454
Position 3267: 0.0002753655131089405
Position 374: 0.00027442248225123165
Position 4920: 0.00024337204803453905
Position 1552: 0.0002240197911378164
Position 2674: 0.0002221186279027568
Position 5494: 0.000211579295513858
Position 2681: 0.00020085733906669657
Position 1857: 0.00019864388856664935
Position 4771: 0.0001823131076976677
Position 2786: 0.0001669157908315346
Position 686: 0.00016453430001475372
Position 2701: 0.0001569340919887777
Position 4024: 0.00015511917001925765
Position 1740: 0.00014469025678578691
Position 3818: 0.00013970328611501048
Position 1148: 0.00013882116009569326
Position 732: 0.00012720580310050938
Position 1040: 0.00012365577794156568
Position 4595: 0.00011439897778013966
Position 1392: 0.0001106492341093613
Position 4192: 0.00010254475761017891
Position 2915: 0.00010046005019274208
Position 547: 8.184367815525089e-05
Position 1632: 7.906430853923645e-05
Position 2592: 7.419293527889483e-05
Position 455: 6.927920665686312e-05
Position 2330: 6.843969196244488e-05
Position 2110: 6.728587895017178e-05
Position 2047: 6.410019047147685e-05
Position 295: 5.831635647417226e-05
Position 1485: 5.1165278860209144e-05
Position 2644: 4.9958735273361394e-05
Position 3449: 3.674244623554271e-05
Position 1379: 3.317299728933804e-05
Position 2300: 3.188226258848225e-05
Position 1285: 3.07278657612849e-05
Position 675: 2.5896902880635928e-05
Position 633: 2.2700648120586797e-05
Position 563: 2.069997190848986e-05
Position 473: 2.033078218281205e-05
Position 3120: 1.2650400296354917e-05
Position 2354: 1.2212026654889167e-05
Position 2508: 1.107156622600601e-05
Position 3068: 7.978499882793176e-06
Position 3138: 5.840158269517248e-06
Position 1052: 3.4825175896437542e-06
Position 322: 1.4598295304273183e-06
Position 418: 1.1206075258297846e-06
Position 841: 1.0001551800418288e-06
Position 2723: 9.79911132091782e-07
Position 1161: 9.481778810031768e-07
Position 2707: 5.399290953075173e-07
Position 432: 5.048514155038277e-07
Position 2726: 4.874460897095567e-07
Position 710: 3.8499559465754487e-07
Position 749: 3.740730778765895e-07
Position 345: 3.534166436576309e-07
Position 688: 2.264231235020465e-07
Position 2790: 1.4562744349054185e-07
Position 654: 1.4176344024004602e-07
Position 2562: 1.4108867017393217e-07
Position 410: 9.661212980407735e-08
Position 1059: 5.898812438417247e-08
Position 2249: 4.69877681105899e-08
Position 478: 2.5293225527195456e-08
Position 773: 1.562543125756475e-08
Position 807: 3.0007557059738994e-09
Position 310: 2.416945384141496e-09
Position 402: 2.122877424317942e-09
Position 458: 2.0652699107220865e-09
Position 544: 1.2864522162079088e-09
Position 554: 1.2702286932585891e-09
