Gene = AGMO
Position 6549: 0.00012314312711597105
Position 4098: 0.00011996967858161698
Position 2195: 0.00011655508697715077
Position 3489: 0.00010994308854795902
Position 1994: 0.00010933371657060386
Position 1459: 9.83024364169039e-05
Position 2729: 9.610845726716792e-05
Position 5484: 9.245170241445582e-05
Position 3767: 7.55161499248099e-05
Position 2334: 7.488149594231248e-05
Position 4780: 7.200391458249182e-05
Position 422: 6.668911730436647e-05
Position 1361: 6.172181763366893e-05
Position 4581: 5.796722994351878e-05
Position 2777: 5.1040635632988605e-05
Position 2643: 5.0220246794451944e-05
Position 1809: 4.3699535768447365e-05
Position 2558: 4.072787891168605e-05
Position 1041: 4.0337218759792274e-05
Position 4440: 3.931276078581383e-05
Position 581: 3.717384778615033e-05
Position 797: 3.64997412722541e-05
Position 2400: 3.414662042774055e-05
Position 3976: 3.260662941244468e-05
Position 2826: 2.723816818480176e-05
Position 3723: 2.306539867474675e-05
Position 2368: 2.2813017597420977e-05
Position 1874: 1.8599901539908027e-05
Position 2527: 1.7758625712448456e-05
Position 3097: 1.6545686922033596e-05
Position 2823: 1.522903014895846e-05
Position 432: 1.3682893532549973e-05
Position 918: 1.2917135299591677e-05
Position 1002: 1.1255471986159301e-05
Position 2312: 9.69090423877624e-06
Position 896: 7.97944930030986e-06
Position 1538: 7.532497103076645e-06
Position 1601: 5.639558080159684e-06
Position 108: 5.50307907475973e-06
Position 953: 5.296674043481441e-06
Position 1398: 5.284838749219629e-06
Position 1557: 5.268790653400565e-06
Position 928: 4.67048612236679e-06
Position 2940: 4.624360922504699e-06
Position 2110: 4.107646715069034e-06
Position 2980: 3.869704250026052e-06
Position 2886: 3.387419715551611e-06
Position 706: 3.1456297169486653e-06
Position 1314: 2.9168009142388043e-06
Position 760: 2.8037479221899094e-06
Position 777: 2.2495526795821984e-06
Position 1080: 2.222655532223859e-06
Position 974: 2.062056110264582e-06
Position 1342: 1.984816473555812e-06
Position 146: 1.4460448766453277e-06
Position 2199: 1.3289781698059633e-06
Position 843: 1.0945523200170916e-06
Position 2676: 1.0067641327898093e-06
Position 2232: 9.329203307206772e-07
Position 2942: 5.937600857724553e-07
Position 2947: 5.922690612371084e-07
Position 2586: 3.5598761638642224e-07
Position 1962: 2.4683377698361874e-08
Position 2145: 2.1360176349490903e-08
Position 368: 3.5025286641374695e-09
Position 542: 1.2726148210346493e-09
Position 703: 8.437112914607983e-10
Position 620: 7.938717874159319e-10
Position 114: 7.417115416697972e-10
Position 730: 6.39040883630134e-10
Position 440: 5.027939753814672e-10
Position 269: 4.577221401280865e-10
Position 295: 2.8868966865702377e-10
Position 246: 1.8900599023608833e-10
Position 449: 1.8020594360034536e-10
Position 549: 1.6828798884682995e-10
Position 203: 1.5179930545516046e-10
Position 354: 1.0313489465812994e-10
Position 211: 6.502994072703475e-11
Position 157: 6.382291772242694e-11
Position 446: 3.102175014066822e-11
Position 272: 2.6636068971848197e-11
Position 606: 2.3835071061768885e-11
Position 591: 6.807771631245922e-12
Position 185: 3.1101931788655736e-12
Position 167: 2.8143398820425235e-12
Position 182: 1.933730007562198e-12
Position 122: 1.5557133953982793e-12
Position 193: 1.1210751113299384e-12
Position 274: 8.147933948691099e-13
Position 313: 7.289719108075675e-13
Position 175: 4.565204310532065e-13
Position 162: 1.0751070837748402e-13
Position 804: 9.348922428563603e-16
