Gene = GHRL
Position 2034: 0.1644901778958751
Position 1956: 0.14377696840383547
Position 6370: 0.11812937537848142
Position 274: 0.09535741086916351
Position 4235: 0.06879461310533933
Position 2434: 0.061487935033901264
Position 1208: 0.05759610243445027
Position 2758: 0.05720281098784885
Position 3900: 0.05495233852808775
Position 3814: 0.050265513083112744
Position 6935: 0.0370819562308951
Position 1077: 0.03354396641232377
Position 2078: 0.02667890652478208
Position 2622: 0.026457041326616183
Position 4371: 0.0250704424614814
Position 4778: 0.024686054158612705
Position 2533: 0.022097676552104546
Position 2163: 0.020483275630281114
Position 6284: 0.017861713365177896
Position 4177: 0.016999347656196942
Position 991: 0.015622752925199981
Position 2521: 0.015083811471434637
Position 1176: 0.01495533577433085
Position 2456: 0.013699879281314881
Position 4293: 0.012839357438735943
Position 859: 0.0119367046880008
Position 3880: 0.011816445535147812
Position 4688: 0.010340138356746565
Position 1189: 0.009899183318140799
Position 1230: 0.009780732905402274
Position 2045: 0.009343019079180065
Position 2510: 0.009287437822620039
Position 205: 0.008667871063802318
Position 6345: 0.007594041444636615
Position 2319: 0.007333124076720444
Position 6750: 0.007317354350232071
Position 231: 0.006893090719485845
Position 6721: 0.006529136095561146
Position 6795: 0.006393553673663311
Position 7104: 0.006378863315658612
Position 2792: 0.006310303221544418
Position 297: 0.005879283349295186
Position 1346: 0.005426591660895509
Position 2475: 0.005404293011728123
Position 438: 0.005122990271975906
Position 6378: 0.005042469702824119
Position 1099: 0.004549444202506428
Position 6779: 0.004363728551960975
Position 3543: 0.003847939899688265
Position 4911: 0.0035821320284342116
Position 1358: 0.003465086543005977
Position 5539: 0.002853045968944201
Position 4730: 0.0023865410170511017
Position 3562: 0.0023143405612292027
Position 1495: 0.0021531839936205937
Position 999: 0.0018931142920458445
Position 4428: 0.0015502633669984298
Position 1775: 0.001447618997792335
Position 6856: 0.0013206523188163534
Position 476: 0.0012415054124298554
Position 6940: 0.0011924447616932588
Position 407: 0.001174251456396005
Position 3572: 0.0010287513333235006
Position 913: 0.0009889985191106367
Position 4005: 0.0009817273148857888
Position 1728: 0.0009039197263448218
Position 6487: 0.0008887123611366749
Position 4340: 0.0008760889652899369
Position 2625: 0.0008692596540631719
Position 2001: 0.000794936791767672
Position 3401: 0.0007667483895310723
Position 2409: 0.0007527907087240243
Position 910: 0.0007374098497669472
Position 891: 0.0006905156238238984
Position 767: 0.0006522098078906208
Position 779: 0.0006441963590119028
Position 223: 0.0005412997706246106
Position 1869: 0.0004986133770759037
Position 1114: 0.00048294810878939007
Position 1517: 0.00042718255720012693
Position 3073: 0.0004047626522481942
Position 5471: 0.0003703106284291823
Position 2189: 0.00036464471707230135
Position 734: 0.00023065098255184611
Position 1619: 0.00022656198346141359
Position 3606: 0.0002167589368527943
Position 3023: 0.000214460644410726
Position 2911: 0.00020002646619296632
Position 609: 0.0001959473163146396
Position 868: 0.0001591875196426131
Position 357: 0.00012264986444103607
Position 478: 0.00011262104430927838
Position 614: 0.0001039284927500257
Position 1402: 8.19175286425338e-05
Position 212: 5.6904758699128705e-05
Position 2949: 4.84855403573691e-05
Position 524: 3.0473150822728175e-05
Position 520: 2.598132569305637e-05
Position 2222: 2.328855025905835e-05
Position 444: 2.2263870797788444e-05
Position 3667: 1.5537866596523905e-05
Position 2971: 1.4246671884569639e-05
Position 283: 1.3388228188202816e-05
Position 369: 1.091567637847313e-05
Position 653: 1.017390981073037e-05
Position 4182: 9.986513600280756e-06
Position 378: 5.835827903817575e-06
Position 410: 5.748370426225119e-06
Position 393: 5.298177934612633e-06
Position 304: 5.0591473537811004e-06
Position 1089: 3.1618595988737377e-06
Position 506: 2.4898790812939652e-06
Position 485: 9.042409863439576e-07
Position 789: 7.32815098661701e-07
Position 1139: 6.008699600540581e-07
Position 649: 1.0749566806051028e-08
Position 665: 8.626166208591898e-09
Position 308: 8.246553998138286e-09
Position 318: 1.0243185605934372e-09
Position 129: 1.4411709978533308e-11
Position 149: 1.2084632761435167e-11
Position 153: 6.790874122295822e-12
Position 132: 4.559779298033507e-13
