Gene = GIMAP1-GIMAP5
Position 4266: 6.38315679826453e-05
Position 3876: 6.304668186352665e-05
Position 2598: 5.921178787019396e-05
Position 1916: 5.69178014937407e-05
Position 3127: 5.091767915277331e-05
Position 1476: 3.6283298387946524e-05
Position 5731: 1.272659015503623e-05
Position 1385: 1.2264740198189935e-05
Position 2757: 5.537699501149678e-06
Position 3641: 2.5242484133988992e-06
Position 57: 5.36419006786256e-07
Position 299: 4.0019808537730096e-07
Position 432: 3.448069747845088e-07
Position 516: 1.6769658258733173e-07
Position 424: 1.6756462016639986e-07
Position 332: 1.1555588724830159e-07
Position 262: 9.762389422940972e-08
Position 301: 9.017400643169728e-08
Position 3353: 2.8197480061123484e-08
Position 253: 2.2905220955378804e-08
Position 41: 1.3124213783720584e-08
Position 94: 2.02358907338907e-09
Position 92: 1.2408263542040226e-09
Position 10: 6.048998838399564e-10
Position 239: 4.673836276228612e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 10014: 0.9981344939180039
Position 24210: 0.9895895951264506
Position 2373: 0.8409756885562276
Position 3599: 0.7041273812397453
Position 25514: 0.5023934201019871
Position 1804: 0.24228433512892733
Position 13237: 0.2367026112611379
Position 6838: 0.21000580465665525
Position 2180: 0.19246650181307814
Position 13160: 0.17752797609153181
Position 6163: 0.16658497948581982
Position 3379: 0.1391324859634909
Position 24565: 0.12998141328498097
Position 26539: 0.12130667127184823
Position 2636: 0.11943290201773286
Position 26513: 0.08819502950686692
Position 6717: 0.08239914530868407
Position 25240: 0.07506327760450827
Position 6532: 0.05926818603065218
Position 8949: 0.03851396932046948
Position 3503: 0.03508405612784247
Position 1717: 0.030044261315829855
Position 6142: 0.024948903680812873
Position 3794: 0.02065073274542525
Position 1724: 0.02012475542492783
Position 2294: 0.01775863359186857
Position 3527: 0.014908212483851333
Position 6669: 0.01215174703932555
Position 3551: 0.01190401633505121
Position 2049: 0.011520840435406266
Position 6866: 0.011492808019718925
Position 3445: 0.006450049315729439
Position 2265: 0.004821993557839424
Position 570: 0.0044406123014334095
Position 477: 0.004042827189804429
Position 1158: 0.003868671217329735
Position 13853: 0.0031914734562479047
Position 5833: 0.002837930048858967
Position 3545: 0.0026923070743270147
Position 124: 0.00266931771483347
Position 3717: 0.002624587574236906
Position 2200: 0.0022581244421020262
Position 90: 0.002253027829900171
Position 623: 0.002236755329830926
Position 1594: 0.0018369714397500788
Position 585: 0.0017882836273233876
Position 1669: 0.0017567537617531649
Position 1774: 0.0013603038955523532
Position 1237: 0.001309482357540849
Position 319: 0.0012884238938434245
Position 15591: 0.0010985403846059357
Position 1741: 0.0010634684197873027
Position 693: 0.0009734571164812969
Position 2873: 0.0009049765854403592
Position 1881: 0.0008340427101257735
Position 10681: 0.0008200884942779509
Position 2329: 0.0008119077333192169
Position 14463: 0.0007575219152000565
Position 2551: 0.0007391232268942222
Position 1682: 0.0007039945860719415
Position 2577: 0.0006474525219270291
Position 16362: 0.0006366156762146958
Position 5851: 0.0005627203964476179
Position 1251: 0.000516954029513221
Position 1319: 0.0005006051676074111
Position 5836: 0.00044479132156415995
Position 135: 0.00043475828884803266
Position 2220: 0.00041967046832946
Position 2675: 0.0004162571794492374
Position 1133: 0.0004161293462390907
Position 2461: 0.00039567874768523073
Position 2066: 0.00038851274790827447
Position 1601: 0.00034927529043494147
Position 2130: 0.00031216573765042934
Position 173: 0.00031122425379023576
Position 2378: 0.0003084655296382839
Position 1178: 0.00029316217363148
Position 6285: 0.000289324843543332
Position 359: 0.0002766351668829042
Position 2089: 0.00027009882745013275
Position 10716: 0.00026421220534417965
Position 956: 0.00024395906882668914
Position 2007: 0.0002174719775271889
Position 2127: 0.00021617819378993587
Position 3473: 0.00020575735549996433
Position 1195: 0.00020174121475875187
Position 2598: 0.0001902900477507373
Position 1175: 0.00018222854775234515
Position 2212: 0.00016989830181627475
Position 1014: 0.00016262922879622664
Position 5518: 0.00015832901314809708
Position 3408: 0.00014950147614169266
Position 3142: 0.00014927016753090182
Position 2779: 0.00014638094725136973
Position 1189: 0.00012789215051969342
Position 1664: 0.00011405488804750741
Position 651: 0.00010212570814951065
Position 976: 9.196095096182233e-05
Position 4217: 8.946571218083203e-05
Position 1809: 8.638104327142342e-05
Position 404: 8.37172605606677e-05
Position 3927: 7.894125301824643e-05
Position 12667: 7.762197303035352e-05
Position 1906: 7.10688486770823e-05
Position 1550: 7.10519842898153e-05
Position 14250: 6.836822207163592e-05
Position 9449: 6.767897246134349e-05
Position 223: 6.647793417020398e-05
Position 11848: 5.768976482196454e-05
Position 13644: 5.526204491575689e-05
Position 8208: 5.420299218636066e-05
Position 1462: 5.240712835061787e-05
Position 7173: 5.084481058572498e-05
Position 288: 4.3705836820670974e-05
Position 1256: 3.888301127396405e-05
Position 966: 3.76919163640331e-05
Position 1201: 3.65177419624275e-05
Position 701: 3.429226402877012e-05
Position 7023: 2.9264109320214332e-05
Position 10832: 2.792175970811609e-05
Position 671: 2.6788217743905932e-05
Position 185: 2.5215199560008426e-05
Position 371: 2.3837071075516548e-05
Position 4674: 2.2153277079774987e-05
Position 3029: 2.0099235945592672e-05
Position 160: 1.9655408428664547e-05
Position 8185: 1.7296889246413943e-05
Position 2888: 1.6430030227095143e-05
Position 3015: 1.5868826471887985e-05
Position 2502: 1.3380023685110069e-05
Position 8811: 1.104867644309405e-05
Position 3696: 6.449366049594647e-06
Position 1624: 5.023014941045329e-06
Position 4822: 4.590185212145879e-06
Position 1534: 4.493340308818234e-06
Position 5765: 3.354122671834306e-06
Position 869: 3.2017636561725206e-06
Position 1207: 3.118408875695537e-06
Position 731: 2.9181710052520664e-06
Position 480: 2.74586781025984e-06
Position 376: 2.0040275765155393e-06
Position 1335: 1.9358916434707253e-06
Position 1310: 1.7644341747425098e-06
Position 4510: 1.594724406704864e-06
Position 804: 1.3713658002209531e-06
Position 292: 7.703905094160534e-07
Position 420: 5.370954234570846e-07
Position 3726: 1.522433803462345e-07
Position 2511: 4.141903418715484e-08
Position 3205: 1.493305306127377e-08
Position 92: 1.3344965598538352e-08
Position 332: 1.0188069323159069e-08
Position 208: 9.126475696895657e-09
Position 253: 6.659292384076024e-09
Position 3226: 5.561029908635424e-09
Position 658: 5.314726690953695e-09
Position 182: 4.427948703832721e-09
Position 340: 3.189611715030862e-09
Position 144: 2.5264457260836285e-09
Position 424: 1.8613559538019798e-09
Position 231: 1.4509511379656462e-09
Position 297: 9.951949710448379e-10
Position 299: 5.291841454393375e-10
Position 383: 3.321954284899884e-10
Position 140: 1.7682705695200633e-10
Position 191: 1.4876414152453843e-10
Position 3801: 9.641460737932687e-11
Position 3798: 8.155937218203297e-11
Position 439: 6.647550169173017e-11
Position 196: 9.398694491287708e-12
Position 198: 8.460565690128277e-12
Position 757: 2.272587338605756e-13
