Gene = SIMC1
Position 1058: 3.4186014470453184e-06
Position 740: 3.39732731477976e-06
Position 792: 3.2301513327993925e-06
Position 610: 3.0569357069736373e-06
Position 268: 2.9946976738707827e-06
Position 2059: 2.8623545816580076e-06
Position 662: 2.8063116401196815e-06
Position 1175: 2.450180791809727e-06
Position 1325: 1.8067241652534717e-06
Position 289: 8.522304286732348e-07
Position 953: 7.746128757712194e-07
Position 234: 7.116449337557012e-07
Position 36: 6.768551614360227e-07
Position 33: 6.515095553543192e-07
Position 789: 5.841769553220261e-07
Position 829: 4.5268807643533075e-07
Position 1603: 2.604210018851606e-07
Position 281: 1.7814402056428184e-07
Position 1554: 1.4460014353269505e-07
Position 24: 1.285605213519696e-07
Position 95: 1.2243602625426858e-09
Position 18: 5.140107118938438e-12
Position 303: 4.147301397355478e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 9188: 0.3201729665507145
Position 7204: 0.2959243238383916
Position 887: 0.23534344029778353
Position 7261: 0.21112281145902978
Position 4833: 0.19742515850882783
Position 2646: 0.18687191986738425
Position 3459: 0.18556816555159833
Position 4150: 0.18522001127940801
Position 14850: 0.14698098017142347
Position 1263: 0.10323773219567603
Position 3975: 0.05807971164788697
Position 7664: 0.0565548386149745
Position 3644: 0.04782329162770042
Position 3248: 0.04461092056191391
Position 3199: 0.039125573950657876
Position 8797: 0.03442033492165797
Position 9525: 0.03211935910082939
Position 10719: 0.029096477733953983
Position 4113: 0.0276610984605252
Position 9703: 0.024981447112016476
Position 2348: 0.023701562576508482
Position 11002: 0.022653769907622148
Position 6399: 0.021987219641195856
Position 3144: 0.021501391118452874
Position 7829: 0.01083724299609555
Position 3503: 0.008859020246477634
Position 3933: 0.007181429829669608
Position 8516: 0.00712450842573694
Position 8411: 0.006079896674844899
Position 466: 0.005999560489953797
Position 545: 0.005679659419106521
Position 2565: 0.004839001602932811
Position 632: 0.003955897997865603
Position 3296: 0.003795089701453058
Position 8103: 0.003545692257867771
Position 1707: 0.0025111258380300008
Position 1124: 0.0022234859535179155
Position 1182: 0.002130878129433437
Position 1968: 0.0020034082443766642
Position 3481: 0.0017204338272948584
Position 3728: 0.0016285401603020125
Position 3431: 0.0012273120450510156
Position 4131: 0.0011698391004014777
Position 472: 0.0010282925050778102
Position 1998: 0.0010243933803653475
Position 359: 0.0009976279234992285
Position 6761: 0.0008719083756270014
Position 6872: 0.000835538702646864
Position 6325: 0.0007363764607331898
Position 2259: 0.0006893356356261809
Position 1033: 0.0006727308050616616
Position 4428: 0.0006667476113057136
Position 818: 0.0006076592218254667
Position 4302: 0.0005974536972171757
Position 5789: 0.0005909242160614382
Position 1890: 0.00048326420188703315
Position 914: 0.0004305771298316572
Position 2196: 0.0004174066220641425
Position 2594: 0.0003933596736347404
Position 2837: 0.0003882767782643743
Position 560: 0.0003608728104287473
Position 3226: 0.00035868565432507494
Position 3088: 0.00032928568241529015
Position 1909: 0.00027485378794078123
Position 2570: 0.00024064495010732334
Position 585: 0.0002339519266878373
Position 674: 0.0002028294689573382
Position 2360: 0.00012260397121876366
Position 2687: 0.00011981210078042987
Position 3154: 0.00010520585663999526
Position 2745: 0.00010196958738261368
Position 1542: 6.790452400220441e-05
Position 1104: 5.457332947376831e-05
Position 436: 3.3858199439176206e-05
Position 429: 3.368552905275769e-05
Position 1225: 3.0689433830232145e-05
Position 1036: 2.3952170213648098e-05
Position 2107: 2.1703602468819267e-05
Position 2209: 2.168833413042488e-05
Position 988: 2.111556227967186e-05
Position 1274: 1.6356356654151566e-05
Position 1739: 1.5694858641857918e-05
Position 1154: 1.287454808919448e-05
Position 1725: 1.1810716840639752e-05
Position 504: 8.514686102360974e-06
Position 979: 7.599034288215303e-06
Position 486: 7.189096364501549e-06
Position 767: 5.599659761202162e-06
Position 1051: 5.518199543161793e-06
Position 938: 4.811082811436216e-06
Position 1132: 4.396502180164655e-06
Position 754: 3.9005243778958856e-06
Position 850: 3.844361673783048e-06
Position 411: 3.7174207427610555e-06
Position 480: 3.3448662017618994e-06
Position 441: 3.1489525843225893e-06
Position 365: 3.0246960560582137e-06
Position 844: 2.564986844706352e-06
Position 797: 2.2062870461789486e-06
Position 684: 1.709650266894116e-06
Position 488: 1.7079262081512417e-06
Position 836: 1.6730863903178649e-06
Position 1075: 1.3425843445097394e-06
Position 452: 1.233217863263887e-06
Position 637: 8.885848744720767e-07
Position 1512: 7.00054992497031e-07
Position 1570: 5.624337363345413e-07
Position 218: 4.3601415749530203e-07
Position 736: 3.7323178806605554e-07
Position 1716: 2.9690838094716397e-07
Position 1236: 2.9482210959680005e-07
Position 139: 1.361571322017799e-07
Position 524: 8.596215423888275e-08
Position 1388: 3.120205359504902e-08
Position 643: 2.8328700016219796e-08
Position 512: 1.4908238672167383e-08
Position 173: 1.1176753572465307e-08
Position 800: 4.925291387370091e-09
Position 789: 4.307813854794024e-09
Position 1685: 1.2949942474551565e-10
Position 695: 2.648605567132508e-11
Position 275: 3.672047364215776e-13
