Gene = BLACE
Position 956: 0.0007668752650448485
Position 4447: 0.0007219025053437967
Position 829: 0.0006969252686249039
Position 3401: 0.0006723166589676964
Position 7505: 0.0006414717079610943
Position 4382: 0.0005877766170327742
Position 613: 0.0005507738247237014
Position 264: 0.000547753385208417
Position 1083: 0.0005273158523086074
Position 6850: 0.000470975598195648
Position 4342: 0.0004026744394653554
Position 8254: 0.00030926054209605295
Position 4355: 0.0001358546845521839
Position 8108: 0.00013355015021166035
Position 3513: 9.333059706523553e-05
Position 3602: 9.201827195160487e-05
Position 736: 2.388710298303505e-05
Position 911: 1.7969494328752472e-05
Position 1293: 9.188025165056212e-06
Position 1405: 4.284129613540882e-06
Position 1038: 3.1770348683268527e-06
Position 1165: 2.454368588937313e-06
Position 5492: 2.2203334782880855e-06
Position 67: 1.5132508030017287e-06
Position 788: 1.4662447009881694e-06
Position 964: 7.32001101149021e-07
Position 7000: 7.115277790390458e-07
Position 244: 2.2009022787318912e-07
Position 45: 2.113470363048911e-07
Position 117: 2.1069550656752325e-07
Position 418: 7.221747026243069e-08
Position 11: 2.9192962038853586e-08
Position 187: 9.576545118456573e-09
Position 195: 8.437319030412422e-09
Position 292: 4.5805237408504446e-09
Position 341: 4.446038474441674e-09
Position 27: 8.261165578519161e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6388: 0.9360739427358545
Position 7890: 0.8018963944311669
Position 6913: 0.7495404388966324
Position 3977: 0.7212644903369247
Position 4564: 0.60687130859204
Position 4983: 0.5022837498008491
Position 9732: 0.3761101076002778
Position 3488: 0.3642443533630664
Position 4374: 0.33013914659208415
Position 9667: 0.27129567403213484
Position 4936: 0.26746840020268303
Position 7630: 0.26445843597063384
Position 8144: 0.18667158693330846
Position 10566: 0.18371390528172674
Position 10590: 0.13725772416699006
Position 8360: 0.11765436309833623
Position 3910: 0.09340890300752298
Position 4238: 0.08435792350063243
Position 6849: 0.08043359973407982
Position 4736: 0.0709403179214142
Position 3421: 0.0577185550407847
Position 3281: 0.05298617529873235
Position 10521: 0.047236859589776865
Position 9153: 0.0465957121174232
Position 7647: 0.044829241891128385
Position 4560: 0.04158471800517662
Position 10355: 0.03273826180738769
Position 7462: 0.030498275553962652
Position 9978: 0.027326211157580427
Position 3436: 0.01792565309136141
Position 9139: 0.015664932593369815
Position 9905: 0.01536503609277369
Position 2002: 0.014545061069243477
Position 9163: 0.012037791505859449
Position 5251: 0.011518992933307323
Position 5074: 0.011056802131097849
Position 2148: 0.010835667137189357
Position 9670: 0.009960301605388171
Position 10779: 0.008403796548943177
Position 7073: 0.007776582645719595
Position 6534: 0.007673508553886556
Position 8107: 0.0075168263047119795
Position 6864: 0.0068817688055586
Position 10630: 0.0068363214561108394
Position 4957: 0.00676728166027845
Position 3233: 0.00667521952923293
Position 5025: 0.0064907649814175215
Position 3507: 0.0060652326972589436
Position 4072: 0.005882583401321405
Position 3691: 0.005644933574441647
Position 1988: 0.005244125532175536
Position 3655: 0.005021780264827259
Position 6371: 0.004491910639640168
Position 10245: 0.004107028813765686
Position 3852: 0.003703884106680489
Position 3126: 0.0031059000818128885
Position 5449: 0.003094473114226065
Position 7569: 0.002774133845684268
Position 10768: 0.0027076363905315483
Position 1579: 0.002686716944673289
Position 7110: 0.0026113042007308335
Position 5203: 0.002522310624530133
Position 4763: 0.0022784852342794086
Position 9783: 0.0021345418893637964
Position 1624: 0.002103333185793037
Position 5049: 0.001948393330029256
Position 7086: 0.0019227596282374898
Position 5720: 0.0018504126583697921
Position 7651: 0.0015586290083908962
Position 5011: 0.0015207664077169637
Position 2384: 0.0014997902670171035
Position 6698: 0.0010963622771959177
Position 4208: 0.0010127521376753538
Position 4118: 0.000971531381063673
Position 5780: 0.0009445939858416937
Position 6876: 0.0009349646258022951
Position 4816: 0.0009081462664290024
Position 284: 0.0008826216285042679
Position 5052: 0.0008755497275302451
Position 1725: 0.0007246291743489669
Position 1239: 0.0006292207307688643
Position 3914: 0.0006144999938434649
Position 857: 0.0005733455035181469
Position 7041: 0.0004987786499807212
Position 333: 0.00047550651233423016
Position 1111: 0.0004674478343919921
Position 4620: 0.00045204995277857494
Position 2278: 0.00030850592958148084
Position 984: 0.00028824361844141384
Position 5089: 0.00026561724790349667
Position 1189: 0.0002459788165455742
Position 3760: 0.00023011710967814922
Position 8059: 0.00017379071789533395
Position 6091: 0.00016464084993222293
Position 585: 0.00016369512496607
Position 507: 0.00014441946077248046
Position 2064: 0.0001371353554790129
Position 682: 0.00012901158241315124
Position 236: 0.00012632181602480132
Position 808: 0.00012012114173219396
Position 760: 0.0001143902325117357
Position 7140: 0.00010996794169092637
Position 1062: 8.943351290626365e-05
Position 6767: 8.593007535328532e-05
Position 7004: 8.23827402585569e-05
Position 458: 7.98166006825355e-05
Position 6140: 7.923008345255303e-05
Position 3807: 7.508379794673883e-05
Position 1391: 5.479149880169227e-05
Position 633: 5.3603634680415694e-05
Position 1293: 4.2019256217567e-05
Position 935: 3.742434234013901e-05
Position 410: 3.592262824585888e-05
Position 304: 2.7737924368970797e-05
Position 2407: 9.24206067307473e-06
