Gene = NAPEPLD
Sorted 3' Splice Sites (High to Low Probability):
Position 20439: 0.520438011419364
Position 1127: 0.49426166379753467
Position 781: 0.30744658402439135
Position 1389: 0.2229846465207609
Position 13620: 0.14740674857135638
Position 11980: 0.14604286204721773
Position 1032: 0.04682381345429377
Position 10894: 0.03366016111456071
Position 2346: 0.03233522997623306
Position 3266: 0.022745059660047865
Position 1333: 0.019992037246225197
Position 1147: 0.018580894811080686
Position 709: 0.017911765900272547
Position 1303: 0.015256848554660127
Position 785: 0.014999265925335854
Position 9641: 0.010604460595976098
Position 9505: 0.010585457082953258
Position 5049: 0.010451066656205129
Position 7412: 0.0092934384018462
Position 2890: 0.006630530196650725
Position 1199: 0.006338135532924432
Position 989: 0.005955270679805511
Position 6032: 0.005791247328670193
Position 9392: 0.005704080280192663
Position 5114: 0.00544071173943182
Position 7290: 0.004620668482647216
Position 3168: 0.003751423934039034
Position 4081: 0.0036698323239829447
Position 3557: 0.003514284456983412
Position 3678: 0.0034339421193223885
Position 3745: 0.0027867391285661862
Position 6175: 0.002202865020693503
Position 3884: 0.0021686501061268008
Position 10409: 0.0021366053918607823
Position 1196: 0.0015256987536020675
Position 1362: 0.001467291431371467
Position 3114: 0.0014325532511447307
Position 4117: 0.0013706615722238376
Position 3829: 0.0013384171132614382
Position 1220: 0.0011961777263758153
Position 413: 0.0011920712559713342
Position 4031: 0.0011583993246337345
Position 1349: 0.0011474173556513775
Position 533: 0.0011413769981002107
Position 726: 0.0010772520926098457
Position 6008: 0.0010132855040938566
Position 503: 0.0010111662297143666
Position 2186: 0.0009534850876435229
Position 2554: 0.0009418010837299819
Position 2460: 0.0009394413750010297
Position 5485: 0.000909771370145078
Position 2319: 0.0007156542411011123
Position 2690: 0.0006230000050270956
Position 1170: 0.0005266156501304427
Position 394: 0.0004964066634868435
Position 6653: 0.0004006854036155997
Position 1858: 0.0003881089142453077
Position 1596: 0.00034712972366138505
Position 5866: 0.00023562402242816553
Position 2146: 0.00023293030586214484
Position 1712: 0.00023071417603116266
Position 1527: 0.00021718536001048472
Position 2012: 0.0001590536263613912
Position 1491: 0.00013495554865442354
Position 2132: 0.00012914134265550774
Position 787: 0.00011530916829446383
Position 1153: 0.00011388440980621583
Position 2731: 5.306552781055768e-05
Position 722: 5.207098061556611e-05
Position 651: 4.819191271741169e-05
Position 2592: 4.194460090117559e-05
Position 1036: 4.034654478021222e-05
Position 1471: 3.639399301554549e-05
Position 1053: 3.586908976870072e-05
Position 847: 3.433024073597512e-05
Position 226: 3.2739859394384675e-05
Position 560: 2.473357179760683e-05
Position 1628: 1.8527445897843104e-05
Position 352: 1.8318358254814923e-05
Position 208: 1.7650173180600193e-05
Position 800: 1.6420182798516818e-05
Position 3436: 1.529326833648297e-05
Position 1693: 1.3489236182482923e-05
Position 1174: 1.0860580462627723e-05
Position 1262: 5.507828323885814e-06
Position 1353: 3.023106353027125e-06
Position 301: 2.7020186613456174e-06
Position 248: 1.6901607809125871e-06
Position 909: 1.6859056785150234e-06
Position 173: 9.570882917180704e-07
Position 347: 8.054394654985105e-07
Position 901: 1.5909418794742938e-07
Position 592: 7.702043373708052e-08
Position 1405: 3.379719463372662e-08
Position 368: 2.021651185883958e-08
Position 478: 1.6208091654666763e-08
Position 315: 1.1422055503134617e-08
Position 868: 6.191827101818412e-09
Position 242: 3.577900503567262e-09
Position 278: 1.2526957661270802e-09
Position 323: 9.461503536199515e-11
Position 178: 1.9482350717306337e-11
Position 126: 1.3929540367700782e-11
