Gene = NEXN
Position 1202: 0.00026392720763544146
Position 2778: 0.0002557188598786014
Position 1140: 0.0002350281918714464
Position 1877: 0.00018237402195930895
Position 1783: 0.00016197716232957225
Position 275: 0.00011421605820991132
Position 986: 9.819240639563967e-05
Position 1205: 9.203885484060671e-05
Position 673: 7.189311743344281e-05
Position 1696: 6.17277795507726e-05
Position 225: 5.463981026358413e-05
Position 339: 2.5679960822621287e-05
Position 1020: 8.82364263510844e-06
Position 2792: 8.742804866505957e-06
Position 395: 4.266597115802323e-06
Position 227: 3.768494662190753e-06
Position 462: 3.325265564795972e-06
Position 813: 3.0983258491942404e-06
Position 1957: 3.0578943956200333e-06
Position 1043: 2.435378534980163e-06
Position 947: 5.962587678770325e-07
Position 973: 4.194887255255051e-07
Position 994: 3.3278298607393573e-07
Position 1065: 2.2917099831380493e-07
Position 554: 2.1794875550183372e-07
Position 615: 7.089410524864725e-08
Position 786: 2.7796001095868072e-08
Position 130: 3.398942888720148e-09
Position 102: 4.184509677977542e-10
Position 559: 2.3891335520713855e-10
Position 510: 1.5449694872454924e-10
Position 99: 1.220366625475222e-10
Position 177: 1.092004764968604e-10
Position 171: 7.016100363037457e-11
Position 490: 3.7397795001966326e-11
