Gene = ZMAT2
Position 4875: 0.0024306191771340108
Position 679: 0.002312448732374635
Position 399: 0.0022384771971456735
Position 1628: 0.0020669557103406505
Position 3538: 0.001987861965337073
Position 5148: 0.0019543727246860683
Position 3874: 0.0018175631041978978
Position 2263: 0.001780778773870788
Position 5287: 0.0017766838411597385
Position 5909: 0.001668551680341475
Position 3839: 0.0015262727719115566
Position 1528: 0.0013836964211913537
Position 1517: 0.0012696441749418823
Position 2724: 0.0012587649895172434
Position 4635: 0.0010209749757092749
Position 2701: 0.0009991852565309498
Position 3825: 0.0009923584945599007
Position 5007: 0.0009622172023779857
Position 4365: 0.0008862329268378715
Position 5587: 0.0008794906586658998
Position 4785: 0.0008655602948392265
Position 2739: 0.0008391706925891815
Position 1373: 0.0007817180600022601
Position 3617: 0.0007400691652935126
Position 365: 0.0007340639288999698
Position 3430: 0.0006954904513499751
Position 2015: 0.0006730471095809305
Position 3498: 0.0006300510576464822
Position 3208: 0.0006201411986415715
Position 3346: 0.0006190973370889611
Position 3454: 0.0006118215360503299
Position 3110: 0.0006103790043378695
Position 5840: 0.0005845048926895733
Position 6126: 0.0005709979151271366
Position 5206: 0.0005305172659804639
Position 5030: 0.0004769699044235836
Position 2053: 0.00045528781567668995
Position 4606: 0.00045370621828771745
Position 5594: 0.00044640007527392306
Position 950: 0.00044436808122025524
Position 1714: 0.0003963252256561752
Position 4891: 0.00038712763966797025
Position 4007: 0.00037469872288797585
Position 2285: 0.00036234331155161095
Position 1105: 0.0003333009284453845
Position 5876: 0.0003289703238518863
Position 5830: 0.00031950051485833903
Position 511: 0.00030282988718857045
Position 6136: 0.0002701933089599146
Position 3081: 0.0002594573062360215
Position 6187: 0.00023713220737056596
Position 5585: 0.0002231764653305992
Position 5653: 0.00021310103387113365
Position 5054: 0.00020372752102508588
Position 4820: 0.00020335659506632328
Position 4971: 0.0001991149246212234
Position 1036: 0.0001890878590161136
Position 2875: 0.00018179572962901766
Position 1250: 0.00018017520255042923
Position 1261: 0.0001795910938929832
Position 446: 0.00016034297889060476
Position 3253: 0.00014769248838614066
Position 1078: 0.00014701647465635058
Position 5245: 0.00014479707494758482
Position 653: 0.0001377747906323344
Position 3084: 0.00013458973851232064
Position 1892: 0.0001343326105812506
Position 1394: 0.00013228172725267525
Position 688: 0.00012731187364874543
Position 6282: 0.00011669141497809571
Position 258: 0.00011157970721254164
Position 6007: 0.00010918856704163008
Position 4763: 0.00010760705134164985
Position 3163: 0.00010545745351130506
Position 3312: 0.00010095930195987008
Position 4677: 0.00010085630830817228
Position 2752: 9.629850823309355e-05
Position 2539: 9.56367658810756e-05
Position 4694: 9.313549913465185e-05
Position 2451: 9.16209654652663e-05
Position 4611: 9.004977534581674e-05
Position 2927: 8.713039060353056e-05
Position 251: 8.573162927036987e-05
Position 3495: 8.415786948434614e-05
Position 2666: 8.064236316972737e-05
Position 4270: 7.543836502612207e-05
Position 1383: 7.417853076849321e-05
Position 207: 6.352213165000685e-05
Position 6222: 6.214267646163034e-05
Position 5490: 6.143949025194732e-05
Position 1645: 6.108472551903482e-05
Position 1680: 5.926389697077146e-05
Position 1541: 5.795143208970111e-05
Position 4098: 4.947460821436718e-05
Position 6285: 4.468762609397558e-05
Position 2663: 4.2452401345159824e-05
Position 4338: 3.5603177610493185e-05
Position 1980: 3.357334404375566e-05
Position 1824: 3.117597473689748e-05
Position 2465: 2.9833948300018457e-05
Position 1685: 2.851575160065386e-05
Position 342: 2.7576335609209133e-05
Position 2031: 2.7123948430179466e-05
Position 3953: 2.535963113505834e-05
Position 1018: 2.3910506611809493e-05
Position 599: 2.3224763800175238e-05
Position 690: 1.9718992802251156e-05
Position 3922: 1.7989554966633737e-05
Position 838: 1.5428293339840027e-05
Position 209: 1.3581033865456369e-05
Position 777: 1.291387914299235e-05
Position 1107: 1.2127775015704297e-05
Position 415: 9.638077552245106e-06
Position 288: 3.0240847158319347e-06
Position 2282: 2.2476228586845924e-06
Position 1867: 2.212818438792617e-06
Position 1694: 1.5794113511900198e-06
Position 2288: 1.4962361743465975e-06
Position 265: 1.4652039999624977e-06
Position 1040: 1.3145624529273675e-06
Position 372: 1.0758929060076244e-06
Position 1233: 1.0638293794753543e-06
Position 1583: 9.549265772845515e-07
Position 1700: 7.762624452568252e-07
Position 732: 7.020538603149773e-07
Position 734: 6.997348813512497e-07
Position 197: 6.266972761671327e-07
Position 521: 3.8851393992949036e-07
Position 991: 3.2220139774476123e-07
Position 282: 3.148935797412369e-07
Position 3903: 3.1235301612404707e-07
Position 352: 3.0604178854060727e-07
Position 1698: 2.3764727129858365e-07
Position 2763: 2.060593544828366e-07
Position 606: 1.7286602182176408e-07
Position 918: 1.4616699208170645e-07
Position 298: 1.195063036951433e-07
Position 272: 1.0301313637858701e-07
Position 977: 8.995502490631139e-08
Position 843: 6.998479129907972e-08
Position 102: 6.585795068595106e-08
Position 3177: 5.198837764048546e-08
Position 738: 4.8867800400046905e-08
Position 547: 3.923298390017716e-08
Position 549: 2.5826980474740457e-08
Position 300: 2.3097385899040498e-08
Position 374: 1.4320273539028166e-08
Position 1971: 9.792308633973074e-09
Position 616: 4.9145143193688356e-09
Position 566: 4.522739297020558e-09
Position 560: 4.434702478587807e-09
Position 309: 3.465768332814005e-09
Position 79: 2.1536853324543465e-09
Position 564: 1.8472314594441908e-09
Position 562: 1.1743691909089508e-09
Position 571: 9.430217418581814e-10
Position 544: 8.069203794481266e-10
Position 766: 4.052511581936595e-10
Position 637: 3.6270731885618177e-10
Position 867: 3.3071677558000103e-10
Position 1878: 2.7016877630707015e-10
Position 741: 2.2082034453705051e-10
Position 126: 1.9087295131704526e-10
Position 306: 1.7914306443379856e-10
Position 319: 1.5888754898890728e-10
Position 864: 8.0843650267509e-11
Position 168: 8.068933814381568e-11
Position 647: 1.608748609660424e-11
Position 532: 2.2588624204464932e-12
Position 140: 2.968493609500125e-16
Position 165: 1.698218301818936e-16
Position 148: 3.574737304112369e-18
Position 162: 3.045639387855869e-18
Position 575: 3.3537706684131887e-21
