Gene = DHDDS
Position 2318: 0.009030460002391216
Position 31196: 0.008793527994913175
Position 456: 0.008623534910496632
Position 2089: 0.00827792043898702
Position 30197: 0.007374037941802409
Position 566: 0.006918422707514642
Position 29265: 0.004555028843571173
Position 605: 0.004342091799818173
Position 5140: 0.004237274143355387
Position 586: 0.004114042408245527
Position 9923: 0.003522239022840129
Position 13859: 0.003520789922055864
Position 2342: 0.0035098923525251455
Position 3658: 0.0030002366804148953
Position 1046: 0.002388401350280289
Position 29928: 0.0023637257670911364
Position 28300: 0.002349069309139841
Position 5816: 0.002173725016890102
Position 3794: 0.002075718975406627
Position 4254: 0.0020474344938060016
Position 6065: 0.0020400231038543463
Position 5772: 0.00195051111647141
Position 10850: 0.0019271630460785867
Position 11845: 0.0018109196794421087
Position 1012: 0.001685148976412357
Position 27874: 0.0014453043911540565
Position 11649: 0.0013194878109292014
Position 14318: 0.001312272899343833
Position 11739: 0.0012669382585634207
Position 5709: 0.001211795680182902
Position 10939: 0.0011663938920342767
Position 2110: 0.0010943133346402278
Position 28538: 0.0010233088218645587
Position 22360: 0.0009422381974421202
Position 2516: 0.0009355907567685461
Position 29724: 0.000926803975799594
Position 21053: 0.000879614143947836
Position 19715: 0.0007894254338460003
Position 2399: 0.0007028160372176063
Position 2161: 0.0007011655553613599
Position 16765: 0.0006439784771153495
Position 1907: 0.00047640753309113274
Position 16788: 0.0004575182930687044
Position 9979: 0.0004518018922802538
Position 3672: 0.00044074980739113734
Position 4917: 0.0004358892528668947
Position 10245: 0.0004304908811955568
Position 2104: 0.0003749929210478557
Position 19145: 0.00031159131861880664
Position 16480: 0.00030756000461472317
Position 1009: 0.000301096386499962
Position 3576: 0.00028705869730226815
Position 10926: 0.00024065934890025732
Position 260: 0.00020330279306467105
Position 10874: 0.00020057867555674737
Position 653: 0.00020052457281811113
Position 1174: 0.0001763026775320741
Position 609: 0.00017255034278294422
Position 7260: 0.00014494740452018445
Position 24062: 0.00013236143803515855
Position 11254: 0.00012480187556186705
Position 22381: 0.00012148270319073647
Position 1148: 0.0001171090259968942
Position 22311: 0.00011333728500425635
Position 20284: 0.00010144559875191937
Position 1903: 9.512275029387669e-05
Position 20244: 9.488273292140662e-05
Position 19195: 8.839281544314376e-05
Position 21619: 7.96451820335972e-05
Position 1401: 7.813784546188002e-05
Position 883: 7.666793289419087e-05
Position 16334: 7.57279079293863e-05
Position 15628: 6.794598115059141e-05
Position 3002: 6.225009143873254e-05
Position 19121: 6.0112993086189424e-05
Position 17982: 5.670183282602758e-05
Position 18002: 5.120079115496151e-05
Position 16382: 4.989848753218952e-05
Position 20495: 4.219358507513683e-05
Position 486: 4.0460690775488977e-05
Position 1151: 3.7304596328148625e-05
Position 15385: 3.498822999135878e-05
Position 18624: 3.256001906964326e-05
Position 19298: 3.2414297940133765e-05
Position 18645: 3.152888423862027e-05
Position 7329: 2.825552341941943e-05
Position 1425: 2.6929582387518987e-05
Position 19035: 2.5500536749826456e-05
Position 909: 2.509939863136413e-05
Position 727: 2.4031259548106437e-05
Position 366: 2.2693881768832895e-05
Position 824: 2.0405797027688174e-05
Position 807: 1.98353882183227e-05
Position 17070: 1.9385367157907798e-05
Position 19711: 1.902758561591965e-05
Position 17439: 1.7843874386446554e-05
Position 16669: 1.7403296789103573e-05
Position 15886: 1.733732309228725e-05
Position 17510: 1.687182372654048e-05
Position 16838: 1.587817095334096e-05
Position 15913: 1.3915574661609156e-05
Position 2036: 1.2247753567068109e-05
Position 1991: 1.1719449956711741e-05
Position 16000: 1.0671651308176776e-05
Position 1014: 9.63273063868493e-06
Position 410: 9.076349380323511e-06
Position 237: 8.887376832461619e-06
Position 856: 8.469665978847507e-06
Position 281: 8.286607489021623e-06
Position 741: 8.20252245286393e-06
Position 403: 7.702726126350181e-06
Position 17551: 7.065563210065781e-06
Position 760: 5.73223410658923e-06
Position 17230: 5.415915231360961e-06
Position 15424: 4.389585412323516e-06
Position 284: 4.317023697878417e-06
Position 15595: 4.298155443136153e-06
Position 480: 4.275071642319154e-06
Position 11008: 4.2330031305174415e-06
Position 770: 3.919137927945876e-06
Position 16269: 3.5090675540210245e-06
Position 273: 3.4054400463831107e-06
Position 17821: 3.1902786920179126e-06
Position 15807: 3.0587493844027413e-06
Position 183: 2.598630656963377e-06
Position 1883: 2.1815481596321556e-06
Position 1614: 1.7762861620154459e-06
Position 287: 1.5976707439091309e-06
Position 161: 1.2490208484295046e-06
Position 14228: 1.2357012255383557e-06
Position 200: 8.698405131084531e-07
Position 1086: 7.681818982381556e-07
Position 195: 6.114881974561159e-07
Position 144: 6.071110222339595e-07
Position 10017: 4.7438220698278205e-07
Position 118: 4.370589938726296e-07
Position 10116: 3.468402964112411e-07
Position 215: 3.3515300490826265e-07
Position 11367: 3.1021222226714814e-07
Position 15070: 2.888039196363618e-07
Position 368: 2.845743212003736e-07
Position 15937: 2.4048775981110237e-07
Position 304: 2.3684110360794665e-07
Position 296: 1.9551052629897577e-07
Position 206: 1.4546879207954886e-07
Position 121: 1.4293066595939748e-07
Position 612: 1.348794222485546e-07
Position 1180: 1.0380698074919011e-07
Position 1220: 9.875969693451546e-08
Position 324: 9.875670427530081e-08
Position 138: 8.303029096394005e-08
Position 5725: 6.571759839968034e-08
Position 15143: 5.6034497848162837e-08
Position 212: 5.4415073487871325e-08
Position 629: 5.212426981208786e-08
Position 164: 5.0386672783272107e-08
Position 693: 4.3005882014145116e-08
Position 321: 4.1926443199900186e-08
Position 107: 3.993658097707899e-08
Position 91: 3.928759529347389e-08
Position 291: 3.3121593372106884e-08
Position 614: 3.220999257738583e-08
Position 792: 2.6582174942693568e-08
Position 185: 2.599454447732498e-08
Position 337: 1.8978692983901526e-08
Position 168: 1.718384289358493e-08
Position 416: 1.6703522547914106e-08
Position 219: 1.2964177506163369e-08
Position 347: 9.90673947440361e-09
Position 14417: 6.929505259676521e-09
Position 861: 5.357161175480205e-09
Position 352: 4.7582970323926234e-09
Position 96: 4.172324614174164e-09
Position 130: 3.763867704105778e-09
Position 178: 3.3983256758543436e-09
Position 888: 2.833847438014036e-09
Position 1063: 4.811863050923228e-10
Position 333: 8.309259358047766e-11
Position 340: 4.9858049764422175e-11
Position 774: 3.2643712516284075e-11
Position 784: 2.1607966691654345e-11
Position 421: 2.4305552081513748e-12
Position 669: 1.1412713343706239e-12
