Gene = SKP2
Position 17553: 0.008426393290840968
Position 18387: 0.008006606344439563
Position 18025: 0.007565129036437781
Position 14490: 0.0073617661738664365
Position 555: 0.0068182070789817835
Position 17102: 0.006776714272730289
Position 25389: 0.006288636452491904
Position 22592: 0.005134159337835425
Position 29966: 0.004463410592641922
Position 26652: 0.003569557706387594
Position 606: 0.003259940794184769
Position 19383: 0.0026843567483398507
Position 25884: 0.002119669099741552
Position 990: 0.0017536894686429373
Position 4634: 0.0015326648746254805
Position 7877: 0.0013163969211052043
Position 156: 0.0012509246370510656
Position 5623: 0.0009539869875196582
Position 432: 0.0009276409163173576
Position 19951: 0.0008662662594643661
Position 4493: 0.000733576786953665
Position 5972: 0.0006870735262646545
Position 31079: 0.000667151692763379
Position 1930: 0.0006122023349061953
Position 758: 0.0005281009766466564
Position 295: 0.0004287017102428199
Position 11678: 0.00040528504803035895
Position 308: 0.0003806545457837464
Position 166: 0.00035873463913843444
Position 19373: 0.00034027217210472747
Position 12118: 0.00026620288619612397
Position 25196: 0.00025672554290797684
Position 13263: 0.00023136740679697548
Position 303: 0.00020885172561854322
Position 661: 0.0001959481713688644
Position 1127: 0.00019145293742986545
Position 2796: 0.00018735651433254467
Position 794: 0.00013801581790005073
Position 75: 0.00013499540210405142
Position 1991: 0.0001069309795562945
Position 998: 9.548532385447999e-05
Position 12561: 9.474848374148393e-05
Position 2134: 9.329208797584638e-05
Position 1668: 9.138718430204141e-05
Position 685: 7.082133423778534e-05
Position 19834: 5.456525457115611e-05
Position 590: 3.4766781060170803e-05
Position 342: 3.423183212886684e-05
Position 30914: 3.401073503655499e-05
Position 1526: 3.0570454232693675e-05
Position 340: 2.879051540048336e-05
Position 315: 2.53341784266876e-05
Position 807: 2.4790916415106982e-05
Position 1143: 1.2969461364938594e-05
Position 362: 1.2104766343322237e-05
Position 26: 1.1220196371735497e-05
Position 457: 8.707112407206959e-06
Position 1177: 8.561004828909342e-06
Position 378: 8.179329219616369e-06
Position 600: 7.245748654163047e-06
Position 1316: 5.776227453851993e-06
Position 45: 4.373819389468341e-06
Position 1335: 2.851563995775271e-06
Position 25534: 2.5178518629254467e-06
Position 939: 1.9833007318023608e-06
Position 1002: 1.4915766013859455e-06
Position 376: 1.4750724092960366e-06
Position 26098: 1.449037262262736e-06
Position 733: 1.2719323773191602e-06
Position 381: 1.2701264638490462e-06
Position 1410: 1.9628702674188146e-07
Position 508: 1.3090341060459827e-08
Position 430: 4.7636835807874876e-09
Position 461: 9.766559662159597e-11
Position 445: 7.094265598799399e-11
Position 58: 6.797252171149817e-12
Position 419: 1.5347820788645984e-12
Position 529: 1.40797008732117e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11577: 0.9884480296262386
Position 16245: 0.9448680638684263
Position 25117: 0.8965844086238345
Position 14451: 0.8840946697743972
Position 18276: 0.7717641526287837
Position 703: 0.699302475005451
Position 26530: 0.6958320638275469
Position 31772: 0.6062258323587889
Position 7705: 0.5580071387199038
Position 4376: 0.4593187119425006
Position 5389: 0.44303152439856497
Position 28078: 0.3227535881059635
Position 29750: 0.3133862762431265
Position 27878: 0.29406713713419014
Position 19535: 0.2755593300582496
Position 30792: 0.2714608230474861
Position 28102: 0.2507062547107386
Position 25311: 0.24440280295078756
Position 27395: 0.20434814281154376
Position 26724: 0.1878431645549532
Position 20546: 0.1686733038204844
Position 32011: 0.16369429961947446
Position 16814: 0.14731286606570987
Position 20078: 0.143053044268774
Position 946: 0.12980005489843977
Position 24897: 0.12543175491254052
Position 25521: 0.10124740291732111
Position 25071: 0.09872698463898869
Position 8036: 0.0952091281088323
Position 25610: 0.08810166465433311
Position 19471: 0.08128937249852008
Position 18352: 0.07878260241045426
Position 1734: 0.07689955845041314
Position 25656: 0.07675101097765903
Position 4612: 0.07424143319703388
Position 14178: 0.07332501810606344
Position 1245: 0.06962660909272708
Position 2290: 0.0682020021656011
Position 24974: 0.05262301744544281
Position 1319: 0.04397484651045674
Position 21400: 0.04328594661467494
Position 1371: 0.04313876631788949
Position 24774: 0.04285092441487292
Position 21787: 0.03744348185786392
Position 13065: 0.03630949388355375
Position 25743: 0.034648919740299614
Position 1667: 0.03360124892303969
Position 825: 0.0334111894834869
Position 5739: 0.03314547274457587
Position 25435: 0.03304819772372833
Position 14683: 0.030320991992313275
Position 16261: 0.029602810155001713
Position 675: 0.029486129599525426
Position 15574: 0.02806158017132647
Position 28967: 0.024372207571097745
Position 22346: 0.02437013282164505
Position 4360: 0.023782299191909356
Position 16529: 0.022836913575238496
Position 19267: 0.021575547879069273
Position 31220: 0.020699081316797485
Position 821: 0.01986996572986652
Position 2645: 0.018354708172727278
Position 20587: 0.017686007224124126
Position 29026: 0.017155647260472865
Position 430: 0.016945589636986894
Position 19581: 0.016824001470667142
Position 854: 0.01604628231471327
Position 25471: 0.015324076731715715
Position 29850: 0.014115419138912007
Position 16674: 0.013180108760616687
Position 17698: 0.012163988493685371
Position 2842: 0.01212934696304808
Position 16466: 0.011390708039092104
Position 27826: 0.011377954664603994
Position 25458: 0.01023795891637242
Position 2133: 0.009830617034940543
Position 1749: 0.009614851835195129
Position 798: 0.009538315482543745
Position 2835: 0.00950644666743888
Position 17474: 0.00842639329084097
Position 17661: 0.007824444222089938
Position 1559: 0.007510630615970751
Position 2903: 0.007421196069398893
Position 20566: 0.006899664743276719
Position 3885: 0.006764206499056469
Position 2512: 0.006676027374462525
Position 20250: 0.006623635105905208
Position 30870: 0.006303497701344995
Position 30202: 0.005972059640093669
Position 16751: 0.0057454775095389715
Position 775: 0.004952563838315025
Position 1248: 0.004808361979685931
Position 32062: 0.0048034044941772545
Position 19590: 0.004752230016371074
Position 2684: 0.0045639355780187
Position 26820: 0.004436863779935403
Position 16585: 0.004430581285984006
Position 16961: 0.004413485139948524
Position 4363: 0.004372524285588051
Position 27490: 0.003778942660752227
Position 16754: 0.003408044832788679
Position 362: 0.0034024973160823027
Position 3918: 0.0031707048828388236
Position 751: 0.0031400768098134623
Position 26635: 0.0030375284233037855
Position 1293: 0.002788969514170405
Position 18232: 0.0026927619125368465
Position 707: 0.00262923294039321
Position 340: 0.0024325271894929975
Position 28768: 0.0023938119360754143
Position 27758: 0.002380697684015684
Position 17838: 0.0018171851917539602
Position 5885: 0.0017484098551907774
Position 827: 0.0016347939779891142
Position 4839: 0.001630040333380589
Position 26983: 0.001539749152426159
Position 499: 0.00147350395217794
Position 4738: 0.0014460914208133061
Position 29882: 0.001423148522295045
Position 568: 0.0013037216934758782
Position 716: 0.0012693174695526841
Position 2488: 0.0012469237201594863
Position 886: 0.0012199877400501128
Position 1382: 0.0012077297904301359
Position 29197: 0.0010010047520628525
Position 3822: 0.0009826661136419562
Position 19798: 0.0008662662594643659
Position 1430: 0.0007284316344300373
Position 18025: 0.0007080491851318468
Position 26884: 0.0007065313069169356
Position 884: 0.0006763414037376596
Position 2751: 0.0004678229100444604
Position 16573: 0.0004543164375924292
Position 1345: 0.00044577874672338194
Position 2737: 0.00043831332366602396
Position 2224: 0.00037367588105118564
Position 15970: 0.00035079205248514844
Position 28352: 0.0003440731297766942
Position 20084: 0.0003232113754560247
Position 323: 0.00031849211650580893
Position 2161: 0.0003134406337989824
Position 477: 0.0002976809104608461
Position 2296: 0.0002747635437420842
Position 11917: 0.00026620288619612397
Position 2709: 0.000257471336944318
Position 16476: 0.00023223796566384302
Position 2172: 0.00020480273097622196
Position 28798: 0.00018633746312409708
Position 25333: 0.00014940385284924329
Position 5404: 0.0001432349096502253
Position 726: 0.00013807445460734268
Position 295: 0.00011444093763577677
Position 12467: 9.474848374148393e-05
Position 374: 9.308068601160692e-05
Position 908: 8.675372863264161e-05
Position 1077: 7.809780863688649e-05
Position 605: 5.8377680942982624e-05
Position 1113: 5.206067459857679e-05
Position 838: 5.006126480724938e-05
Position 1223: 4.05176870058768e-05
Position 630: 3.964163674643762e-05
Position 830: 3.87766488756458e-05
Position 779: 3.470326159611388e-05
Position 1272: 3.367748908818134e-05
Position 262: 2.9212995192769225e-05
Position 1267: 2.2116046528611438e-05
Position 1220: 2.0409212402791086e-05
Position 594: 1.8065671737772696e-05
Position 1929: 1.687637453068956e-05
Position 308: 1.4790342896543407e-05
Position 25350: 1.4440373204664928e-05
Position 1050: 1.1111908089216737e-05
Position 1975: 1.0948146853498028e-05
Position 2030: 8.460865670351515e-06
Position 16711: 7.104801007610127e-06
Position 736: 7.011144694509887e-06
Position 488: 6.81141180971934e-06
Position 1761: 4.661907972454226e-06
Position 1706: 3.86606063203891e-06
Position 2177: 3.177741654013646e-06
Position 2147: 2.5013494404583044e-06
Position 1604: 2.4751821905509433e-06
Position 910: 2.4601573675730722e-06
Position 1410: 2.2403171803439433e-06
Position 1758: 2.084179631349781e-06
Position 2647: 1.9029923875500374e-06
Position 842: 1.881164513452276e-06
Position 1524: 1.8107225828955042e-06
Position 1685: 1.6007859601777703e-06
Position 1526: 1.5630240290473345e-06
Position 25914: 1.4490372622627342e-06
Position 1305: 1.177023804902347e-06
Position 1060: 6.799866224148778e-07
Position 915: 6.613609349664409e-07
Position 719: 6.330166909927634e-07
Position 2115: 5.042693356942885e-07
Position 1052: 3.8348400285985936e-07
Position 953: 3.14230802655243e-07
Position 1530: 2.3667158696189363e-07
Position 203: 1.7649084526847687e-07
Position 508: 1.751079075235501e-07
Position 1094: 1.0309430569569606e-07
Position 1394: 9.345214282663107e-08
Position 516: 2.7606556928154296e-08
Position 222: 3.562081506595994e-09
Position 126: 1.8240721347088647e-09
Position 1146: 1.7664594041393085e-09
Position 99: 1.7058077858205161e-09
Position 228: 1.4901058738503473e-11
Position 148: 1.7117112526166267e-14
Position 156: 1.4397729324477053e-14
Position 96: 9.60122477779764e-15
Position 230: 8.470655061764342e-15
Position 140: 3.2468414247795046e-15
Position 110: 1.509185195831338e-15
Position 145: 7.061210708666133e-16
