Gene = INSL5
Position 647: 0.0020250900725730715
Position 2723: 0.001892357782510238
Position 1679: 0.0017401001207999482
Position 3403: 0.001731807468747096
Position 475: 0.0016411694572731465
Position 1220: 0.0015604389487797606
Position 3087: 0.0015216323241914716
Position 3356: 0.001456194522844984
Position 298: 0.001381316500125658
Position 743: 0.0013359332574158322
Position 740: 0.0011457375101702884
Position 2457: 0.0011237817323717565
Position 614: 0.0011210624928168296
Position 2442: 0.001048490761564794
Position 382: 0.0009319521386397452
Position 2026: 0.0008463893645788259
Position 1374: 0.0007670666408108029
Position 3383: 0.0005786808007702659
Position 2208: 0.0005729029771500609
Position 1716: 0.00044406415264504513
Position 2798: 0.0004031880018989208
Position 2872: 0.00038300484381093605
Position 310: 0.0003728224421170429
Position 759: 0.0003014342247393948
Position 2393: 0.0002709432033772154
Position 1735: 0.0002092501969821694
Position 2305: 0.0002036438585594563
Position 2071: 0.0001726308534627878
Position 1400: 0.00016436341221908604
Position 1865: 0.00016389165301891804
Position 1450: 0.00014019093010934607
Position 320: 5.413519281830368e-05
Position 594: 5.228951541777974e-05
Position 579: 3.9894595616651053e-05
Position 910: 3.927499950642494e-05
Position 1027: 3.3264791025965486e-05
Position 778: 3.29084845238744e-05
Position 524: 2.306606091401102e-05
Position 487: 2.0600682780954492e-05
Position 583: 2.0528869248719025e-05
Position 705: 1.882707373468407e-05
Position 270: 1.8104535080606208e-05
Position 637: 1.707984784660226e-05
Position 709: 1.5504121851563242e-05
Position 619: 1.4993593081485682e-05
Position 657: 9.62655288115113e-06
Position 967: 7.737504063360017e-06
Position 937: 5.0549284301227856e-06
Position 622: 4.1129362686378504e-06
Position 540: 3.8235044489533135e-06
Position 996: 2.6400465703410556e-06
Position 510: 1.360086180094297e-06
Position 389: 1.0787426213499841e-06
Position 807: 8.095728815916094e-07
Position 498: 7.067903537940392e-07
Position 837: 5.05629884060656e-07
Position 544: 3.2740987687325123e-07
Position 537: 3.223105614799094e-07
Position 527: 1.9622475988246568e-07
Position 168: 4.290339801929127e-09
Position 162: 2.533499470648316e-09
Position 200: 4.4968824847861983e-10
Position 89: 2.1542394064045906e-10
Position 205: 1.6776314693482603e-11
Position 92: 1.1368596718372994e-11
Position 128: 1.0034864342769546e-11
Position 184: 3.9645805980736325e-12
Position 174: 2.9202545361766054e-15
Position 177: 2.801249709444005e-15
