Gene = ISCA1
Position 12371: 0.2039022594894251
Position 16788: 0.20383091363004419
Position 2708: 0.1738604848360624
Position 11253: 0.15775009963083056
Position 4659: 0.14073087534411188
Position 6522: 0.10327747936249762
Position 16511: 0.08697632333833899
Position 13820: 0.08400341763686857
Position 1009: 0.08043606916239444
Position 4477: 0.06338210863494849
Position 10884: 0.05651733442532644
Position 2515: 0.05263097827584981
Position 2621: 0.05201915165220936
Position 11185: 0.043905178886292355
Position 10058: 0.039328133402123405
Position 1034: 0.0342770224174878
Position 10907: 0.032977887793206206
Position 16494: 0.03194028603403093
Position 10863: 0.031269289828092975
Position 1109: 0.028702377195398417
Position 10006: 0.02559380184926277
Position 15311: 0.025090852063220623
Position 1337: 0.024221927398614958
Position 11025: 0.024099255263419883
Position 6377: 0.022492162089201212
Position 2719: 0.019392340018689308
Position 2270: 0.018880686387196373
Position 16987: 0.01788759197994979
Position 10474: 0.016074812850758527
Position 3228: 0.015432805919695284
Position 16695: 0.014875923001239149
Position 11279: 0.014728250186830152
Position 17146: 0.014456125120419475
Position 16834: 0.011860806543956305
Position 16250: 0.011241623258534382
Position 2550: 0.010140802071796946
Position 8583: 0.00964183061097454
Position 10844: 0.009614358895937227
Position 17494: 0.007878758541225042
Position 13897: 0.007840544212472265
Position 3179: 0.007421717724463821
Position 1608: 0.006453116512008826
Position 2733: 0.005930504374684153
Position 10647: 0.005891683015653034
Position 9019: 0.00532110821670218
Position 2642: 0.004747851069659588
Position 16551: 0.0047143367233172025
Position 16224: 0.004497439891460541
Position 16652: 0.0041612597720341645
Position 4549: 0.0041148904870147215
Position 3064: 0.0037247629510016953
Position 2447: 0.003674114705002343
Position 3100: 0.003369381121248607
Position 617: 0.003208790744863471
Position 1080: 0.003179349996922764
Position 16202: 0.003091886972258953
Position 10933: 0.002847456430591638
Position 17758: 0.002710812851291652
Position 16340: 0.002705568707694365
Position 12412: 0.0025707541497724984
Position 16961: 0.0025082956699521842
Position 17016: 0.0024648411379768792
Position 387: 0.0024618430246164825
Position 949: 0.0023551093326470173
Position 961: 0.0020703975125752065
Position 12482: 0.0020143195099113337
Position 13643: 0.001912937704894636
Position 17694: 0.001886881811389533
Position 12710: 0.0018835898495893515
Position 10804: 0.0018751431101964346
Position 9434: 0.001820525981201095
Position 9404: 0.0018058609068253655
Position 290: 0.0017804492198639475
Position 1170: 0.001679509550329915
Position 12888: 0.0016505479825144863
Position 3128: 0.0015397881857037825
Position 10737: 0.0015248298794255408
Position 17251: 0.0015223050978288076
Position 11047: 0.0014353863107937298
Position 2384: 0.0013794522686677853
Position 3183: 0.0011979556663273265
Position 16818: 0.0011281346608495034
Position 11697: 0.0008616531724661214
Position 11455: 0.0008490155025823203
Position 2235: 0.0007886228979698093
Position 11089: 0.0007866857087823254
Position 1604: 0.0007534870732751445
Position 243: 0.0004995097194278367
Position 1628: 0.0004595972988106668
Position 11449: 0.00044690462952251347
Position 982: 0.00041357565953473554
Position 2310: 0.00022520405889503577
Position 14237: 0.00021567861492101864
Position 748: 0.00019085150837766187
Position 815: 0.00018512236274112934
Position 584: 0.00017501287100603682
Position 1434: 0.0001748632185294935
Position 11593: 0.0001614944191436121
Position 13185: 0.0001579140035779888
Position 899: 0.00014596663058280492
Position 860: 0.00014349957789891324
Position 4348: 0.00013612178681704807
Position 972: 0.00013295419827206903
Position 595: 0.00011872836665352137
Position 14302: 8.795861899776227e-05
Position 498: 8.657168760556937e-05
Position 12605: 6.678304581080391e-05
Position 501: 5.9265516753683195e-05
Position 1083: 5.829306628486311e-05
Position 938: 5.777058290752e-05
Position 1530: 5.6616266392708966e-05
Position 1111: 4.8559252515766144e-05
Position 1183: 4.648505406434938e-05
Position 416: 3.958080256891674e-05
Position 626: 3.3741730414880266e-05
Position 11539: 3.320524601045603e-05
Position 547: 2.8705887944355966e-05
Position 12557: 2.6380791981014097e-05
Position 2565: 1.6455374980713483e-05
Position 338: 1.626124603730781e-05
Position 2495: 1.6004765139147815e-05
Position 1257: 1.597350754019264e-05
Position 260: 1.3600924283350267e-05
Position 215: 1.3347344586153563e-05
Position 668: 7.899641947078457e-06
Position 210: 7.731121846952222e-06
Position 553: 7.4835804379277026e-06
Position 907: 3.739391041194205e-06
Position 503: 3.3215315457694636e-06
Position 690: 2.8277424226512015e-06
Position 1198: 2.247664633583276e-06
Position 785: 1.814961330952497e-06
Position 752: 1.3934303887670717e-06
Position 628: 1.0293465943472463e-06
Position 1371: 6.186726129207199e-07
Position 1295: 5.185513194487548e-07
Position 639: 4.4057533126532947e-07
Position 650: 4.157014659644429e-07
Position 1340: 4.0609989558264803e-07
Position 862: 2.845095188642132e-07
Position 828: 2.250254489199463e-07
Position 838: 1.9305692257628634e-07
Position 798: 1.52592197423744e-07
Position 720: 1.28609272237834e-07
Position 577: 1.2786093769677456e-07
Position 1471: 1.1181419201175513e-07
Position 1344: 9.175975308702485e-08
Position 560: 3.46798165290873e-08
Position 232: 1.2083409502598074e-10
Position 634: 9.17187639329596e-11
