Gene = TMA7
Position 803: 0.005581908117808936
Position 3716: 0.005273417828891522
Position 1107: 0.004731358160134022
Position 471: 0.0040533468776526626
Position 1405: 0.003961945323510357
Position 1648: 0.003462463841923525
Position 1187: 0.0033773204417437506
Position 1683: 0.0031935394657552907
Position 575: 0.0025329124000786473
Position 2455: 0.0024867944783685514
Position 2176: 0.0020542200076608982
Position 2220: 0.0019402933347613103
Position 1314: 0.0016216042162167914
Position 3809: 0.0016189273857520718
Position 3479: 0.001596745896045607
Position 2378: 0.0015321052303872197
Position 2557: 0.0014701504019788661
Position 1110: 0.001436115841729895
Position 2375: 0.0013913043600599713
Position 779: 0.0010259226242876952
Position 1820: 0.0009874034618296264
Position 1803: 0.0008991160594647096
Position 1616: 0.0008203763299018493
Position 1498: 0.0007973812195791432
Position 2238: 0.0007671220743792635
Position 724: 0.0006461681890746406
Position 940: 0.0005378611721922549
Position 2469: 0.00042958182212058207
Position 579: 0.0003422462086773331
Position 642: 0.0003210905692213011
Position 3161: 0.0003143853635783772
Position 1764: 0.00030848546388403844
Position 2060: 0.0003023143378854141
Position 2288: 0.00030167681162496154
Position 1064: 0.000297761184993203
Position 3061: 0.00029357094791052806
Position 3440: 0.00028332950412016
Position 2404: 0.000265224054321583
Position 1786: 0.00025590297176652897
Position 304: 0.00025535532735584124
Position 3790: 0.00024830413306732205
Position 970: 0.00024452088432382816
Position 973: 0.00022073115633779056
Position 3756: 0.00021085266940877177
Position 3852: 0.0001979044092836161
Position 1289: 0.0001976051347407319
Position 2095: 0.00017692480494819885
Position 2147: 0.00017006894320645033
Position 2641: 0.0001615453427316355
Position 995: 0.00015265657982261067
Position 1975: 0.00015113868274462637
Position 3246: 0.00013857746682330486
Position 3547: 0.000129978983931211
Position 1040: 0.00012145294344078063
Position 1592: 0.00012001383446892185
Position 1088: 0.0001179360727056738
Position 1873: 0.00010974931529579568
Position 1729: 9.48671055684725e-05
Position 119: 9.4493917701837e-05
Position 3823: 9.339029672775776e-05
Position 2733: 9.295052164677011e-05
Position 1473: 8.910805520884423e-05
Position 3210: 8.814568425098669e-05
Position 785: 8.495707479031315e-05
Position 3361: 8.125924339849904e-05
Position 839: 7.282561904468079e-05
Position 292: 7.210874488455616e-05
Position 1750: 7.188615187098605e-05
Position 3642: 6.639914814632074e-05
Position 1769: 6.537023611320736e-05
Position 3208: 6.474340942651941e-05
Position 1663: 6.13984523544279e-05
Position 877: 4.8757580285968536e-05
Position 860: 4.873727625018744e-05
Position 1537: 4.8158654565402e-05
Position 1137: 4.7545171081796766e-05
Position 529: 4.6633764783699395e-05
Position 603: 4.654723543864744e-05
Position 1899: 4.5464706107544834e-05
Position 2862: 4.444771654211526e-05
Position 2312: 3.926083194530157e-05
Position 2628: 3.617077314792157e-05
Position 3777: 3.5563960003250625e-05
Position 511: 3.495871037262873e-05
Position 2380: 2.8295276107132298e-05
Position 1555: 2.820273484503118e-05
Position 747: 2.524524421391904e-05
Position 322: 2.4721282893398722e-05
Position 1747: 2.402478293863246e-05
Position 1162: 2.3897712495785602e-05
Position 1444: 2.3088609334949573e-05
Position 2632: 2.1695479537331324e-05
Position 648: 1.6615651825635537e-05
Position 1342: 1.2797581341065889e-05
Position 171: 8.446335822435398e-06
Position 156: 6.207447194737428e-06
Position 153: 5.0335276639803985e-06
Position 159: 3.5812040420296463e-06
Position 180: 3.04415987036687e-06
Position 1883: 2.5277613717431138e-06
Position 515: 2.4524632728475018e-06
Position 301: 1.9918937169394053e-06
Position 535: 1.8675013367001628e-06
Position 559: 1.594649390901247e-06
Position 1894: 1.3623744544726426e-06
Position 1908: 1.354707994042001e-06
Position 325: 1.2193596517200856e-06
Position 1050: 1.167586994126167e-06
Position 1701: 8.88808295185189e-07
Position 999: 4.824450740582592e-07
Position 183: 4.7651301836038167e-07
Position 520: 4.59714839731919e-07
Position 177: 4.103536145673045e-07
Position 611: 3.787115984214267e-07
Position 605: 3.247777732008584e-07
Position 314: 2.771678335100284e-07
Position 1112: 2.707685074165417e-07
Position 975: 1.9307461908600735e-07
Position 539: 1.285310403393737e-07
Position 344: 1.192741897419593e-07
Position 623: 1.1251287833913494e-07
Position 432: 7.062441402618841e-08
Position 319: 6.727664233036637e-08
Position 251: 6.378329110969075e-08
Position 113: 4.0585815092058195e-08
Position 398: 2.9017859413415404e-08
Position 376: 2.143932610783653e-08
Position 349: 1.84721618960697e-08
Position 189: 1.3334911861466795e-08
Position 946: 1.0610470107042562e-08
Position 337: 2.3098454142625707e-09
Position 316: 2.058623996494461e-09
Position 192: 1.5265999864121515e-09
Position 392: 1.1086683348132435e-09
Position 77: 8.848260362099544e-10
Position 416: 8.507810071873137e-10
Position 334: 7.350634088176539e-10
Position 247: 4.3022182160864505e-10
Position 361: 2.445236995701705e-10
Position 258: 2.0084514900633522e-10
Position 206: 4.154533730201127e-11
Position 219: 2.1812173115126575e-11
Position 201: 1.6217909112507206e-13
