Gene = RP4-613B23.5
Position 12594: 0.0001702496559885237
Position 12573: 0.00016923146939382466
Position 1398: 0.00016725742109093879
Position 6714: 0.00015279071527161346
Position 6987: 0.00015165608067178974
Position 13340: 0.00014588042363563214
Position 10529: 0.00014152982974903155
Position 12267: 0.00012974606043793848
Position 5625: 0.000122736592397205
Position 11373: 0.00010253358797916991
Position 12690: 9.984629810132984e-05
Position 11414: 9.814382281943216e-05
Position 11135: 9.419706342695167e-05
Position 11447: 8.876026042896947e-05
Position 11162: 7.797167544277567e-05
Position 11538: 7.163217337169434e-05
Position 2565: 7.081031412849243e-05
Position 5345: 6.488338572179718e-05
Position 9668: 6.40741872265886e-05
Position 3031: 6.396558615757479e-05
Position 11541: 5.9913187908788004e-05
Position 10570: 5.786177007023734e-05
Position 2492: 5.400867964436456e-05
Position 10425: 5.397879336022255e-05
Position 1622: 5.2365323875993344e-05
Position 1273: 4.957429558553828e-05
Position 5261: 4.748849872027267e-05
Position 1070: 4.227935859742344e-05
Position 3792: 4.181931606047789e-05
Position 7027: 4.000809960570113e-05
Position 2826: 3.8779767150389996e-05
Position 3690: 3.625453898602962e-05
Position 6834: 3.0594799336913004e-05
Position 2217: 3.0423260307503512e-05
Position 2196: 2.918586390081217e-05
Position 1658: 2.7271178109050647e-05
Position 1872: 2.5673790678361783e-05
Position 2151: 2.2651773927548045e-05
Position 1911: 2.161079949150884e-05
Position 3542: 2.066487609110325e-05
Position 1661: 1.9635234068831697e-05
Position 2308: 1.9498661548054762e-05
Position 6871: 1.5183976894729002e-05
Position 2109: 1.2155154743170888e-05
Position 8298: 1.1873353130402366e-05
Position 2731: 9.837867498185575e-06
Position 7736: 9.67534986358381e-06
Position 1024: 7.71801920314202e-06
Position 4652: 7.022183894420345e-06
Position 6399: 5.777930619707717e-06
Position 5371: 5.74856409184501e-06
Position 4554: 5.4176049698945356e-06
Position 4216: 5.3139165783390045e-06
Position 2126: 3.965386061773609e-06
Position 2033: 3.90326758116878e-06
Position 1899: 3.7031438204282246e-06
Position 1171: 3.503903268259419e-06
Position 3093: 3.4016247155483634e-06
Position 3044: 3.203514865467598e-06
Position 3915: 2.815396517028662e-06
Position 3377: 2.7401020216196942e-06
Position 4668: 2.564767776183939e-06
Position 1109: 1.9508973845147077e-06
Position 1026: 1.5461743188589305e-06
Position 1721: 1.4732620869294474e-06
Position 476: 1.356337013957126e-06
Position 1983: 1.0250126226304813e-06
Position 1541: 9.368104958785249e-07
Position 1751: 9.180594273124683e-07
Position 2130: 8.73081490520023e-07
Position 2527: 7.641857447980988e-07
Position 1049: 5.132759654362345e-07
Position 791: 4.564462833031902e-07
Position 439: 2.98301894487224e-07
Position 1819: 2.962090943389299e-07
Position 853: 2.145290145494856e-07
Position 459: 2.141971221074324e-07
Position 435: 2.137665432398745e-07
Position 825: 2.0228203168995084e-07
Position 1175: 1.5664929099595088e-07
Position 1503: 1.3770666959706825e-07
Position 2792: 1.2993383519529754e-07
Position 1958: 1.2457794741761079e-07
Position 442: 1.2246950952055355e-07
Position 3259: 1.1216991268470156e-07
Position 868: 1.1077135476650762e-07
Position 493: 1.0835340374776218e-07
Position 794: 1.0805396769485809e-07
Position 404: 8.67509910699579e-08
Position 393: 6.869532143676991e-08
Position 1123: 6.300723021349298e-08
Position 1203: 6.279700681008287e-08
Position 1149: 6.184847294964473e-08
Position 1004: 5.14268282205685e-08
Position 2240: 3.9235331435358256e-08
Position 487: 3.6887140794775676e-08
Position 726: 3.423707968811445e-08
Position 478: 2.9746425597171403e-08
Position 1708: 2.0457822934909618e-08
Position 1207: 2.015638410907117e-08
Position 771: 1.9979028586430055e-08
Position 448: 1.4768484245549335e-08
Position 887: 1.2992610472966268e-08
Position 407: 1.2506688583662224e-08
Position 664: 1.1796428332708954e-08
Position 832: 9.552866038067952e-09
Position 532: 9.475481823948239e-09
Position 738: 7.1273870642748635e-09
Position 391: 7.014700325217802e-09
Position 835: 6.3396526685738974e-09
Position 894: 4.686483025908056e-09
Position 507: 4.297000103038352e-09
Position 1571: 4.0974972170915e-09
Position 239: 3.839152467857654e-09
Position 754: 2.9446184263237516e-09
Position 1701: 2.0687812893068484e-09
Position 689: 1.2776352969816592e-09
Position 210: 1.0675904997145761e-09
