Gene = PRRT3
Position 439: 2.0671464029654427e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 3480: 0.896689737259331
Position 186: 0.6311391921046297
Position 4392: 0.5731288105554739
Position 3205: 0.2551843149892399
Position 805: 0.2187146412180658
Position 151: 0.1473065914248489
Position 2924: 0.14112848196395889
Position 1181: 0.13609065534528408
Position 4291: 0.1351060267832297
Position 3226: 0.1293926944410116
Position 3521: 0.09133128998075647
Position 2221: 0.07437315613265677
Position 6682: 0.07061719715038543
Position 1226: 0.03954347098709435
Position 5839: 0.030923635703025417
Position 6060: 0.03052179397777145
Position 6723: 0.025497945027013153
Position 5570: 0.022282695131768955
Position 3013: 0.02142304147512723
Position 2797: 0.02021150320509832
Position 1246: 0.018122130018975193
Position 1760: 0.015154175294916847
Position 3202: 0.014285676382334024
Position 4446: 0.011776902652129422
Position 3070: 0.01167981019472012
Position 1195: 0.009930647103889368
Position 4114: 0.00940497646715106
Position 4808: 0.008492952530197702
Position 5436: 0.008199622577714418
Position 1106: 0.007831302485723212
Position 4704: 0.007249365138355978
Position 414: 0.0071633004986553514
Position 6015: 0.006922492303315303
Position 2885: 0.006794531381898031
Position 3372: 0.006742255278231079
Position 4426: 0.006322958269656366
Position 310: 0.005818401178109832
Position 6086: 0.005635903768298444
Position 6139: 0.005470441139042603
Position 3582: 0.005460200754647546
Position 2155: 0.005069979411168015
Position 5027: 0.005051312458469531
Position 1809: 0.004876726820386154
Position 1066: 0.0048102617839235985
Position 5217: 0.004549984472318004
Position 3266: 0.00408385912281666
Position 6698: 0.0038939960760792296
Position 881: 0.0032270528077097166
Position 4437: 0.0030653330879364484
Position 5394: 0.002792421462480884
Position 3879: 0.0026793702159672384
Position 3787: 0.002604074162226599
Position 4537: 0.002545262760666849
Position 326: 0.002449459074128404
Position 4451: 0.0024231940996666036
Position 5457: 0.0023277394361352196
Position 1007: 0.002206394362533869
Position 4117: 0.002174549951917552
Position 1035: 0.002016432732002007
Position 3041: 0.0018360737911487233
Position 3755: 0.0017705856840981886
Position 1625: 0.0015967355898942387
Position 1205: 0.001564884236338542
Position 4716: 0.001424980167349422
Position 4331: 0.001250149496345963
Position 3904: 0.0012374539052028267
Position 563: 0.0011666731229159853
Position 3930: 0.0010661249222249942
Position 1055: 0.0010099927478219846
Position 780: 0.0010072477982814828
Position 1479: 0.0009907226756546957
Position 4206: 0.0009461666444658722
Position 6264: 0.0008596670112832857
Position 5926: 0.000851340927217536
Position 2757: 0.0008338335086989598
Position 3010: 0.0007953784278932534
Position 3982: 0.0007011348222225722
Position 338: 0.0006972418582791293
Position 755: 0.0006548243650632284
Position 5879: 0.0006477705249030177
Position 2980: 0.0006411036980156232
Position 2438: 0.0006280769322959469
Position 360: 0.0005952634223469099
Position 4881: 0.0005809507527064874
Position 6831: 0.000514265592744937
Position 1845: 0.0005121501993802768
Position 1258: 0.00048624664675297823
Position 498: 0.0004752897593782919
Position 3847: 0.00040981552879323647
Position 812: 0.00040869884447075844
Position 4950: 0.00040804923848819106
Position 5183: 0.00040073137558587353
Position 995: 0.00039898225866916035
Position 4713: 0.00037652958351542555
Position 4191: 0.0003446859072799792
Position 4398: 0.00034053773126352713
Position 4173: 0.00033333163430815296
Position 4551: 0.00033061380990717377
Position 4971: 0.000299345400121731
Position 6845: 0.00029443388987901724
Position 2422: 0.00029051577638083243
Position 4496: 0.00028551159725563504
Position 785: 0.0002623571749327298
Position 1592: 0.0002456255628127381
Position 1803: 0.00023702126493030186
Position 1633: 0.00023400767849837922
Position 6148: 0.0002116048615323939
Position 481: 0.00020225992669928376
Position 4018: 0.0001997091861398224
Position 5332: 0.00019751466371056408
Position 5997: 0.00017767071482655746
Position 439: 0.00016064879699139212
Position 1277: 0.00013084357641151287
Position 728: 0.0001271316936544957
Position 5782: 0.0001190214123670865
Position 5461: 0.00010734696359460626
Position 3976: 0.00010279306175688875
Position 817: 9.537895223694962e-05
Position 5279: 9.15700779727733e-05
Position 1457: 8.840042552603714e-05
Position 4131: 8.679752592481756e-05
Position 1728: 6.874248622361642e-05
Position 470: 6.770130784595907e-05
Position 3766: 4.979403735978483e-05
Position 200: 3.828759568667648e-05
Position 4170: 3.755675360426271e-05
Position 3632: 3.708101868030051e-05
Position 869: 3.511885479790827e-05
Position 3936: 3.364786633807004e-05
Position 652: 3.147493758483306e-05
Position 1304: 3.140273183517404e-05
Position 744: 2.3922459280375486e-05
Position 854: 2.359349818561791e-05
Position 674: 1.7115945837849002e-05
Position 1567: 1.6926751262871845e-05
Position 679: 1.5319100803370164e-05
Position 520: 1.4984170041208325e-05
Position 159: 1.4479547096910525e-05
Position 1411: 1.4124726717314395e-05
Position 1070: 1.4051236443836884e-05
Position 271: 1.3066642933976683e-05
Position 1039: 7.857673499515453e-06
Position 877: 7.674684104404547e-06
Position 985: 7.229500476629753e-06
Position 883: 6.980033645466574e-06
Position 1113: 6.686629199474044e-06
Position 372: 6.519718704899234e-06
Position 1508: 6.141970544960423e-06
Position 732: 5.937735374327191e-06
Position 659: 5.705478214262487e-06
Position 1353: 5.316584898405427e-06
Position 212: 4.358378670182399e-06
Position 828: 3.4046388684694167e-06
Position 716: 2.2086959261487025e-06
Position 684: 1.8636152861110863e-06
Position 701: 1.8404773184786165e-06
Position 713: 1.4235724440404183e-06
Position 916: 1.422828400283902e-06
Position 369: 1.248896163677028e-06
Position 977: 1.1307416623388161e-06
Position 979: 1.0573660177013207e-06
Position 445: 8.054883633228906e-07
Position 223: 6.509427933366343e-07
Position 1522: 4.0152950612703533e-07
Position 340: 3.030536017696432e-07
Position 238: 2.872598975402436e-07
Position 121: 2.802206850051766e-07
Position 229: 2.52414075212117e-07
Position 2084: 1.937438417683158e-07
Position 342: 1.538376209372208e-07
Position 241: 1.4024361162437817e-07
Position 1076: 1.182074324420175e-07
Position 902: 5.3889642947715816e-08
Position 374: 3.1782684843897105e-08
Position 235: 2.9236073577900172e-09
Position 244: 2.105734386416886e-09
Position 218: 1.9457030655106375e-09
Position 220: 1.895207841255757e-09
Position 208: 1.6747614238320265e-09
Position 247: 1.459141116095052e-09
Position 278: 1.4561737569103755e-09
Position 232: 1.3259060300325478e-09
Position 250: 7.900311854568359e-10
Position 216: 3.05143114428792e-10
Position 252: 2.8687063330563673e-10
Position 262: 1.3981034308524583e-10
Position 385: 1.0439517777372495e-10
Position 396: 1.2472917854587477e-11
Position 380: 1.0861449868455104e-13
