Gene = HYI
Position 1008: 0.001683419588908494
Position 1067: 0.0016780717904006201
Position 2784: 0.0016361445428611033
Position 2109: 0.0013193943130550632
Position 1945: 0.0010021571352108636
Position 1894: 0.000898886087864351
Position 1525: 0.0007926555378124673
Position 2921: 0.0007279518466657667
Position 541: 0.0006351766487719306
Position 1876: 0.0005743578498929729
Position 1860: 0.0005568129986886384
Position 898: 0.0005100324708584869
Position 1215: 0.000463639443620943
Position 1513: 0.0004389380466031056
Position 2050: 0.0004258198587284852
Position 1378: 0.00037337681070279046
Position 2053: 0.0003724994517873005
Position 1132: 0.00035751185015755153
Position 1030: 0.0003256506492085034
Position 2651: 0.00029953647426077615
Position 2311: 0.00029590963391054305
Position 2147: 0.0002635039002693942
Position 1600: 0.00023690196887110037
Position 834: 0.00022903142710874267
Position 660: 0.0002233265976900847
Position 2407: 0.0002229108533622557
Position 193: 0.00021871414431670044
Position 2161: 0.0002176270400782493
Position 847: 0.00020156507524893714
Position 1224: 0.00019512062079446408
Position 958: 0.0001839415758480252
Position 2737: 0.00017530749038118144
Position 2534: 0.0001672731341472484
Position 1147: 0.00015773631424132468
Position 281: 0.00015474561481937794
Position 1094: 0.00015236006127706397
Position 2940: 0.0001353121857311921
Position 1700: 0.0001302722649863793
Position 98: 9.821844085980146e-05
Position 1487: 9.251932021460058e-05
Position 843: 9.174046483979884e-05
Position 914: 9.079482723632883e-05
Position 1390: 8.39220176938637e-05
Position 2686: 7.676553864711794e-05
Position 869: 7.449631472673525e-05
Position 2490: 6.37436506673175e-05
Position 1840: 6.089285728257554e-05
Position 537: 5.862772816674972e-05
Position 2872: 5.4776281038791894e-05
Position 902: 5.287228323731289e-05
Position 2477: 4.657102723645564e-05
Position 2216: 4.297685580275135e-05
Position 2625: 4.1365311206080004e-05
Position 2927: 3.580953079649642e-05
Position 2487: 3.4645526730649716e-05
Position 1152: 3.195849400817192e-05
Position 944: 2.4424839340347898e-05
Position 962: 2.2198632725249283e-05
Position 1012: 2.1532595568402436e-05
Position 474: 2.1410274471266326e-05
Position 1604: 2.1260070660920365e-05
Position 500: 2.1222170368090476e-05
Position 987: 1.9977975787265665e-05
Position 243: 1.843606724153976e-05
Position 1589: 1.803271789380663e-05
Position 603: 1.6046707535869013e-05
Position 1393: 1.286526704037408e-05
Position 882: 1.2377352506202715e-05
Position 2540: 1.2269174891866594e-05
Position 2739: 1.0708713560130276e-05
Position 1570: 1.0346544454880923e-05
Position 1400: 1.0132080671880053e-05
Position 1293: 1.0077210795621982e-05
Position 948: 9.061699971160422e-06
Position 677: 8.177850642041838e-06
Position 1354: 8.164267245699557e-06
Position 1183: 7.322285107494423e-06
Position 1348: 7.298518319929445e-06
Position 2471: 7.0444835373289765e-06
Position 2500: 6.225136432521663e-06
Position 324: 6.005973042039181e-06
Position 1111: 5.810243832050767e-06
Position 829: 5.337272262474587e-06
Position 1851: 4.646674522965733e-06
Position 587: 4.158209921500898e-06
Position 104: 1.6974472451149636e-06
Position 294: 5.583628560705088e-07
Position 333: 4.317531961237484e-07
Position 358: 4.1933351386691336e-07
Position 1049: 3.885477980400173e-07
Position 568: 3.8242602294638074e-07
Position 2572: 3.1289037832736573e-07
Position 919: 2.8175375179933276e-07
Position 684: 2.372847421502944e-07
Position 692: 2.315191122966865e-07
Position 695: 2.1491879907507346e-07
Position 1044: 1.9102992678699955e-07
Position 303: 1.8582454275784214e-07
Position 505: 1.4833979853379267e-07
Position 851: 1.4253201447033436e-07
Position 502: 1.3437820803874273e-07
Position 1230: 1.0048764965627185e-07
Position 554: 8.286855051234566e-08
Position 556: 6.522596839045962e-08
Position 565: 9.128717419191768e-09
Position 108: 8.878633834098203e-09
Position 449: 5.248920829497268e-09
Position 462: 4.743797348844284e-09
Position 355: 4.133600752738219e-09
Position 113: 2.4554065147944566e-09
Position 111: 9.345371537650117e-10
Position 854: 8.249661313631132e-10
Position 454: 8.937571295058248e-11
Position 413: 3.4296596372572947e-12
Position 422: 1.3659321601476214e-12
