Gene = MECR
Position 30062: 0.002579264119694369
Position 29788: 0.002124580905404718
Position 29938: 0.0019671196200431234
Position 28: 0.0017438112198346417
Position 28331: 0.0017343910859465446
Position 36466: 0.0014015492893284637
Position 590: 0.0013207499164970798
Position 30030: 0.000887353764820261
Position 28427: 0.0007042308720973664
Position 2052: 0.0004966131728414019
Position 2817: 0.0004920722268793663
Position 3145: 0.0004607696724960185
Position 2866: 0.00043693321596068437
Position 437: 0.00041967971536628786
Position 36907: 0.00034428267867547623
Position 2894: 0.00033199628838029516
Position 4495: 0.0003233358661170842
Position 6834: 0.00030332462518758047
Position 11232: 0.0002728022624429744
Position 6103: 0.00026486437726493963
Position 239: 0.00022028958251429993
Position 29115: 0.00018469740777300655
Position 32: 0.00013933184378203177
Position 547: 0.0001068800478274907
Position 28013: 7.199560040125044e-05
Position 6476: 4.771730048317859e-05
Position 39: 2.890687308988404e-05
Position 14: 2.8085544839326456e-05
Position 10: 2.340499269369422e-05
Position 435: 1.8594693217095182e-05
Position 702: 1.4384393542559716e-05
Position 698: 1.2181846626036581e-05
Position 566: 1.054066324321497e-05
Position 417: 7.332886811177461e-06
Position 30462: 7.13411350455552e-06
Position 30438: 2.753695078425245e-06
Position 4508: 2.355074325142458e-06
Position 1878: 1.5537110081905538e-06
Position 2065: 1.3316059593611996e-06
Position 3138: 1.2454048784118273e-06
Position 1654: 1.1984775027624016e-06
Position 3192: 8.856783795649988e-07
Position 2219: 8.248435687612608e-07
Position 4516: 6.413198445363254e-07
Position 1874: 6.346358828129517e-07
Position 164: 5.63509442974961e-07
Position 361: 5.534281668791603e-07
Position 1141: 5.037551306277533e-07
Position 3349: 4.83543615413867e-07
Position 3173: 4.2474747379506804e-07
Position 452: 3.668307029469495e-07
Position 3739: 2.672383952250889e-07
Position 1047: 2.391037544448146e-07
Position 3086: 2.3005404943037627e-07
Position 1863: 2.0630563196070504e-07
Position 2949: 1.873102518147124e-07
Position 46: 1.5186050571433747e-07
Position 3744: 1.208892427742071e-07
Position 4273: 1.0938687085715781e-07
Position 73: 9.312457678397416e-08
Position 8: 5.371798330426842e-08
Position 102: 4.489609675819424e-08
Position 497: 2.105693753454151e-10
Position 713: 2.0424628316181522e-10
Position 838: 1.0213871471478712e-11
Position 771: 7.860029706915511e-12
Position 197: 6.820071390137277e-13
Position 338: 3.0210348589878375e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 525: 0.9954086905661701
Position 9989: 0.9930099242144632
Position 24026: 0.9853434661892261
Position 30342: 0.965591992672239
Position 28886: 0.9465282424833035
Position 27698: 0.9337949806929324
Position 14795: 0.9142059749627137
Position 34918: 0.8873012994463535
Position 14246: 0.7611196961390682
Position 29413: 0.5787405050026053
Position 36752: 0.5747821838409424
Position 21027: 0.5416506354989452
Position 17575: 0.4137149722771816
Position 35472: 0.3348538097109523
Position 7619: 0.244160799935674
Position 9731: 0.19311737656582972
Position 7990: 0.16253904475854764
Position 17447: 0.15739142695276753
Position 7671: 0.15530438767432
Position 36829: 0.14512505512892176
Position 24740: 0.14510176383693366
Position 29768: 0.14442489792772434
Position 6142: 0.11096881569353696
Position 37034: 0.10723999439311176
Position 32923: 0.09755290756599208
Position 31752: 0.08874490067056522
Position 9598: 0.08797180641724466
Position 28264: 0.08775396778641872
Position 34673: 0.08665516084638061
Position 14418: 0.08415026885285108
Position 18523: 0.07908107556686078
Position 32637: 0.07053293305432103
Position 8247: 0.07047303273920275
Position 14119: 0.06865555504691043
Position 7987: 0.05658942245014608
Position 6342: 0.05198430605600424
Position 5394: 0.050381439838204756
Position 13167: 0.046196684572263225
Position 7715: 0.037679476236539125
Position 27656: 0.0363159504046318
Position 35524: 0.025236611892490473
Position 36526: 0.025229645462086406
Position 24696: 0.02392729634587068
Position 33614: 0.023346920814379484
Position 34936: 0.022887578015471442
Position 6518: 0.021688906798627075
Position 35538: 0.019395316531829267
Position 34889: 0.01869234350197701
Position 36436: 0.018468861324279263
Position 29275: 0.016932708971062128
Position 7904: 0.016888369936454973
Position 36680: 0.015102401431428648
Position 33672: 0.014876474460903146
Position 36630: 0.014843712848090015
Position 36227: 0.01412794601982207
Position 5889: 0.013374391195223587
Position 27715: 0.013131250273083301
Position 35558: 0.013075809581768493
Position 30437: 0.012781719619675098
Position 4981: 0.012567156661291235
Position 35659: 0.012291079470630194
Position 24546: 0.011897585531261507
Position 4616: 0.011571183415153629
Position 30271: 0.01048906304164646
Position 4193: 0.010112821859105446
Position 35824: 0.009862622827556587
Position 33588: 0.00972898613007184
Position 28113: 0.009126259036974432
Position 32667: 0.009017351528085164
Position 6013: 0.008802213331474065
Position 29418: 0.008741717628408915
Position 7957: 0.008526788458047543
Position 31767: 0.00803656888077061
Position 30097: 0.007944689710082742
Position 29743: 0.007151246707944326
Position 32660: 0.006714897232442264
Position 32537: 0.0064179561341406
Position 29534: 0.006170301601713945
Position 31749: 0.005995122516717535
Position 36841: 0.005924322277894559
Position 5254: 0.005812462055222823
Position 6471: 0.005775262152414131
Position 32970: 0.005419265040759615
Position 36460: 0.005419134083643408
Position 30603: 0.005322556011325969
Position 3061: 0.005257046354018269
Position 30006: 0.005094059111916655
Position 37067: 0.00487397217167556
Position 6521: 0.004699073871382462
Position 28171: 0.00418925795312214
Position 6279: 0.003956031717158671
Position 3035: 0.003590795216717991
Position 24321: 0.003521973556456992
Position 2999: 0.0034631746640915013
Position 32462: 0.0034008376066529313
Position 31860: 0.003255764359967548
Position 500: 0.0030493352995268662
Position 36582: 0.0030319936293880367
Position 35498: 0.002681746948014545
Position 4369: 0.002651633398189959
Position 5952: 0.0026508342762445215
Position 6016: 0.002556577091218757
Position 29773: 0.002341908343773426
Position 2940: 0.0022844701444726273
Position 29139: 0.0021786827583504275
Position 4413: 0.002107712660909264
Position 31717: 0.002043113478305815
Position 33753: 0.002036391371487804
Position 4927: 0.0018755876912564297
Position 4394: 0.0018572182092647807
Position 3123: 0.0016536625783477716
Position 5209: 0.0015923703296737998
Position 37001: 0.00133474228577967
Position 4446: 0.0012477666583396352
Position 33062: 0.001196373772452985
Position 32707: 0.0011955563129779079
Position 2725: 0.0011778266704376048
Position 28899: 0.001089668662371632
Position 28629: 0.0010407644213223772
Position 35218: 0.0009978013335812954
Position 29125: 0.0009773640785289994
Position 5121: 0.0009515994322734335
Position 28902: 0.0009474108567109592
Position 29382: 0.0009255449948560524
Position 35401: 0.0008170294007886083
Position 29255: 0.0008049910690954174
Position 6391: 0.0007890275504873403
Position 29227: 0.0007811310216977864
Position 30109: 0.0007105779314786063
Position 29465: 0.0006990271008362676
Position 35106: 0.0006922355255568915
Position 35370: 0.0006749603284238747
Position 27994: 0.0006656201154672337
Position 35098: 0.0006542798608835637
Position 2965: 0.0006217096026947996
Position 30643: 0.0006176098471762563
Position 29655: 0.0006130818647771936
Position 32674: 0.0005957137425029844
Position 348: 0.00059148074600459
Position 5158: 0.0005910917659874953
Position 29870: 0.0005772316580297032
Position 29806: 0.0005535469565441908
Position 28207: 0.0005025141473903895
Position 28058: 0.00047206161202390006
Position 29518: 0.0004594010087930535
Position 33478: 0.0004576989546130283
Position 1968: 0.0004503496638128357
Position 28809: 0.00043921171399142805
Position 30302: 0.00039553086670716464
Position 28694: 0.0003832075479668345
Position 5023: 0.00033260836207093256
Position 28848: 0.00031435846476098457
Position 29481: 0.0003135173687780967
Position 5826: 0.0002931948762623889
Position 6302: 0.00027600721326173465
Position 4766: 0.00023754113043400273
Position 29681: 0.0002028831315259313
Position 11052: 0.00019888794712705934
Position 32049: 0.00019743776817843112
Position 32700: 0.00018216963636259872
Position 30792: 0.00015122740058854414
Position 29143: 0.0001191325346676836
Position 6076: 0.00010961932176230465
Position 30506: 0.0001081835655675824
Position 2948: 9.994289189391362e-05
Position 3143: 9.743330374489684e-05
Position 29714: 9.03998203271703e-05
Position 2749: 8.321332772738675e-05
Position 7909: 7.612299578189036e-05
Position 4273: 7.407753045778921e-05
Position 11184: 7.391431531591504e-05
Position 28735: 7.378983719652168e-05
Position 31399: 7.218059410196217e-05
Position 29770: 7.206902602685299e-05
Position 4790: 6.736784728853833e-05
Position 3038: 4.4527141825068775e-05
Position 1877: 4.179626143628765e-05
Position 27919: 3.8225013426181425e-05
Position 4247: 3.450528250887012e-05
Position 27874: 3.377058697506901e-05
Position 3212: 2.461214634341877e-05
Position 3137: 2.2799369847742055e-05
Position 441: 7.712614573443209e-06
Position 2018: 6.343245809653444e-06
Position 30628: 2.369486554914683e-06
Position 4840: 1.7354209302740802e-06
Position 1747: 1.1191763778016788e-06
Position 1814: 9.499852360677964e-07
Position 565: 9.264520357288076e-07
Position 30389: 7.510860192747494e-07
Position 1606: 6.27367066702848e-07
Position 30588: 4.882992792287665e-07
Position 1462: 4.0368725991041753e-07
Position 886: 3.6780134136068197e-07
Position 4032: 3.296557002474425e-07
Position 1423: 2.2973633472880672e-07
Position 1047: 2.0669372045268768e-07
Position 1358: 1.8266685309034467e-07
Position 3629: 1.738672426974209e-07
Position 2115: 1.6142877182215117e-07
Position 3533: 1.5891842746953462e-07
Position 2879: 1.4700842255378483e-07
Position 916: 1.3315096922810795e-07
Position 1468: 6.481839954088006e-08
Position 1383: 5.7725464187886325e-08
Position 3162: 5.704809291822532e-08
Position 2970: 5.6059273507170794e-08
Position 3599: 5.534196783234006e-08
Position 2137: 4.1831662408703117e-08
Position 1087: 3.5212854031090006e-08
Position 1929: 3.5157910212432694e-08
Position 541: 2.7261468015249943e-08
Position 306: 2.4501384517970774e-08
Position 370: 1.48107226566145e-08
Position 287: 1.2600868621344968e-08
Position 249: 1.0878442442882626e-08
Position 281: 1.0548111893337693e-08
Position 92: 8.8195935035909e-09
Position 277: 8.050132596897795e-09
Position 656: 4.78690902647911e-09
Position 400: 4.566414728550988e-09
Position 313: 4.542038416138581e-09
Position 546: 4.326873946425085e-09
Position 353: 4.113016337272099e-09
Position 334: 3.842312340025342e-09
Position 299: 3.483225017434352e-09
Position 329: 2.349063133565154e-09
Position 142: 2.0703738336709168e-09
Position 308: 1.7616289011302382e-09
Position 188: 1.2970207133168877e-09
Position 262: 1.0551021984972193e-09
Position 323: 9.097258605460236e-10
Position 73: 3.7216913336765195e-10
Position 193: 1.9310262466909554e-10
Position 374: 1.8757826744493663e-10
Position 357: 1.0687564255715717e-10
Position 279: 6.946953716445225e-11
Position 295: 6.892645251865325e-11
Position 220: 3.8748185451335515e-11
Position 206: 2.3509271036800397e-11
Position 544: 1.4337574111586708e-11
Position 229: 1.3919857354054528e-11
Position 380: 6.9713319917553506e-12
Position 659: 3.7065368164971765e-12
Position 702: 2.793844540968408e-12
Position 588: 2.4423741506595107e-12
Position 574: 2.3866796685728037e-12
Position 387: 8.479669622902735e-13
Position 666: 7.229730643751667e-13
Position 537: 6.053739550958108e-13
Position 208: 5.81739673527215e-13
Position 733: 5.192372544262901e-13
Position 389: 4.3147025948300127e-13
Position 707: 1.1047772325642646e-13
