Gene = CAMLG
Position 582: 0.0039969183213111326
Position 2114: 0.0033412232255514
Position 3208: 0.0032518870763681975
Position 8721: 0.003176995811287116
Position 3102: 0.002921756339034641
Position 3183: 0.0028666015271426666
Position 553: 0.002830058399733004
Position 2846: 0.002822177204513063
Position 8001: 0.002609670723239737
Position 4569: 0.0025409998491718612
Position 3299: 0.0024881220745977205
Position 4263: 0.0023623613655731845
Position 9544: 0.002316217420924878
Position 8157: 0.0021972424568578106
Position 6294: 0.002022684310943373
Position 650: 0.001989038491999754
Position 1186: 0.0019034117497988812
Position 8695: 0.0016698260847125708
Position 2862: 0.001625166013021216
Position 3661: 0.0016067463780804012
Position 3630: 0.0015476214810454308
Position 604: 0.0015396932277089445
Position 2567: 0.0014579939400157283
Position 6389: 0.00140970465432612
Position 2041: 0.0012362105560834247
Position 784: 0.0012157646971750254
Position 672: 0.0012121446421522926
Position 5259: 0.0011591093335206323
Position 1377: 0.0011063333388454828
Position 1414: 0.0010451697518651661
Position 6340: 0.0009789983351556183
Position 6688: 0.0009755444117213947
Position 7389: 0.0009270839506438995
Position 839: 0.0009103370974014443
Position 1193: 0.0009085498835426109
Position 803: 0.0008795920020288723
Position 1595: 0.0008401292920224161
Position 2619: 0.0008262301779153162
Position 6215: 0.0008212884439022831
Position 442: 0.0007132899334724779
Position 6428: 0.0005866891113451571
Position 5551: 0.0005653051042497357
Position 2824: 0.000522547892857344
Position 1987: 0.0005065864203079825
Position 2810: 0.00048209806517819783
Position 758: 0.00047275885536134094
Position 3000: 0.00045814571335426035
Position 4886: 0.0004344007523039889
Position 3131: 0.00037731783649757374
Position 2851: 0.0003339201429663791
Position 2788: 0.00033164938990216833
Position 2457: 0.00031445609771773436
Position 1219: 0.0003057589727317816
Position 3967: 0.00029563464547680424
Position 707: 0.0002900718301256702
Position 2760: 0.00028413185885046847
Position 6275: 0.00027163952448356693
Position 2590: 0.00024274175484807216
Position 1125: 0.00023912106757947976
Position 5656: 0.0002360233443186867
Position 2755: 0.00023110752525935569
Position 1958: 0.00022632016085433657
Position 1395: 0.00022292211820743878
Position 392: 0.00022259402782781072
Position 2137: 0.0002127307323956434
Position 5909: 0.00020837070243846572
Position 5722: 0.00020653044587766158
Position 2509: 0.00019849765756464207
Position 2996: 0.0001961418622364013
Position 3105: 0.00013569220537114633
Position 624: 0.0001262746691782817
Position 3552: 0.0001195968731875726
Position 4420: 0.0001193926203225255
Position 907: 9.543630315798567e-05
Position 4097: 9.299217608270613e-05
Position 2360: 9.048987142967009e-05
Position 2384: 8.591735990714425e-05
Position 2430: 6.690592038024176e-05
Position 1852: 6.606833615079111e-05
Position 2020: 4.822347329184374e-05
Position 3151: 4.6975855021820296e-05
Position 1817: 4.464997566507362e-05
Position 2120: 4.117859744351333e-05
Position 2290: 3.079146732810733e-05
Position 1895: 2.9540529692107073e-05
Position 2293: 2.4629776391704563e-05
Position 473: 1.9382278558249365e-05
Position 1139: 1.6781264099477517e-05
Position 1304: 1.610022339095656e-05
Position 872: 1.3567172023996031e-05
Position 2319: 1.271684633121539e-05
Position 957: 1.2504847322557547e-05
Position 1113: 5.613338463582223e-06
Position 1106: 4.153526184582561e-06
Position 1419: 4.043295449997048e-06
Position 998: 3.960601118569001e-06
Position 2539: 2.0399860748367585e-06
Position 2520: 1.3800898766563286e-06
Position 1201: 6.629091760857578e-07
Position 1095: 4.780729535082286e-07
Position 566: 4.36040919943974e-07
Position 1085: 3.458471631854467e-07
Position 1267: 3.318699870051258e-07
Position 985: 3.2894141540560054e-07
Position 245: 3.18945238610866e-07
Position 509: 2.1184452660292594e-07
Position 915: 1.9672987903048712e-07
Position 1476: 1.9289203888905802e-07
Position 1647: 1.65172236881638e-07
Position 274: 1.4236733611153957e-07
Position 1567: 1.3933341122664064e-07
Position 1661: 1.303413465157121e-07
Position 1445: 1.2296666801489373e-07
Position 1068: 1.1145297717697416e-07
Position 680: 9.958925530202432e-08
Position 909: 3.4546043349659046e-08
Position 197: 2.3012015716422488e-08
Position 1003: 2.102631967756045e-08
Position 654: 1.579885681560376e-08
Position 877: 8.79713769586104e-09
Position 533: 5.130936163770576e-09
Position 343: 1.7508925724902537e-09
Position 315: 5.312782375878125e-10
Position 104: 5.287784463053581e-11
Position 180: 1.303411092804361e-11
Position 209: 1.269816215591365e-11
Position 224: 1.2574499763957679e-11
Position 171: 2.0520207568406508e-12
Position 283: 1.608447956432361e-13
Position 220: 5.648909514073564e-14
Position 157: 4.715587772711289e-14
Position 296: 2.0409492850937488e-14
Position 118: 1.9084975355614192e-14
Position 125: 8.142527230120959e-15
Position 155: 6.286006159675985e-15
Position 298: 7.677807890696471e-16
