Gene = IQCB1
Position 9023: 3.4905542133704477e-06
Position 4185: 2.5523951823967625e-06
Position 1067: 2.4712426592409394e-06
Position 1289: 2.3780174687201785e-06
Position 4250: 1.9108448674797453e-06
Position 10399: 1.6702748772595156e-06
Position 3401: 1.5010939116419442e-06
Position 1182: 1.4180584484017368e-06
Position 794: 1.3449358388552816e-06
Position 10107: 1.3043300860263108e-06
Position 560: 1.280994076942447e-06
Position 1147: 1.2413522310376404e-06
Position 513: 1.1259737192079461e-06
Position 1126: 1.1139960143054845e-06
Position 528: 1.076818098372318e-06
Position 621: 1.0706610978124746e-06
Position 1220: 9.646419013018365e-07
Position 7535: 9.431236636573827e-07
Position 615: 9.201690704357792e-07
Position 1490: 8.641818118074157e-07
Position 537: 6.791209079949249e-07
Position 168: 5.877391369214482e-07
Position 198: 5.009403521463662e-07
Position 7479: 4.798491459786554e-07
Position 1390: 4.670854790679038e-07
Position 10371: 4.4789802476863117e-07
Position 1641: 3.1509214237884537e-07
Position 6900: 2.4180348736206667e-07
Position 499: 2.0089327165981172e-07
Position 329: 1.8859202449737775e-07
Position 427: 1.7971378956561485e-07
Position 611: 1.533672162704151e-07
Position 176: 1.4021832903635248e-07
Position 338: 8.224668824345395e-08
Position 202: 6.594673176694893e-08
Position 461: 6.45938479358167e-08
Position 488: 5.546148934866629e-08
Position 387: 5.510907158333657e-08
Position 309: 5.2281739455257244e-08
Position 410: 4.96528246316217e-08
Position 261: 4.433481064661764e-08
Position 515: 3.8998245048472246e-08
Position 509: 3.765762564635781e-08
Position 485: 3.6370348238396436e-08
Position 990: 2.6482464116818798e-08
Position 184: 2.5886036625656383e-08
Position 763: 2.35070408454609e-08
Position 356: 2.2970055384043766e-08
Position 296: 2.1901159031127518e-08
Position 994: 2.1899728767397984e-08
Position 551: 1.9349914362506666e-08
Position 657: 1.6883812080079184e-08
Position 370: 1.5437937386483765e-08
Position 214: 1.2271016893894505e-08
Position 960: 8.898455497560516e-09
Position 171: 6.610147818561451e-09
Position 638: 4.137410795778174e-09
Position 650: 3.1017893714366433e-09
Position 156: 1.647302956300691e-09
Position 706: 1.4049085714894352e-09
Position 148: 1.0168382906034742e-09
Position 524: 3.4416401433968527e-10
Position 378: 3.195134707426873e-10
Position 506: 9.726610588485204e-11
Position 346: 9.240559023662907e-11
Position 10079: 8.629002771046003e-11
Position 303: 7.547561299261473e-11
Position 9211: 1.610919911563202e-11
