Gene = SIGMAR1
Position 2975: 0.00025197359939549223
Position 1145: 0.000248131500386324
Position 1098: 0.00019825578934672196
Position 2353: 0.0001911071428385641
Position 2244: 0.00016244977679284067
Position 1545: 0.00015613571047538795
Position 318: 0.00011473050893789346
Position 1237: 9.509051213879413e-05
Position 364: 7.248250697797454e-05
Position 1328: 6.17403755244628e-05
Position 145: 4.3417782918900034e-05
Position 556: 3.341118903324867e-05
Position 1498: 3.3339607202065945e-05
Position 430: 2.6253151119293776e-05
Position 79: 1.185531227745782e-05
Position 287: 8.485522576653683e-06
Position 596: 7.223877007686098e-06
Position 505: 6.933373547102475e-06
Position 698: 5.011725528430867e-06
Position 277: 4.180766303637593e-06
Position 174: 4.01453998726313e-06
Position 194: 3.855607340203908e-06
Position 743: 2.7509637263290815e-06
Position 1308: 2.5655211151477046e-06
Position 757: 1.7841063099462717e-06
Position 932: 1.7055723771598773e-06
Position 801: 1.2445397625813443e-06
Position 236: 1.1072539471309495e-06
Position 856: 1.013527212288333e-06
Position 238: 8.161137502828597e-07
Position 786: 6.146943725213336e-07
Position 859: 4.248689661158477e-07
Position 741: 3.96139915902089e-07
Position 272: 3.2601986329032947e-07
Position 217: 1.6194035210193066e-07
Position 243: 5.8433770315192724e-08
Position 267: 3.416374002598328e-08
Position 196: 1.8450190042207093e-08
Position 200: 1.7680110854852132e-08
Position 739: 9.531479014385945e-09
Position 205: 7.31113479550588e-09
Position 573: 1.035839477606655e-09
Position 562: 9.810830933828868e-10
Position 761: 3.668642167546925e-10
Position 252: 2.9154579100978554e-10
Position 229: 2.3681100571531588e-12
Position 247: 1.7305196182679926e-13
