Gene = AZIN2
Position 1173: 1.4568994917861394e-05
Position 706: 1.2416318240229068e-05
Position 974: 1.1437636071609592e-05
Position 17082: 9.530788786071584e-06
Position 556: 7.4649219715847726e-06
Position 17782: 5.861303560406806e-06
Position 42: 3.67908123399721e-06
Position 1153: 3.5176865399628755e-06
Position 17197: 3.223999727987111e-06
Position 17486: 2.2203577967966546e-06
Position 17290: 1.45391029364706e-06
Position 18080: 6.94002922162155e-07
Position 1167: 4.468769222937616e-07
Position 52: 2.1830139748848806e-07
Position 2034: 1.6459844861797955e-07
Position 313: 1.5806199463366178e-07
Position 1117: 1.2243411624955808e-07
Position 164: 8.989819189935994e-08
Position 1526: 6.084023706802869e-08
Position 174: 5.7710267582988254e-09
Position 445: 1.0616085581144776e-10
Position 315: 7.898977508480319e-11
Position 902: 1.0309326297548002e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16953: 0.9989932230280528
Position 10936: 0.972118147339693
Position 1064: 0.9256045426335202
Position 10709: 0.9092910495730316
Position 15593: 0.7001406409400872
Position 13434: 0.5465464791290667
Position 12168: 0.4045893541121725
Position 2840: 0.336524215144047
Position 13468: 0.30744278010128023
Position 16025: 0.2584084154382392
Position 12145: 0.19097957821669606
Position 20493: 0.18118609088671256
Position 13761: 0.12609779412143984
Position 16550: 0.12496424037882145
Position 277: 0.12037812291578362
Position 20719: 0.11354370997520506
Position 274: 0.11016071846436662
Position 487: 0.10980479445952579
Position 15636: 0.10838680134517374
Position 18069: 0.09245007008571907
Position 18643: 0.08437351515801719
Position 16352: 0.08366650516669899
Position 1904: 0.07848825580914995
Position 18184: 0.07809389674937055
Position 1949: 0.056603016360589536
Position 17671: 0.05600655934608277
Position 1084: 0.054838763635577166
Position 11839: 0.05234723479415345
Position 22532: 0.04967972346546745
Position 1864: 0.04604599443743404
Position 19340: 0.044514932645926805
Position 16469: 0.04436575646200519
Position 5244: 0.04145244011884469
Position 2909: 0.041357166028288275
Position 12939: 0.03567295280577273
Position 22281: 0.034378141979871
Position 12252: 0.033409723775921885
Position 15948: 0.031642520331911096
Position 21281: 0.030493474716934407
Position 20669: 0.029921484054653922
Position 11748: 0.027800781931412447
Position 18421: 0.027058343346514177
Position 7292: 0.026980202618390705
Position 2695: 0.026817351409710605
Position 18482: 0.02623800030843907
Position 1925: 0.026202756616584687
Position 22529: 0.025801600746326436
Position 22122: 0.024082596474796054
Position 21399: 0.02379032057534289
Position 19773: 0.019011627721888306
Position 21201: 0.017366793774064013
Position 23326: 0.01695768747793318
Position 21308: 0.01694346136654019
Position 18887: 0.014443385439902267
Position 20591: 0.013903450874663256
Position 22209: 0.01368467237216422
Position 24917: 0.01361842420414637
Position 21396: 0.012854414705304336
Position 13449: 0.01241970973556471
Position 17178: 0.01227269091024824
Position 15969: 0.012129725801495761
Position 7052: 0.011791667512462172
Position 20408: 0.01160035361583934
Position 17152: 0.010650822577315628
Position 21140: 0.010495135555027273
Position 2945: 0.010405467960093177
Position 20110: 0.010282222814952375
Position 1997: 0.010165599744853338
Position 1751: 0.008905882392734127
Position 22790: 0.008859261805885336
Position 21046: 0.00870628365108748
Position 16204: 0.008645393516974497
Position 15615: 0.00813619388637102
Position 21010: 0.007954720133059123
Position 524: 0.007427943518620778
Position 1697: 0.007098564980906254
Position 24846: 0.0067606357990319926
Position 18551: 0.0057425468736764865
Position 22044: 0.005685353030340992
Position 15889: 0.005387054783236705
Position 1134: 0.005198046944510348
Position 22721: 0.005041824513514936
Position 17507: 0.004915032047683085
Position 22512: 0.004779645631368984
Position 1606: 0.004660609291432707
Position 1510: 0.004651653261569291
Position 18311: 0.004353539839973647
Position 7148: 0.004148050394013315
Position 845: 0.003851739936114418
Position 20829: 0.003745219615962194
Position 20136: 0.003722350513353995
Position 661: 0.003650719905214577
Position 1844: 0.0034945409458906522
Position 13097: 0.003397128032692378
Position 11876: 0.00338172102382277
Position 1584: 0.0032620328227748537
Position 2792: 0.0029987068905089204
Position 20753: 0.0028870013223444707
Position 21576: 0.0028831107008077794
Position 352: 0.002874988796760013
Position 797: 0.0027077171693302587
Position 1444: 0.0026758325731408186
Position 13710: 0.00233330703876698
Position 17387: 0.0021585004333481658
Position 18825: 0.001973099180318137
Position 19769: 0.0019250000617101434
Position 19481: 0.0018275707064401106
Position 17915: 0.0018006522262322708
Position 17539: 0.001632470417092566
Position 5037: 0.0015278023238131122
Position 1100: 0.0015062617533687943
Position 21915: 0.0014969004469304122
Position 18663: 0.0014676535999274876
Position 21867: 0.001461353491824849
Position 279: 0.0014602538756966193
Position 16356: 0.0013645779553985802
Position 18828: 0.0013644759709425531
Position 1113: 0.0012683470256483623
Position 15437: 0.001229235385260635
Position 1953: 0.0011798467126660568
Position 943: 0.0010834790203093083
Position 18152: 0.0010124114801228375
Position 19366: 0.0010015897032447801
Position 18334: 0.0009909557155633416
Position 17862: 0.0009824503269494317
Position 324: 0.0009773176512053155
Position 13304: 0.0009165211729314881
Position 1645: 0.0008906606038243852
Position 1727: 0.0007443587170289139
Position 18080: 0.0007138877751515425
Position 15447: 0.0006431161930980884
Position 19843: 0.0006018550194879139
Position 1034: 0.0005964732267770036
Position 16827: 0.0005348186834177699
Position 1285: 0.000530003121988745
Position 355: 0.00042193686287922557
Position 1097: 0.00041759275698898825
Position 1453: 0.00040791507615206465
Position 11622: 0.0004004320810068891
Position 1232: 0.0003866646639816802
Position 2060: 0.00033982120660380934
Position 13018: 0.00033805176332979
Position 1121: 0.0002736769478439484
Position 17978: 0.00025172242251278
Position 5088: 0.000251341752441537
Position 442: 0.00023423785770592786
Position 490: 0.00019150891013399398
Position 2557: 0.00018049980137416286
Position 1878: 0.00016831351742726465
Position 699: 0.00015431171506759346
Position 2111: 0.0001252680574912858
Position 1549: 8.838368194157016e-05
Position 1589: 7.178643473467887e-05
Position 2984: 6.924301284393562e-05
Position 747: 6.35690878248191e-05
Position 1739: 5.137678390164466e-05
Position 331: 4.1183161370668146e-05
Position 1458: 4.114361607967007e-05
Position 18019: 4.0478768830848406e-05
Position 598: 4.0446366656624386e-05
Position 17929: 3.8531222682960756e-05
Position 805: 3.708788913720619e-05
Position 534: 3.691411519723912e-05
Position 181: 2.888773269831033e-05
Position 1315: 2.15839785799638e-05
Position 755: 2.026761612167128e-05
Position 381: 1.6571777421941074e-05
Position 550: 1.3952584767339163e-05
Position 542: 1.2811407406143259e-05
Position 1556: 1.0023666385923505e-05
Position 648: 9.229618448511699e-06
Position 1369: 7.886070477124135e-06
Position 604: 7.341191847667753e-06
Position 1020: 6.277326803912231e-06
Position 384: 6.206258132619118e-06
Position 556: 5.690997008250626e-06
Position 625: 4.492737475315851e-06
Position 1181: 2.9686124938256426e-06
Position 17322: 2.849047933146997e-06
Position 622: 2.7768843541899952e-06
Position 1306: 2.4247196986829973e-06
Position 847: 1.962039446641454e-06
Position 667: 1.1039666847973276e-06
Position 628: 1.1002310402745865e-06
Position 1208: 2.683680090789585e-07
Position 1302: 9.734860385847915e-08
Position 871: 6.54754918378895e-08
Position 1373: 4.7478946907059334e-08
Position 1290: 3.6352978586674416e-08
Position 146: 5.4249001635969255e-09
Position 161: 4.460875262238255e-09
Position 391: 4.017267506062106e-09
Position 457: 3.984323149300054e-09
Position 445: 3.671513188088296e-09
Position 561: 3.6229793112510162e-09
Position 606: 2.942109929969002e-09
Position 77: 1.8773404835713905e-09
Position 616: 1.390299411105709e-09
Position 195: 1.2302403250635506e-09
Position 427: 9.056315956125679e-10
Position 186: 3.7438172269440375e-10
Position 17417: 3.0404670510568856e-10
Position 92: 2.5084678133073187e-10
Position 106: 3.952682762017595e-11
Position 217: 3.720527101461499e-11
Position 102: 3.19236215271165e-11
Position 115: 1.9040064992739498e-11
Position 123: 1.4456923848162594e-11
Position 207: 1.0796068686281314e-11
Position 108: 6.23454955825913e-12
Position 110: 3.984128815933529e-12
Position 400: 3.343783622754364e-14
