Gene = NUPL2
Position 245: 0.0057152354582341485
Position 1657: 0.0055568944387395305
Position 224: 0.00502958964874553
Position 1395: 0.004906011053492076
Position 1435: 0.004478824707205098
Position 8886: 0.003962016513822572
Position 18749: 0.0037891929238072367
Position 17906: 0.003613842694938956
Position 2929: 0.0035978604402918976
Position 17934: 0.003581723269315393
Position 3298: 0.003455261195124794
Position 9998: 0.003328855906282775
Position 9132: 0.003086778388252977
Position 4450: 0.0027606339158395645
Position 19078: 0.002675307572089125
Position 3438: 0.002638449483712719
Position 536: 0.0026346609512690328
Position 188: 0.002154507470564863
Position 18017: 0.0019997844338177123
Position 18112: 0.001998353615567986
Position 3616: 0.0019768450261511464
Position 18921: 0.0018779448965197075
Position 2850: 0.001754908846381946
Position 15859: 0.0016923475740430905
Position 18034: 0.0016170584301572538
Position 18428: 0.001579168744081434
Position 1788: 0.001566669024235979
Position 2212: 0.0015294185402362276
Position 17863: 0.0014438030910669374
Position 18686: 0.0013909195844542881
Position 9763: 0.001315881011564059
Position 18575: 0.0013100231164915577
Position 8821: 0.0012964737650435162
Position 4505: 0.0012559564614886827
Position 973: 0.0011530702071342823
Position 5090: 0.0011367431451095359
Position 4659: 0.00109969671711945
Position 2080: 0.001093719974205154
Position 5181: 0.0010813168007843086
Position 5178: 0.0010425660945620001
Position 18454: 0.0010364973272961218
Position 10837: 0.0010071533105116956
Position 5229: 0.0009704505993538741
Position 18216: 0.0008328811545223204
Position 17315: 0.0008303813019126306
Position 4707: 0.0008248211701656645
Position 1578: 0.0007699115818050181
Position 4790: 0.0007578940150129557
Position 5295: 0.000733614169489086
Position 9760: 0.0007240007911045585
Position 18607: 0.0007074769685947469
Position 1575: 0.0007018047431605489
Position 4882: 0.000670467680832958
Position 12173: 0.0006530328032461157
Position 1801: 0.0005917956044447246
Position 2395: 0.0005788966813797474
Position 1138: 0.0005649940205922667
Position 1022: 0.0005642799913104116
Position 662: 0.0005263686355299066
Position 4299: 0.0004934706657412828
Position 9910: 0.00046050269373326284
Position 18349: 0.00043373995668910526
Position 1629: 0.0004218929042207849
Position 9236: 0.0004213082917671367
Position 1855: 0.00040967157646650427
Position 3692: 0.00039683387294150497
Position 1487: 0.0003622718656678968
Position 1455: 0.00033432128971422424
Position 12552: 0.0003120250505966537
Position 1671: 0.0002977404678500634
Position 4865: 0.0002931711148301171
Position 17311: 0.00028825034840043127
Position 5102: 0.0002867693938735722
Position 18728: 0.00028464320400137374
Position 4424: 0.00025035607051309517
Position 18888: 0.0002480581482041085
Position 3393: 0.00023851726989826394
Position 5129: 0.00023723024587168025
Position 1058: 0.00023518311306062442
Position 4398: 0.0002348094769023801
Position 3273: 0.0002203953280919616
Position 18469: 0.00020992394697316337
Position 1298: 0.00020030519906973207
Position 335: 0.0001729548594965476
Position 1988: 0.00017121975685887778
Position 19036: 0.0001536042001305625
Position 822: 0.00015281292805229156
Position 2171: 0.00015210615595632077
Position 5060: 0.0001516536936665895
Position 3957: 0.0001278709755958958
Position 11521: 0.00012295883464106408
Position 3591: 0.00012054163716120151
Position 304: 0.0001079540093652716
Position 178: 9.153762991539876e-05
Position 994: 7.989859987409484e-05
Position 709: 7.782980708414737e-05
Position 3933: 6.726962835246481e-05
Position 757: 6.333225561635786e-05
Position 1016: 6.048623975114371e-05
Position 12574: 5.621836659816739e-05
Position 3661: 4.905376299181782e-05
Position 3621: 3.90832901408075e-05
Position 3808: 3.5645107726059886e-05
Position 11339: 1.8245413719423062e-05
Position 3451: 1.5713115320874507e-05
Position 12548: 1.2542262699355822e-05
Position 5799: 2.897257777265698e-06
Position 6205: 2.669102412147124e-06
Position 231: 1.5430487914128205e-06
Position 343: 9.760746931812338e-07
Position 639: 9.236455202306355e-07
Position 624: 8.956224484599301e-07
Position 5824: 7.447785211081611e-07
Position 586: 6.893212599552065e-07
Position 1257: 6.573234392821287e-07
Position 696: 4.466317300044422e-07
Position 1070: 3.612666526125446e-07
Position 369: 3.0671406269588885e-07
Position 1270: 2.3647130411111256e-07
Position 366: 2.1525182222438362e-07
Position 1203: 1.8779790482036496e-07
Position 739: 1.6544731614093505e-07
Position 754: 1.4210819768322195e-07
Position 379: 1.2928435995331828e-07
Position 1813: 1.1876878698863048e-07
Position 715: 9.644033946280734e-08
Position 413: 6.47009510624802e-08
Position 136: 2.911734890935397e-08
Position 372: 2.514723746668917e-08
Position 357: 1.5435981851439054e-08
Position 349: 7.092464801222097e-09
Position 346: 4.9114370294276795e-09
Position 161: 4.852091334029427e-09
Position 720: 4.122598266710208e-09
Position 733: 3.284271359629444e-09
Position 421: 2.891865805472111e-09
Position 839: 1.6988939914375809e-09
Position 146: 1.1246279162691753e-09
Position 158: 4.119681751429269e-10
Position 84: 6.1098962436869e-11
Position 126: 4.4447678834591026e-12
Position 143: 4.227230826916494e-12
Position 116: 2.2302995279534896e-12
Position 114: 2.186514821848721e-12
