Gene = WARS2
Position 5906: 9.827477342522044e-05
Position 4349: 9.380740592645299e-05
Position 6013: 8.148340138260286e-05
Position 5227: 8.032677715133084e-05
Position 4389: 7.77770824647727e-05
Position 4461: 6.818509437450318e-05
Position 291: 6.60218564745299e-05
Position 7359: 6.103602949046967e-05
Position 4633: 4.5755433483548405e-05
Position 4329: 4.395461033419523e-05
Position 6716: 4.37095475590385e-05
Position 5324: 3.479580349916152e-05
Position 7563: 3.213539380496434e-05
Position 573: 2.90406613614199e-05
Position 5785: 2.4629485560839753e-05
Position 968: 2.0606953076578005e-05
Position 7911: 1.8322613750319036e-05
Position 1948: 1.5724424930133476e-05
Position 3205: 7.184743474397913e-06
Position 5230: 7.055855815460768e-06
Position 4846: 6.10958010237084e-06
Position 5001: 6.042628190982159e-06
Position 2346: 6.02846542059071e-06
Position 2863: 4.757798399230782e-06
Position 1881: 4.607824762420451e-06
Position 1993: 4.49852869175085e-06
Position 5310: 4.4090460894682765e-06
Position 1528: 3.998615816207662e-06
Position 691: 3.2835381100370195e-06
Position 570: 2.1401264613630504e-06
Position 2442: 2.0653389808264127e-06
Position 2421: 2.015480552404116e-06
Position 555: 1.9194741786648736e-06
Position 5117: 1.8062535494848894e-06
Position 279: 1.5212564078304388e-06
Position 1972: 1.3692262117399134e-06
Position 939: 1.1939457274300673e-06
Position 1013: 1.01938031371054e-06
Position 4763: 9.706677919693005e-07
Position 7936: 9.558276306496955e-07
Position 511: 6.826454847207221e-07
Position 1630: 6.355712112579164e-07
Position 2024: 6.014796247873156e-07
Position 598: 5.930852653244908e-07
Position 1172: 5.621381547950571e-07
Position 682: 1.2590740377519738e-07
Position 4737: 8.247137809072432e-08
Position 921: 7.66514833336204e-08
Position 433: 6.740798163344986e-08
Position 750: 5.2989449412156875e-08
Position 1122: 4.367626086505122e-08
Position 887: 2.9012212418425607e-08
Position 581: 2.268545914068651e-08
Position 377: 1.771847262223846e-08
Position 693: 1.305152069758917e-08
Position 161: 1.1706775404772203e-08
Position 820: 9.239857490759663e-09
Position 435: 3.942960952695247e-09
Position 544: 2.834787079776296e-09
Position 604: 2.5198090240543877e-09
Position 1063: 2.121137413464163e-09
Position 1176: 1.4181631092141406e-09
Position 372: 1.29289653496361e-09
Position 670: 7.067922155890456e-10
Position 594: 7.014291639687179e-10
Position 449: 7.00957845574831e-10
Position 894: 3.9453487059073823e-10
Position 530: 3.846424772393552e-10
Position 672: 1.726030873828932e-10
Position 126: 2.0062831235198123e-13
Position 408: 3.9306874626874474e-17
