Gene = C8G
Position 781: 3.656805456516665e-05
Position 1237: 3.656130813667905e-05
Position 570: 3.364429909540571e-05
Position 1489: 3.23967418274323e-05
Position 695: 3.054202220379514e-05
Position 1622: 2.3949638099967515e-05
Position 900: 2.0859502482812495e-05
Position 350: 2.0791639715391846e-05
Position 1553: 1.7273873493385887e-05
Position 287: 1.6348843726537174e-05
Position 481: 1.4500049424621764e-05
Position 1070: 1.440653346485714e-05
Position 1110: 1.3392508176133342e-05
Position 1259: 1.321320972818536e-05
Position 494: 1.1460735042706985e-05
Position 1000: 1.1371490431567892e-05
Position 1319: 1.0428600521542227e-05
Position 1564: 9.729931706141681e-06
Position 1330: 8.27307253704761e-06
Position 1449: 7.535394005489748e-06
Position 1262: 6.970465431332663e-06
Position 313: 6.873058019601299e-06
Position 1119: 6.5439391667526135e-06
Position 1277: 6.218958288063005e-06
Position 756: 5.488950178120189e-06
Position 705: 4.975673047282301e-06
Position 1083: 4.852129211661834e-06
Position 290: 4.5977634252676e-06
Position 525: 4.540026728186736e-06
Position 1546: 4.311926725831719e-06
Position 912: 4.118910433262245e-06
Position 318: 4.0248573964529265e-06
Position 1087: 3.1461415930885796e-06
Position 282: 2.2810397745322797e-06
Position 321: 2.085654787935876e-06
Position 946: 1.833520197870235e-06
Position 1108: 1.7391681796424456e-06
Position 520: 1.2118702216458862e-06
Position 959: 9.320423874728833e-07
Position 1247: 8.955390902090362e-07
Position 878: 7.5888258958e-07
Position 514: 6.187251893809121e-07
Position 919: 3.817652715629934e-07
Position 1335: 3.2692554114926155e-07
Position 963: 2.0778953375378943e-07
Position 296: 1.6414017272801926e-07
Position 125: 1.6061077019508137e-07
Position 160: 1.5879040864380757e-07
Position 743: 1.3537274548294243e-07
Position 280: 1.0022817176989576e-07
Position 122: 8.361554428013153e-08
Position 747: 6.515406295287392e-08
Position 924: 2.942406750260446e-08
Position 266: 8.191437123965011e-09
Position 263: 2.093113004652138e-09
Position 131: 1.7185889577566447e-09
Position 170: 5.375484184638779e-10
Position 197: 3.3638042884214637e-10
Position 194: 8.170594701886609e-11
Position 176: 2.1970274552397132e-11
Position 249: 5.896395393847883e-12
Position 326: 5.360975871082611e-12
Position 133: 1.0128915092072937e-12
Position 219: 4.232282065358104e-14
Position 223: 2.3187372198461964e-14
Position 217: 1.9074712512659682e-14
Position 972: 2.9185344728511086e-16
Position 201: 1.809158682390375e-16
Position 251: 8.963664425451825e-17
Position 204: 5.515483438856863e-17
Position 255: 3.679659754139376e-17
Position 227: 3.165798294511511e-17
