Gene = LEP
Position 1497: 0.012685113035978343
Position 8893: 0.012516576283479438
Position 14865: 0.011879794386098897
Position 3154: 0.011609364795692476
Position 13695: 0.011372764344237474
Position 10992: 0.009654835924382326
Position 3135: 0.00961811181809495
Position 2517: 0.00955835374565254
Position 11864: 0.009141998747007132
Position 12851: 0.009128190339959754
Position 13250: 0.007915285500817038
Position 4878: 0.006618502797317532
Position 4870: 0.006129604022961146
Position 14528: 0.006021997767964803
Position 8313: 0.0058082220351768155
Position 243: 0.005786651956654147
Position 13440: 0.005508078618303578
Position 11525: 0.005504351491095581
Position 13746: 0.005499801219924488
Position 13932: 0.005335580392763042
Position 4143: 0.0053308592885358014
Position 5536: 0.005237130393137838
Position 12070: 0.004746144942746
Position 178: 0.004441613005931542
Position 12073: 0.0042117879313987245
Position 1151: 0.003739980489520604
Position 8334: 0.0035366773116485267
Position 13539: 0.003518168862369905
Position 12848: 0.003241536391850138
Position 315: 0.003230249814957361
Position 1537: 0.0031803407940172155
Position 11335: 0.0030933592278216257
Position 833: 0.002835439571069466
Position 3044: 0.0026530251775230065
Position 357: 0.0026424206598828297
Position 9429: 0.002635620977721017
Position 2546: 0.002445825656422541
Position 246: 0.0024339847860202083
Position 11929: 0.0023654257651327757
Position 12121: 0.002226295692583825
Position 6497: 0.002123907883483105
Position 1589: 0.0021188959243023018
Position 1304: 0.0019514178613150174
Position 11687: 0.0018940487117668097
Position 750: 0.0018874109006994596
Position 160: 0.0016283914152860695
Position 956: 0.001539761898316821
Position 2412: 0.0014293607854154193
Position 377: 0.0013670630075616607
Position 4430: 0.001322511154440694
Position 9455: 0.001156832756172058
Position 8578: 0.0010184268314178927
Position 1301: 0.000963701791086125
Position 4099: 0.0009121269684988525
Position 877: 0.0008350465464820561
Position 6166: 0.0008038775622727497
Position 6358: 0.0007047333652750479
Position 1054: 0.0006313089757512621
Position 5189: 0.0006139581219267339
Position 1879: 0.0005579343679325055
Position 463: 0.000554919449936929
Position 5742: 0.0004916422192421962
Position 6224: 0.00043323067420851123
Position 172: 0.00039205819496974443
Position 1813: 0.0003897580373700657
Position 5949: 0.0003605196960585749
Position 4531: 0.0003404279383330878
Position 8485: 0.0003101481092838283
Position 3802: 0.00027988701385218696
Position 5215: 0.00026599254545880887
Position 182: 0.00023893230768739438
Position 260: 0.000231950538518225
Position 5723: 0.00021631677180145915
Position 1507: 0.00020268546754345477
Position 144: 0.00020034394413879464
Position 922: 0.00019401700183579583
Position 485: 0.00017823078457167199
Position 4385: 0.00017792732907339988
Position 691: 0.00016345525795574478
Position 1242: 0.0001563910551073655
Position 3378: 0.00015404021737791957
Position 4353: 0.00015052977150611328
Position 362: 0.00012175729184963561
Position 3501: 0.00012082333613930132
Position 2456: 0.00010915227398549772
Position 1283: 0.00010820845160937101
Position 6115: 0.00010421815673539133
Position 1157: 9.927107249755123e-05
Position 289: 9.78778458475462e-05
Position 1012: 9.649085706356434e-05
Position 1101: 9.071515869167176e-05
Position 1525: 8.53798178658485e-05
Position 1017: 8.474181816523366e-05
Position 637: 8.429803582566009e-05
Position 982: 8.36854721491209e-05
Position 6136: 6.958740132517704e-05
Position 1961: 6.855511023569897e-05
Position 3625: 6.744528631177456e-05
Position 881: 6.398249813660331e-05
Position 1716: 6.108611805828657e-05
Position 1933: 5.9043587617067415e-05
Position 1672: 5.000621104828142e-05
Position 384: 4.2902010535992296e-05
Position 599: 4.1150612912919586e-05
Position 2078: 3.888552285949257e-05
Position 4124: 3.223905585273449e-05
Position 2479: 3.110022743256469e-05
Position 987: 3.0584484279785e-05
Position 704: 2.651001085833392e-05
Position 270: 2.2780621447409536e-05
Position 1743: 2.2272754645072753e-05
Position 4220: 2.1739563328154357e-05
Position 925: 1.8987303535259725e-05
Position 623: 1.8427742113632253e-05
Position 1930: 1.726956652274838e-05
Position 3539: 1.6811562368257104e-05
Position 2402: 1.5809393789471233e-05
Position 1205: 1.5571085371336486e-05
Position 840: 1.454369608378632e-05
Position 266: 1.2972123695471337e-05
Position 1909: 1.290004789956766e-05
Position 250: 1.1089464750058875e-05
Position 860: 9.801854548177891e-06
Position 2026: 9.57586970428962e-06
Position 2285: 9.33494166223058e-06
Position 281: 7.578061305475324e-06
Position 119: 5.2962102638970704e-06
Position 773: 4.575182704414985e-06
Position 471: 4.334602591329274e-06
Position 1462: 4.2092741427028985e-06
Position 317: 4.03687312974009e-06
Position 4664: 3.6570649461983677e-06
Position 130: 1.908480328867766e-06
Position 186: 1.8239339834261028e-06
Position 715: 1.2459598527347512e-06
Position 414: 8.030855971902774e-07
Position 393: 7.86117680310937e-07
Position 490: 7.54562699422495e-07
Position 428: 5.756734208695701e-07
Position 115: 5.194285870507772e-07
Position 387: 8.704017330364499e-08
Position 719: 7.205895977473476e-08
Position 542: 4.995078947832423e-08
Position 1457: 4.789443084699989e-08
Position 1348: 3.6627906832880415e-08
Position 511: 3.250495868513525e-08
Position 1468: 2.3664455829804207e-08
Position 2219: 1.4810769855673165e-08
Position 189: 3.4383957669514097e-09
Position 1599: 8.051165891655553e-10
Position 403: 7.848609400712198e-10
Position 523: 6.62782842853144e-10
Position 440: 5.829183577762617e-10
Position 200: 2.8514194898247273e-10
Position 122: 1.4688662109475845e-10
Position 208: 6.185935118859462e-11
Position 1690: 3.2920441423595526e-12
Position 80: 2.0751177134010147e-13
