Gene = RP11-484M3.5
Position 4823: 0.0002825255564394106
Position 433: 0.0002691566438541882
Position 451: 0.0002559142287231159
Position 6174: 0.0002495476341810589
Position 2865: 0.00022774568699792272
Position 582: 0.000226718866442786
Position 3250: 0.00018014067751108035
Position 542: 0.000165435938796468
Position 458: 0.0001226554334130972
Position 4246: 9.745070280157256e-05
Position 4130: 9.390134006565091e-05
Position 5216: 7.253413602122623e-05
Position 369: 6.904513974124108e-05
Position 4826: 6.230025260970984e-05
Position 316: 4.843651314993238e-05
Position 901: 4.625485913010165e-05
Position 610: 3.865960514675868e-05
Position 621: 3.2855210472917865e-05
Position 561: 2.703536801426564e-05
Position 1285: 2.3483453889151347e-05
Position 1021: 2.073637906147555e-05
Position 3966: 1.8398714888796705e-05
Position 1099: 1.0407327942410704e-05
Position 591: 6.369750462361043e-06
Position 437: 5.068407524387059e-06
Position 323: 4.525554866043287e-06
Position 298: 4.10860269087735e-06
Position 284: 4.076359944510398e-06
Position 1039: 3.983956687195846e-06
Position 651: 3.5653096017814717e-06
Position 670: 2.659552313390551e-06
Position 1059: 2.280509299674102e-06
Position 395: 1.5526955000774217e-06
Position 1065: 7.20870687723568e-07
Position 1226: 6.064357224359006e-07
Position 175: 5.20996091470932e-07
Position 375: 5.205313166751484e-07
Position 553: 4.182809077941131e-07
Position 178: 3.473802794507804e-07
Position 1229: 3.0815992964602365e-07
Position 380: 2.2985617470132273e-07
Position 629: 1.915662649936647e-07
Position 397: 1.113356694737752e-07
Position 84: 9.542845055884536e-08
Position 252: 9.32844591462876e-08
Position 247: 9.114984285205442e-08
Position 139: 8.207459459367177e-08
Position 659: 4.984832831217378e-08
Position 217: 4.441532552321452e-08
Position 377: 1.7321835385107525e-09
