Gene = ZMYM6NB
Position 563: 0.004067727473215826
Position 2260: 0.003144188516761598
Position 1227: 0.0031311658670675484
Position 3032: 0.0030473319291227713
Position 399: 0.002906535367180138
Position 2947: 0.0028266730417479714
Position 3331: 0.002774997114934481
Position 2453: 0.0025025136838035048
Position 1696: 0.0024714327946780074
Position 2554: 0.002282861447532051
Position 1037: 0.0021075251517334117
Position 2612: 0.002061429571605665
Position 2551: 0.001868363152460735
Position 1801: 0.0017136577456983344
Position 3488: 0.001583422082586225
Position 2160: 0.0014769498558754343
Position 2388: 0.0013521930938117004
Position 2515: 0.0012866828143845315
Position 3287: 0.001255669419249339
Position 1260: 0.0012370957637544463
Position 662: 0.00122157759247536
Position 2089: 0.0010434467266438568
Position 734: 0.001032398609760387
Position 876: 0.0008570745403041714
Position 1875: 0.0007056564148558478
Position 716: 0.0006911520536896375
Position 1040: 0.0005734227998951425
Position 2145: 0.0005398255163834842
Position 845: 0.0005291278620971967
Position 3577: 0.0004969475139255307
Position 3212: 0.00043953631660504164
Position 2745: 0.00036948695062300553
Position 1739: 0.0003572750348740863
Position 1313: 0.0002508778310265753
Position 2108: 0.00024382547900743588
Position 2321: 0.0002321304820820624
Position 2393: 0.00023203679132609149
Position 1385: 0.00021804970515274482
Position 794: 0.00021265518896519559
Position 2339: 0.00016138486234191772
Position 265: 0.00014713002695997
Position 1783: 0.000142385542213058
Position 307: 0.00014233745486899027
Position 2999: 0.0001318329735245988
Position 2020: 8.712055768289592e-05
Position 409: 8.473480539968228e-05
Position 960: 8.19098996625078e-05
Position 790: 7.003491431115966e-05
Position 873: 6.0890203614759366e-05
Position 1965: 5.90075788987654e-05
Position 1288: 5.640096916983426e-05
Position 1377: 4.8961674103314375e-05
Position 684: 4.363253922790767e-05
Position 259: 4.183497235574505e-05
Position 851: 3.856117458490712e-05
Position 802: 3.4548233336172536e-05
Position 604: 3.1656702113734505e-05
Position 301: 2.7505461259552033e-05
Position 451: 2.401159852019881e-05
Position 690: 2.3763368874831795e-05
Position 617: 2.1595144881666925e-05
Position 747: 2.1151523393239584e-05
Position 546: 1.4249791194840647e-05
Position 1912: 1.3231726084499407e-05
Position 364: 1.2825159487717698e-05
Position 628: 9.353554912225169e-06
Position 705: 5.316899489295592e-06
Position 847: 5.31077154573181e-06
Position 1170: 4.020651017762974e-06
Position 878: 3.736219440139492e-06
Position 1164: 2.8098019769306823e-06
Position 664: 2.397035233522323e-06
Position 584: 2.2837077174020113e-06
Position 1232: 5.608656369972963e-07
Position 1162: 5.049251449809805e-07
Position 331: 3.997837678208482e-07
Position 411: 3.009059745737406e-07
Position 322: 2.4412649776247365e-07
Position 271: 1.9753004951830773e-07
Position 417: 1.194778086633261e-07
Position 473: 1.1383325169087014e-07
Position 282: 1.0635337932160427e-07
Position 357: 1.0055123278593303e-07
Position 568: 7.245232256777227e-08
Position 914: 4.994464666913562e-08
Position 590: 3.937232378654563e-08
Position 179: 3.066494918879049e-08
Position 116: 2.951981104322437e-08
Position 141: 1.7632912492908432e-08
Position 1105: 1.571271345371803e-08
Position 621: 1.526868441135244e-08
Position 420: 8.342173464507874e-09
Position 128: 5.563966040623078e-10
Position 125: 1.306765900458048e-10
Position 149: 4.6714721067036925e-11
Position 160: 1.0304707972000976e-11
