Gene = CMBL
Position 282: 1.921434074570706e-06
Position 586: 1.5116952776663068e-06
Position 891: 3.8627148267465074e-07
Position 894: 3.242647254596766e-07
Position 920: 2.210064432403262e-07
Position 674: 6.507940702528873e-08
Position 898: 5.728127125777227e-08
Position 1805: 5.052746908576839e-08
Position 254: 1.35396008827592e-08
Position 1208: 6.903582551369603e-09
Position 969: 6.479122622845588e-09
Position 727: 2.0334311245111358e-10
Position 429: 7.193674288784896e-12
Position 377: 2.4658982672868845e-12
Position 439: 1.374651283571147e-12
Position 382: 5.96041115205663e-14
Position 401: 3.9476089865045447e-14
