Gene = SPDL1
Position 13018: 9.228070034611733e-06
Position 83: 6.395618840286431e-06
Position 300: 5.2151876865125634e-06
Position 174: 3.621543934893395e-06
Position 648: 2.857033973161329e-06
Position 659: 1.907634515263141e-06
Position 53: 1.6181036975020733e-06
Position 476: 7.36307443671111e-07
Position 666: 1.7862078731459925e-07
Position 407: 1.442847384033156e-07
Position 9844: 1.0928939858947137e-07
Position 309: 1.069545591121306e-07
Position 287: 5.947908598815286e-08
Position 43: 4.177440826621196e-08
Position 393: 2.3273584505587362e-08
Position 418: 2.2828739191533715e-08
Position 185: 4.435560927930217e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9719: 0.9906465830014901
Position 10936: 0.9823894060039207
Position 10759: 0.9817733854641756
Position 4759: 0.9584797690067419
Position 14841: 0.8823441650935687
Position 453: 0.8325709479866853
Position 10510: 0.7124125685856715
Position 7413: 0.600664056966762
Position 15337: 0.5938052689099061
Position 12950: 0.467248525126238
Position 891: 0.45983636713660125
Position 12926: 0.4344706772445381
Position 17235: 0.29113590185819244
Position 9316: 0.1879341651451563
Position 1475: 0.18455274510282238
Position 20425: 0.18187672137938576
Position 17645: 0.17054567201531218
Position 19891: 0.16625254703261033
Position 17611: 0.13440893423603653
Position 15803: 0.11026054351826961
Position 1876: 0.10913865950842101
Position 3472: 0.09816724687602744
Position 5124: 0.08792414481876033
Position 9450: 0.08715438061814987
Position 15377: 0.08021146508283468
Position 12296: 0.07640798967551836
Position 15679: 0.07623762088627344
Position 14476: 0.07347805027681314
Position 17896: 0.06383325035067249
Position 14343: 0.06308620277999931
Position 10410: 0.0630682286356981
Position 1506: 0.06097185465879094
Position 14855: 0.05655216695236295
Position 15832: 0.056427418658230685
Position 8992: 0.052644442854038846
Position 18014: 0.051433024650225014
Position 10377: 0.05021837357111958
Position 10591: 0.04778896259832755
Position 12980: 0.04320233039892277
Position 3411: 0.02840719510790072
Position 10134: 0.028369775025809372
Position 6957: 0.02780761850697852
Position 7118: 0.026257450898963117
Position 14816: 0.024987800689146633
Position 7121: 0.023961875067803375
Position 734: 0.020390133422901333
Position 1751: 0.018929751461142917
Position 19709: 0.01831234004401289
Position 15039: 0.01728731019540507
Position 3564: 0.016795431797944176
Position 11552: 0.01560220194710899
Position 16696: 0.013939875583727172
Position 6824: 0.01386880887902434
Position 9370: 0.013361553287720412
Position 15851: 0.012234995200801525
Position 10069: 0.01209698523369152
Position 12903: 0.011015703957148435
Position 19551: 0.010358809803606601
Position 1726: 0.01006400328383357
Position 12277: 0.01005493813639435
Position 10548: 0.009875863708427987
Position 13141: 0.009529211625142416
Position 18144: 0.009521017052384402
Position 10763: 0.009455050918801867
Position 12130: 0.008925052908740731
Position 12548: 0.00882335103624844
Position 15810: 0.008311749852271223
Position 17119: 0.008184137601066795
Position 15445: 0.008087827543753532
Position 10094: 0.007856378623806665
Position 14914: 0.007477088396332919
Position 1692: 0.00729147589127376
Position 16394: 0.007260616397613234
Position 4817: 0.006682457262304163
Position 6916: 0.006575047079313527
Position 852: 0.006052589349122435
Position 12983: 0.006003220873067649
Position 16506: 0.0058886770021783766
Position 15848: 0.005857659658809122
Position 16998: 0.005409821955113076
Position 10353: 0.005079849612696303
Position 5816: 0.004812712077366537
Position 5183: 0.004772316949892699
Position 3238: 0.003993386238704325
Position 15228: 0.003955083431343288
Position 3374: 0.003831129980022816
Position 1483: 0.0037553461731915294
Position 5210: 0.0036556034610754316
Position 14496: 0.003650153773941228
Position 1577: 0.0035979351477843156
Position 12356: 0.003408811167672764
Position 782: 0.00312303055789926
Position 14896: 0.002917723026980438
Position 6936: 0.002774307649797031
Position 14233: 0.0027594414842534148
Position 17274: 0.002616199033199225
Position 7450: 0.0025678686019678302
Position 10182: 0.0025599307266609386
Position 19107: 0.002230358627698113
Position 362: 0.0022005627048925017
Position 17991: 0.0019023618073439994
Position 10122: 0.001890121517039131
Position 12187: 0.0016686350992628383
Position 15602: 0.0015815879891050476
Position 17647: 0.0014089223905124322
Position 13038: 0.0014048851402146112
Position 11975: 0.0013961322096248236
Position 12061: 0.001333571557916445
Position 18314: 0.0013166649807787216
Position 11491: 0.0012888463254132378
Position 14309: 0.0012777652838419056
Position 18352: 0.0012725517854394268
Position 9997: 0.001263539256157444
Position 13010: 0.0012455715285164177
Position 12155: 0.001045452659070945
Position 15635: 0.0010392728134178734
Position 15414: 0.001018807772900495
Position 19156: 0.001014047338345549
Position 5229: 0.0010054861114588596
Position 414: 0.0010049061595014204
Position 15002: 0.0008368236470594306
Position 14540: 0.0008212566876715633
Position 15404: 0.0007860253964122522
Position 18433: 0.0007125436901100063
Position 1533: 0.0007102606580468837
Position 12220: 0.0006947023148480473
Position 15249: 0.0006582161724307766
Position 14345: 0.0006385570048249125
Position 10658: 0.0006094561058666939
Position 12577: 0.0005940426653436852
Position 3069: 0.000592989011237699
Position 10908: 0.0005137431343250981
Position 15950: 0.0004508531813997539
Position 16107: 0.00044331040543904457
Position 13664: 0.0003861598882820513
Position 13710: 0.0003664626146715324
Position 354: 0.00032101998506956164
Position 13743: 0.00031695110238252156
Position 15141: 0.00031183658984122725
Position 13661: 0.0002782113983349098
Position 14925: 0.0002591287935029651
Position 11699: 0.0002557081784169154
Position 11441: 0.00023018711047696964
Position 14698: 0.00022937721330635168
Position 14868: 0.0002256898397279103
Position 15008: 0.0002247723693421088
Position 132: 0.00022292848480710988
Position 1603: 0.00018361066071813278
Position 15183: 0.00016478128061620846
Position 10772: 0.0001595901573783484
Position 10118: 0.00015648646126566459
Position 10262: 0.00015448036453275402
Position 1150: 0.00012932486303943492
Position 1439: 0.00010270599483265517
Position 15342: 9.716354808435984e-05
Position 1030: 8.671450743083743e-05
Position 1068: 8.463967739307115e-05
Position 925: 8.306183596381356e-05
Position 11379: 8.258310639118105e-05
Position 1193: 7.713148048209175e-05
Position 11374: 7.649729630635622e-05
Position 1262: 6.245771500766666e-05
Position 804: 6.0268738737536665e-05
Position 983: 5.868564394750086e-05
Position 15462: 5.6775168196909055e-05
Position 1027: 5.642427847068542e-05
Position 10943: 4.417483900919721e-05
Position 863: 4.083798130747041e-05
Position 15055: 3.943096729633783e-05
Position 11295: 3.8787132259277294e-05
Position 15082: 3.14602321146134e-05
Position 1033: 2.8958699015408436e-05
Position 1905: 2.7920880141627708e-05
Position 12791: 2.4080378872891566e-05
Position 1442: 1.768020774115275e-05
Position 10795: 1.7176207158720638e-05
Position 904: 1.4860601757942827e-05
Position 10856: 1.2576812296155027e-05
Position 11325: 1.029099695186547e-05
Position 1582: 9.387858160608001e-06
Position 793: 7.624743104961203e-06
Position 1072: 7.072634719583596e-06
Position 10969: 6.345508570982038e-06
Position 334: 6.271354567494532e-06
Position 934: 5.05904319559175e-06
Position 595: 5.016650508057203e-06
Position 1053: 4.662862010473287e-06
Position 11399: 4.172134764367769e-06
Position 330: 3.0707456588374207e-06
Position 1521: 2.286815349680286e-06
Position 326: 2.16837188939364e-06
Position 183: 2.007133491446349e-06
Position 92: 1.6022019276629898e-06
Position 12072: 1.3097387647228663e-06
Position 11025: 1.240235587196146e-06
Position 217: 7.447336655506627e-07
Position 666: 6.543017212081425e-07
Position 10955: 5.057000481713232e-07
Position 12661: 4.975062959310628e-07
Position 14320: 4.777572652235431e-07
Position 541: 4.768159234877692e-07
Position 147: 3.6656568523488906e-07
Position 151: 2.831193803554985e-07
Position 10977: 2.239843467326478e-07
Position 12719: 2.0439764970073074e-07
Position 145: 1.4869390546639801e-07
Position 317: 3.648577933078514e-08
Position 179: 2.86320188896649e-08
Position 239: 2.6106149204932892e-08
Position 236: 1.2585094850521638e-08
Position 10950: 3.592065512386847e-09
Position 207: 2.0477466309718328e-09
Position 220: 5.127834428550601e-10
Position 570: 3.5617548641524885e-10
Position 11032: 2.2825023999893578e-10
Position 300: 2.047033888644231e-10
Position 247: 1.7347433574267998e-10
Position 548: 1.443148496612275e-10
Position 559: 5.466348885109498e-11
Position 156: 2.0161170383018433e-11
Position 266: 1.9921791445195116e-12
Position 259: 1.0479215579743738e-12
Position 253: 1.8224929266375442e-16
Position 255: 1.433304790562492e-16
Position 280: 1.0496333499541918e-17
