Gene = KIF12
Position 4540: 0.012181290877101828
Position 831: 0.010846089168821295
Position 1509: 0.010180320667523153
Position 291: 0.008662616828018685
Position 2900: 0.008446068622117353
Position 7198: 0.008315148695701326
Position 897: 0.008072645114278272
Position 7085: 0.008006904624449815
Position 1148: 0.00788337759450731
Position 517: 0.007159950684224136
Position 5367: 0.006920260719951229
Position 4354: 0.006716829979692922
Position 6028: 0.006612816048809644
Position 2855: 0.006454554122213282
Position 2858: 0.006335231046344079
Position 404: 0.006242581723333003
Position 6175: 0.0057721141139959005
Position 6614: 0.005640925345146193
Position 4551: 0.0054725144279739405
Position 6979: 0.005101578509947576
Position 4616: 0.005035888118745374
Position 187: 0.004097007472197969
Position 6794: 0.003966491305816022
Position 2110: 0.0038466729199551136
Position 6900: 0.0038464143714262147
Position 3158: 0.0037037874173801
Position 5308: 0.003554474085402098
Position 682: 0.003507948780616283
Position 5590: 0.0034685206688388572
Position 7236: 0.003177181320604761
Position 4791: 0.0031450817623167454
Position 7310: 0.003118900757575571
Position 1677: 0.0030430440101965293
Position 1362: 0.003003160518029608
Position 3215: 0.002954893471279944
Position 4575: 0.0027677834227603235
Position 5414: 0.0026309733666967606
Position 4390: 0.0025808260719026206
Position 699: 0.0025308052867851908
Position 3976: 0.0024731741770960365
Position 6261: 0.002375610497500884
Position 7263: 0.0023275999675368385
Position 7087: 0.002325359315944435
Position 1994: 0.0023181594892313843
Position 5986: 0.0021701413530992204
Position 4364: 0.0019626180165521257
Position 350: 0.0019256056827302527
Position 3756: 0.0018946204374612162
Position 3064: 0.0018783832574510275
Position 385: 0.0017338832379925017
Position 5636: 0.0017210969241757883
Position 6627: 0.0014526076572039769
Position 7345: 0.0013741453917487413
Position 6212: 0.0013532682431938602
Position 652: 0.0013464829602907757
Position 2926: 0.0013218682688568323
Position 367: 0.0013155857909825208
Position 6845: 0.0012713616514152188
Position 5593: 0.0012619161379179421
Position 6134: 0.0012512762521836255
Position 1393: 0.001190423966898335
Position 6996: 0.0010325273552771244
Position 7153: 0.000987826673935726
Position 942: 0.0009848725104046885
Position 3306: 0.0009768982308665933
Position 5270: 0.0009756330581192965
Position 6179: 0.0009573144798813952
Position 4453: 0.0009214598543005042
Position 221: 0.0008989490879568462
Position 2127: 0.0008379587185610016
Position 4513: 0.0008331799130705116
Position 4457: 0.0008007726653929488
Position 702: 0.0007937887964875778
Position 2012: 0.000760296592464395
Position 5089: 0.000729471580588216
Position 1010: 0.0007226516257007516
Position 1701: 0.0006997435182284385
Position 255: 0.0006913522313263766
Position 6034: 0.0006365614416624706
Position 6185: 0.0006035812991245012
Position 6220: 0.0005431516914129947
Position 1435: 0.0005124457387082651
Position 2379: 0.0004963831556883779
Position 334: 0.00048483934041798935
Position 4267: 0.00048295432769739603
Position 5154: 0.0004489364122218809
Position 4025: 0.0004041731639317969
Position 4420: 0.00040059694396436384
Position 640: 0.0003988857925141138
Position 2050: 0.0003953431297010878
Position 2555: 0.00038977180492906944
Position 5127: 0.0003758268134200548
Position 1178: 0.00035621905456818673
Position 5808: 0.0003375658456365405
Position 3265: 0.00030836246695530907
Position 597: 0.00030602317519500043
Position 5279: 0.00030292263832357906
Position 1836: 0.00028299574106823306
Position 6645: 0.00026213026750350243
Position 420: 0.0002489681585458664
Position 6634: 0.00023717307768107671
Position 632: 0.00022916011185431244
Position 4640: 0.00021300630167223901
Position 1184: 0.00020010881288375104
Position 2619: 0.00019961672447620365
Position 4929: 0.0001921731668940307
Position 4625: 0.0001912994930211977
Position 6778: 0.00018504425484119625
Position 1263: 0.00018362166167876123
Position 1450: 0.0001614813735273418
Position 2413: 0.00015303088900970287
Position 3968: 0.00014163501013462234
Position 2585: 0.00014071490913202257
Position 2498: 0.00013486855069067618
Position 4425: 0.00013403134763934302
Position 3788: 0.00012648547984490276
Position 4823: 0.00012447284293272997
Position 5519: 0.00010888576990362684
Position 840: 0.00010434052460954944
Position 280: 9.811415580928473e-05
Position 5151: 9.20817231877958e-05
Position 5475: 9.075782849340444e-05
Position 1155: 7.973230308075559e-05
Position 467: 7.522836241800875e-05
Position 4463: 7.486515118580823e-05
Position 4434: 6.969141440108785e-05
Position 1940: 6.329347925568745e-05
Position 2231: 6.282109289453767e-05
Position 655: 6.198842054842892e-05
Position 6485: 6.041890064034597e-05
Position 5094: 5.942136331971171e-05
Position 1321: 5.5482486997958136e-05
Position 5534: 5.4501777807104306e-05
Position 3994: 5.362698756577982e-05
Position 4676: 5.352732442598474e-05
Position 845: 5.3355877930816566e-05
Position 6436: 4.959402440643529e-05
Position 1513: 4.931296365657606e-05
Position 5416: 4.738011458583177e-05
Position 1076: 4.311458562821573e-05
Position 6801: 3.8496483303972105e-05
Position 519: 3.570833953478315e-05
Position 5136: 3.441414555945874e-05
Position 5111: 3.2220589475754226e-05
Position 2418: 3.0505571460026167e-05
Position 1027: 2.9421774243860412e-05
Position 4655: 2.86071864748373e-05
Position 5023: 2.6563574052280398e-05
Position 316: 2.5069065875883938e-05
Position 4847: 2.4026147491429958e-05
Position 6345: 2.3557322968039965e-05
Position 1299: 2.3247372182657878e-05
Position 815: 2.3058501963963564e-05
Position 479: 2.1098959802985042e-05
Position 2326: 2.0811775803711052e-05
Position 122: 1.992979340279429e-05
Position 5106: 1.9756578249553707e-05
Position 5017: 1.937303140762559e-05
Position 1471: 1.895867678278341e-05
Position 4682: 1.6118672733265366e-05
Position 5508: 1.5020833409436496e-05
Position 424: 1.4696962201394814e-05
Position 1019: 1.438859152595139e-05
Position 6663: 1.4349786960295152e-05
Position 5167: 1.0992723022778448e-05
Position 173: 9.425642049609188e-06
Position 5655: 9.276508801718753e-06
Position 1770: 8.606328889922346e-06
Position 5668: 8.384962730154467e-06
Position 806: 7.300263090859474e-06
Position 5096: 7.07491367148795e-06
Position 5020: 6.849735838337347e-06
Position 1698: 6.277021059509281e-06
Position 1206: 6.213423046695611e-06
Position 2882: 5.091585067009122e-06
Position 1034: 4.802886693192163e-06
Position 1117: 4.541949837900589e-06
Position 2980: 3.549479177245511e-06
Position 5778: 2.7651605577452405e-06
Position 2286: 2.5609309817751215e-06
Position 2602: 1.9879207257596083e-06
Position 3682: 1.8154506698026644e-06
Position 1525: 1.6119436889971791e-06
Position 2203: 1.6039205464731666e-06
Position 2481: 1.5455229892793086e-06
Position 2329: 1.4042664786302349e-06
Position 912: 1.3194473091099608e-06
Position 2266: 1.3024535137047431e-06
Position 2660: 1.2875785317951495e-06
Position 1806: 7.660453397008718e-07
Position 4296: 5.205378578316205e-07
Position 765: 5.12071162904292e-07
Position 1555: 2.312396987557879e-07
Position 1843: 1.8645151166816003e-07
Position 1637: 1.8610772439003447e-07
Position 1849: 1.598827747586006e-07
Position 3555: 7.076356433657866e-08
Position 1855: 4.4553496205951086e-08
Position 1905: 1.4780498312958276e-08
Position 127: 1.6448543233398277e-09
Position 105: 6.460345153753678e-10
Position 1559: 3.3196033025223377e-10
Position 83: 2.3051880260661656e-10
Position 86: 1.6172348834929649e-10
Position 78: 7.485789267221154e-12
Position 88: 5.430776593002298e-13
