Gene = DESI2
Position 11928: 0.01416190398524396
Position 6012: 0.013623613035623738
Position 6836: 0.01296596315170471
Position 1532: 0.01224395413059721
Position 1573: 0.011995022743530903
Position 8034: 0.010400402029288228
Position 2102: 0.010222852321267666
Position 1512: 0.008543265543006535
Position 5503: 0.007523548516200819
Position 674: 0.0073384995365428675
Position 1102: 0.0063431749015476465
Position 3747: 0.00610372360796488
Position 139: 0.005864973069213597
Position 2627: 0.0051947578824868305
Position 5355: 0.005108937986547696
Position 1370: 0.004662924671526222
Position 1325: 0.00465420716738928
Position 2122: 0.004632802003165567
Position 1305: 0.003939835957357158
Position 6935: 0.003333247379392303
Position 11212: 0.003024532227309258
Position 8595: 0.0027655310783574697
Position 1990: 0.002704895601806504
Position 7260: 0.0023356253406582143
Position 2545: 0.0023346606290810808
Position 8150: 0.002256666207698363
Position 7918: 0.0022271065884051245
Position 1216: 0.0020219528912785723
Position 1628: 0.0018793077676391358
Position 2580: 0.0016624251523688297
Position 3162: 0.0016618188331934789
Position 1018: 0.0015998703329486745
Position 1635: 0.0014778369644079274
Position 5397: 0.00135167452739397
Position 1918: 0.001332195628522025
Position 3198: 0.001213868476474591
Position 1350: 0.0012068247548327666
Position 1025: 0.0011170790030889488
Position 868: 0.0011141648456053218
Position 722: 0.0010580487487147616
Position 3725: 0.0009534726062805522
Position 5191: 0.000910905755255259
Position 7018: 0.0009053445628512003
Position 4453: 0.0008962698647734823
Position 1043: 0.0008718508894647075
Position 5602: 0.0007275684913892477
Position 6122: 0.0007248492287700509
Position 738: 0.0006395593429170552
Position 5547: 0.0006323430578053006
Position 4764: 0.0006079851970905892
Position 530: 0.0005968286107039567
Position 6726: 0.0005758104751856334
Position 924: 0.0005346054342198698
Position 336: 0.00047038560434632285
Position 2171: 0.00046926941353824545
Position 4336: 0.00046913207609641805
Position 6701: 0.00044500382024377223
Position 1580: 0.0004400041089717868
Position 2264: 0.0004281260845723029
Position 3884: 0.00042522775796785474
Position 5161: 0.00041293169929288776
Position 1604: 0.0003639720433990796
Position 1497: 0.00032166730827499297
Position 1419: 0.00029549959811559976
Position 5280: 0.00023190362199419328
Position 937: 0.00022408201823610174
Position 275: 0.0002179983127323163
Position 2276: 0.0001576682903792065
Position 2697: 0.00012974912883465748
Position 4273: 0.00012604601718782952
Position 287: 8.84083357587127e-05
Position 640: 6.535081549933266e-05
Position 500: 5.5885423239949575e-05
Position 2515: 4.952512008534651e-05
Position 535: 4.4659328457562615e-05
Position 2428: 3.755618726320905e-05
Position 1045: 2.169053239970389e-05
Position 1002: 1.8926587573333326e-05
Position 3500: 1.742031983646696e-05
Position 3333: 1.180121020453876e-05
Position 616: 1.0502901910815733e-05
Position 1163: 9.281686761653406e-06
Position 298: 3.462642512845172e-06
Position 1179: 3.4313863204036847e-06
Position 342: 3.072661541712587e-06
Position 548: 1.3057120175735643e-06
Position 458: 8.467455655784178e-07
Position 108: 8.363155306038126e-07
Position 894: 3.0927034773580233e-07
Position 1122: 1.4767779255992646e-07
Position 620: 1.3854039805292692e-07
Position 144: 1.336087155722007e-07
Position 447: 1.1528876118912867e-07
Position 889: 1.1042837001950331e-07
Position 393: 1.0355892300687225e-07
Position 879: 7.470003056711428e-08
Position 397: 7.053195027180721e-08
Position 159: 6.847019294731887e-08
Position 218: 6.623679312359906e-08
Position 377: 6.281563190895791e-08
Position 351: 5.0473479867575444e-08
Position 945: 2.1958666627417813e-08
Position 567: 2.0502966161027595e-08
Position 314: 1.6049793701643393e-08
Position 357: 1.529489859426023e-08
Position 626: 4.431312638686364e-09
Position 560: 4.214251870974021e-09
Position 316: 3.746981618867503e-09
Position 897: 2.6059460728855424e-09
Position 563: 1.2573962017687256e-09
Position 425: 1.1097196418476223e-09
Position 374: 5.796421425944968e-10
