Gene = GMNC
Position 1211: 3.137305227461357e-06
Position 1349: 2.994866417603608e-06
Position 4571: 2.944815712334215e-06
Position 1219: 2.9048443590722593e-06
Position 4426: 2.516452454020294e-06
Position 980: 2.0827493833782e-06
Position 4477: 1.4440282576113824e-06
Position 1277: 1.308300275813191e-06
Position 423: 1.2576627412226078e-06
Position 867: 1.255924568495417e-06
Position 1237: 1.1029892899690439e-06
Position 907: 9.87605343140274e-07
Position 4360: 5.243221376440279e-07
Position 4286: 4.3722211132217203e-07
Position 4522: 2.295180651858301e-07
Position 2044: 9.29236000201054e-08
Position 1043: 1.4593225647270085e-09
Position 475: 1.3761839692010579e-09
Position 1224: 8.473586057041947e-10
Position 914: 7.734031177781797e-10
Position 970: 6.559082931884119e-10
Position 1109: 6.046460608687881e-10
Position 877: 4.1601650426290424e-10
Position 389: 3.381874569508812e-10
Position 428: 2.4635209633897577e-10
Position 1343: 2.437707222575865e-10
Position 710: 9.632095207604988e-11
Position 707: 3.4397976085538825e-11
Position 605: 2.3514691115330366e-13
Position 477: 1.0699332819465304e-13
