Gene = ITGB3BP
Position 2708: 5.398659931419772e-05
Position 745: 4.7400659779225144e-05
Position 427: 4.474016497935942e-05
Position 314: 3.7826585884958245e-05
Position 384: 3.494405344020969e-05
Position 341: 3.471240079487593e-05
Position 497: 2.9188362617268314e-05
Position 512: 2.8029559027385833e-05
Position 538: 2.3683796374916638e-05
Position 767: 2.3552625310121158e-05
Position 1847: 1.5070702717100146e-05
Position 2326: 1.0978235377460194e-05
Position 1619: 9.207837285564129e-06
Position 1973: 8.201819353740712e-06
Position 1841: 7.934771653954221e-06
Position 1796: 5.524284711087734e-06
Position 1817: 4.96141594705431e-06
Position 3006: 4.562358213020644e-06
Position 1910: 3.7255902695989926e-06
Position 1552: 3.351633666494981e-06
Position 1203: 3.0031816065044495e-06
Position 839: 2.416782407420951e-06
Position 1162: 9.303762380051438e-07
Position 946: 7.110109834837939e-07
Position 718: 4.6820325434477425e-07
Position 105: 3.4095459004052504e-07
Position 852: 2.8172464422322703e-07
Position 953: 1.7360542378492137e-07
Position 1124: 1.235135417964614e-07
Position 161: 1.9394020149985128e-08
Position 372: 9.94580691133885e-09
Position 276: 4.525009871579859e-09
Position 158: 3.80570368410688e-09
Position 134: 3.214904583857812e-09
Position 137: 3.2303041938570174e-10
Position 585: 1.5014295080491058e-10
Position 142: 5.2941960426922744e-12
Position 139: 3.7202748499988835e-12
Position 394: 1.7008643068489383e-12
Position 90: 7.910960720868318e-18
