Gene = PLEKHM2
Position 993: 1.201077452341232e-06
Position 222: 5.451864682532883e-07
Position 1633: 4.2697092877002627e-07
Position 1729: 3.4474213644529414e-07
Position 1197: 3.202610412641503e-07
Position 1521: 2.3046055755236627e-07
Position 1601: 2.173705429814888e-07
Position 1377: 2.0108124470825884e-07
Position 680: 1.6997128607201227e-07
Position 690: 1.6911748535132825e-07
Position 1088: 1.6331600435029304e-07
Position 694: 1.5052492449574347e-07
Position 1298: 1.214476376324586e-07
Position 1725: 8.249433489007332e-08
Position 560: 6.945095579528007e-08
Position 283: 6.621846891945587e-08
Position 553: 6.534516803195413e-08
Position 808: 3.4434705403988955e-08
Position 232: 7.194311799416884e-09
Position 1011: 5.783113838973977e-09
Position 1962: 3.677726201749641e-09
Position 810: 1.902535141141078e-09
Position 247: 7.024330810218571e-10
Position 1229: 4.3953542794149885e-11
Position 1026: 4.0097560848178944e-11
Position 602: 1.546140180486466e-11
Position 1203: 5.740041174455285e-12
Position 431: 1.3745653520064651e-12
