Gene = TRNT1
Position 1975: 4.17296376226829e-06
Position 330: 4.118809899490034e-06
Position 2217: 3.774252844074423e-06
Position 229: 3.650575586773631e-06
Position 3228: 3.538163120548191e-06
Position 3318: 3.504656563139161e-06
Position 2238: 2.844173366604922e-06
Position 603: 2.6050160111470727e-06
Position 2814: 1.7395730534091968e-06
Position 556: 1.3192601089093046e-06
Position 773: 1.2577108277875825e-06
Position 647: 1.0721412529061914e-06
Position 2251: 8.96218371679438e-07
Position 809: 7.944377624505446e-07
Position 554: 4.399078157495284e-07
Position 188: 4.0515587576895755e-07
Position 427: 3.5347641783714864e-07
Position 693: 2.5840992426616347e-07
Position 625: 2.52641113900661e-07
Position 204: 1.0462871277711074e-07
Position 880: 4.258562163783073e-08
Position 378: 3.87286989166488e-08
Position 826: 3.4271932595538366e-08
Position 2525: 3.018581018927467e-08
Position 433: 2.4769416416660614e-08
Position 2529: 2.4492510044346975e-08
Position 202: 2.4392479253057944e-08
Position 2344: 1.562114578434356e-08
Position 410: 1.1004752863117339e-08
Position 597: 9.954213923180148e-09
Position 673: 9.0704617552497e-09
Position 667: 7.2696128758169295e-09
Position 97: 1.749406193684865e-10
Position 2399: 1.4723175592860803e-10
Position 449: 4.8092978319176556e-11
Position 105: 9.809836448922661e-20
Position 99: 2.040157125792587e-22
Position 66: 1.6338403954362455e-23
Position 107: 5.536112150012316e-24
Position 120: 4.152446183308459e-24
Position 79: 2.8362030109535745e-25
