Gene = NREP
Position 721: 3.510664540654005e-07
Position 810: 3.1655171511975276e-07
Position 1115: 2.187081600627374e-07
Position 1199: 2.1751183387196772e-07
Position 182: 1.2960458532309792e-07
Position 796: 1.0439923866127667e-07
Position 130: 7.378882382003668e-08
Position 892: 6.950326544032012e-08
Position 24: 4.7852672265830246e-08
Position 241: 3.264693587444169e-08
Position 170: 1.3325627230536448e-08
Position 5: 1.1352060410883342e-08
Position 92: 4.068509289808285e-09
Position 357: 3.3127158666279326e-09
Position 486: 9.663490676039134e-10
Position 468: 9.604069701205226e-10
Position 290: 7.22434459269835e-10
Position 288: 4.2857707644974963e-14
Position 38: 4.3029412930397553e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 22085: 0.33311927377141703
Position 19148: 0.2035482121917893
Position 5328: 0.16681987347478586
Position 19536: 0.09731371548726692
Position 9935: 0.07076839353789363
Position 6449: 0.06009665017839145
Position 5971: 0.05375722728135828
Position 4346: 0.04348821483168627
Position 12249: 0.03697162407869882
Position 9240: 0.03634482292692568
Position 15641: 0.015266932028854402
Position 9525: 0.01372295950610183
Position 1191: 0.013051566376665392
Position 13186: 0.012279751979476316
Position 491: 0.009422079309530212
Position 548: 0.008452690559826231
Position 2512: 0.00811972680276204
Position 7921: 0.007808643256302732
Position 12145: 0.0073748731135195485
Position 466: 0.0072465322981177275
Position 11150: 0.005864669359312342
Position 1010: 0.005143091208777275
Position 5272: 0.0046089273868620325
Position 1517: 0.004443939789917977
Position 7149: 0.003569262733936129
Position 2793: 0.0035188957153485805
Position 2092: 0.0034357633240506176
Position 7277: 0.0023169435846901397
Position 3843: 0.0023073241410198494
Position 529: 0.0022981595420269916
Position 8146: 0.002270221852375278
Position 4664: 0.002189646180585579
Position 3335: 0.0017879851765052557
Position 5891: 0.0017837432887540924
Position 753: 0.0017578384998954075
Position 7310: 0.0017209125126984707
Position 5335: 0.0016728697919442352
Position 8029: 0.0015653913308470756
Position 3867: 0.0014707440125911484
Position 1568: 0.001466562674645131
Position 1322: 0.0014140859362644597
Position 4722: 0.0013977050673840475
Position 4110: 0.00136083838122177
Position 5216: 0.0013570571172746278
Position 8658: 0.0013535940162849058
Position 2459: 0.001202012122886156
Position 4131: 0.0011005642515357953
Position 2160: 0.0010903068783794426
Position 3185: 0.001062042524074692
Position 5910: 0.001041828275412291
Position 1585: 0.001014636751867749
Position 4927: 0.0009039647925587338
Position 2359: 0.0008597706593347443
Position 1488: 0.0007842885819215181
Position 2861: 0.0007442190139844116
Position 846: 0.0007165404105281106
Position 2389: 0.0007094598293967573
Position 510: 0.0006705060653838862
Position 1520: 0.0006617461319245057
Position 8833: 0.000653507200576427
Position 3114: 0.0005333827088801778
Position 3373: 0.0005323233642416344
Position 7587: 0.0004840212103741059
Position 6633: 0.0004571163183355847
Position 6222: 0.00043824906879766227
Position 2536: 0.0003982436509756296
Position 4967: 0.0003731309125329912
Position 1238: 0.00034443498754612627
Position 2897: 0.00034434204486138075
Position 1497: 0.0003438401034110836
Position 6920: 0.0003007364275770488
Position 1459: 0.0002946774419988352
Position 5133: 0.00028613874906562985
Position 3050: 0.0002596662404176671
Position 6977: 0.0002481542411148374
Position 269: 0.00023730490841683977
Position 2719: 0.00022408207403309954
Position 2558: 0.00022354567771573278
Position 7324: 0.00021381385646397822
Position 1122: 0.00020390906418217737
Position 4580: 0.00018009834799443384
Position 3798: 0.00017022075040056857
Position 1554: 0.0001577062750491178
Position 1729: 0.0001563494015421567
Position 399: 0.00014725832460153114
Position 2088: 0.00014302931193208734
Position 6619: 0.00012868741078674105
Position 830: 0.00011890682685129277
Position 2335: 0.00011721256425418954
Position 3398: 0.00010785486600270717
Position 4365: 0.00010759537052513
Position 5016: 0.00010469940075885576
Position 4593: 8.656520242807225e-05
Position 1601: 7.721345992811222e-05
Position 3723: 7.619656002958141e-05
Position 3124: 6.990499214712146e-05
Position 3047: 6.293370343369229e-05
Position 210: 5.371653976532035e-05
Position 2683: 5.144340510493548e-05
Position 2630: 5.034254102363533e-05
Position 3275: 5.030490536210577e-05
Position 1792: 4.839677056527057e-05
Position 1352: 4.7685331171686125e-05
Position 3226: 4.6428770443238704e-05
Position 3149: 4.6163487309366875e-05
Position 2664: 4.089736273296139e-05
Position 604: 3.724959253249509e-05
Position 638: 3.253526762375949e-05
Position 664: 3.161479104930288e-05
Position 2305: 3.1579769582663e-05
Position 1087: 2.9839033920654205e-05
Position 327: 2.20202907193343e-05
Position 1063: 1.9350170133416913e-05
Position 216: 1.59338589914082e-05
Position 895: 1.587873392062378e-05
Position 1387: 8.804035714614215e-06
Position 554: 8.520054156234779e-06
Position 1267: 8.247855196619569e-06
Position 810: 1.8235428548904383e-06
Position 1324: 1.6726525365107864e-06
Position 1290: 1.6206954731447067e-06
Position 1153: 1.5440229888265524e-06
Position 788: 1.4380988392155383e-06
Position 601: 1.3575522067355947e-06
Position 2264: 1.1283523089440232e-06
Position 1648: 7.570742065234067e-07
Position 668: 5.943644961001816e-07
Position 758: 4.750674220419526e-07
Position 1195: 2.589686730897889e-07
Position 644: 2.4225701071477924e-07
Position 408: 2.137867208563862e-07
Position 761: 2.1072871266651257e-07
Position 692: 2.0557503184793545e-07
Position 1501: 1.4326406461299565e-07
Position 686: 1.2963919781625747e-07
Position 288: 4.736062584581638e-08
Position 856: 2.1883283093935175e-08
Position 671: 2.0883252557443986e-08
Position 921: 9.6758993632663e-09
Position 337: 7.334598890395708e-09
Position 1273: 2.6354963599801714e-09
Position 277: 3.4705102657439806e-10
Position 241: 9.075494901985008e-11
Position 234: 8.423259469246864e-11
Position 673: 6.667241023070888e-11
Position 221: 1.910484239496142e-11
