Gene = HGD
Position 851: 1.1081312807069651e-07
Position 730: 9.774756094073696e-08
Position 1199: 9.190116594130038e-08
Position 245: 7.680608600304422e-08
Position 333: 6.713426308367421e-08
Position 351: 5.1309592651883104e-08
Position 874: 4.158410151049844e-08
Position 318: 2.4700152344847678e-08
Position 24: 2.3572372300547923e-08
Position 312: 1.501848292945602e-09
Position 277: 2.2736594270731303e-10
Position 283: 1.6951234723132112e-10
Position 701: 2.6766218595501893e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 12038: 0.997096759237974
Position 7581: 0.9820349500725155
Position 4167: 0.54209103205383
Position 6707: 0.4691554898840173
Position 4541: 0.33228088826714675
Position 11653: 0.3034204926617153
Position 25508: 0.29317848720610207
Position 7754: 0.2747773325654245
Position 7789: 0.27189920179641164
Position 3309: 0.20461838741888072
Position 13831: 0.17313870264207842
Position 14577: 0.11825799246796903
Position 20614: 0.09688702049579027
Position 14208: 0.0748739983987784
Position 20237: 0.07079149864022793
Position 12748: 0.06523514465967652
Position 8869: 0.05903460283035778
Position 8488: 0.05631761837573096
Position 825: 0.052204058918937715
Position 16726: 0.05109678616018544
Position 12387: 0.04541332193523046
Position 13489: 0.043357525634615944
Position 17436: 0.039571163494615244
Position 3270: 0.038887372766715944
Position 13565: 0.03641455148213142
Position 8962: 0.03284450767399527
Position 18886: 0.031700614508774344
Position 14516: 0.03099041226346898
Position 4579: 0.030979255865206556
Position 2142: 0.029462464452496173
Position 5887: 0.029437924524622794
Position 10976: 0.028902742427132203
Position 5208: 0.027807193940532278
Position 7971: 0.022906082284701243
Position 3206: 0.02258132851215319
Position 15146: 0.022345257397011535
Position 13772: 0.020610636539014036
Position 10246: 0.020422554846310444
Position 12796: 0.01715244032426129
Position 14449: 0.0129343362341477
Position 8384: 0.012930589207786359
Position 1577: 0.012901160947782384
Position 18843: 0.01272331453628116
Position 15247: 0.012520643735744916
Position 8261: 0.011506522449806487
Position 8199: 0.011441265189438448
Position 18284: 0.011128358964617826
Position 2081: 0.010814783781806498
Position 733: 0.010777705183516778
Position 4070: 0.010068798062384875
Position 8621: 0.009888546291881706
Position 4693: 0.009125029547096163
Position 13265: 0.008865265105111868
Position 16573: 0.008425741618908977
Position 4671: 0.008352226350321885
Position 11067: 0.007952361634997006
Position 5890: 0.006978118894294795
Position 874: 0.006908896463163267
Position 295: 0.006813676074522105
Position 13996: 0.006754083474308889
Position 13154: 0.006387153129727509
Position 629: 0.006220724351198429
Position 17228: 0.006183007136586196
Position 19860: 0.006169545359505793
Position 13692: 0.0053457158711138954
Position 1669: 0.005123918467800659
Position 8170: 0.005084610905250955
Position 3671: 0.004965950828041015
Position 312: 0.00489170106266262
Position 14805: 0.004825353528803519
Position 4402: 0.00429116638700755
Position 2186: 0.004143072008568006
Position 7593: 0.00410925938218283
Position 1487: 0.004077722485737373
Position 3173: 0.004013965090762981
Position 2098: 0.003771667367195077
Position 16129: 0.003764149931396083
Position 3876: 0.003391408086270606
Position 600: 0.003362944410450969
Position 3631: 0.002743508557249458
Position 14076: 0.0026149832903795012
Position 3092: 0.002574138990741813
Position 1377: 0.002419390601510348
Position 1622: 0.00241872563738058
Position 3616: 0.002248170812792386
Position 308: 0.0020691515629481507
Position 6389: 0.002040965931729408
Position 2328: 0.0020222452810359772
Position 5369: 0.0016785262371786331
Position 13511: 0.0016404477315729706
Position 7468: 0.0016244408394725269
Position 15675: 0.0016091436704340249
Position 333: 0.0015522041818490215
Position 3386: 0.0013127329572561511
Position 14284: 0.0012568561098951399
Position 13712: 0.0012486192838631052
Position 3992: 0.001200930440143466
Position 602: 0.001178040084780486
Position 13388: 0.00114491226827339
Position 12470: 0.0011090529572047067
Position 1069: 0.0011081550071092455
Position 8665: 0.001078683780990989
Position 2129: 0.0010609898076424447
Position 16318: 0.000990168610655311
Position 1594: 0.0009459498246067037
Position 12801: 0.0009279457162667099
Position 851: 0.0008944784367506781
Position 3817: 0.0008927204614379863
Position 2190: 0.00079523491782757
Position 9173: 0.0007823815381102447
Position 5770: 0.0007499307004681635
Position 987: 0.0006734211627438977
Position 12363: 0.0006468405359710378
Position 1306: 0.0006128542561381738
Position 338: 0.0005964323808905519
Position 945: 0.0005901865652035124
Position 7623: 0.0005869593046428194
Position 13441: 0.000581076807165476
Position 1609: 0.0005800840684500228
Position 2150: 0.0005158734566928422
Position 2820: 0.00042061802602787586
Position 3274: 0.0004164042059249771
Position 12765: 0.0003972894198360509
Position 2104: 0.00038819507422889417
Position 4256: 0.0003660840794138579
Position 1253: 0.0003650788444997947
Position 7834: 0.00031336999618934843
Position 1642: 0.00030660110822667376
Position 11785: 0.0002866518920651623
Position 513: 0.00024050058901234602
Position 895: 0.0002328081245243389
Position 8070: 0.00022451849092931602
Position 545: 0.00021301347786461378
Position 1105: 0.00020207360001234026
Position 883: 0.00019141780116902794
Position 2688: 0.00017879084373192847
Position 4117: 0.0001661500740957829
Position 343: 0.0001614296253538039
Position 8032: 0.0001291187186950857
Position 2968: 0.00011286766891778061
Position 1046: 0.00010779233008219621
Position 3477: 0.00010149924252333106
Position 7762: 6.451416715911865e-05
Position 11751: 5.762448216651614e-05
Position 12851: 4.8241861863938894e-05
Position 7812: 3.464304809980802e-05
Position 8880: 3.440641189018684e-05
Position 1885: 3.324908817274453e-05
Position 434: 3.1775419655058926e-05
Position 1358: 2.6154913026340415e-05
Position 855: 2.3949684735055763e-05
Position 1696: 2.3081317521490178e-05
Position 291: 1.8994778465833524e-05
Position 909: 1.8452780484098658e-05
Position 372: 1.6926316969185586e-05
Position 4614: 1.5569388491310982e-05
Position 553: 1.4095636246556242e-05
Position 384: 1.4082033073207593e-05
Position 1932: 7.984183736716292e-06
Position 4127: 3.0995812928858176e-06
Position 1329: 2.6075570020219296e-06
Position 924: 2.4511521754078385e-06
Position 447: 2.1642826531902604e-06
Position 1791: 2.0906948235657055e-06
Position 1119: 1.532197074183239e-06
Position 743: 1.4376285000521874e-06
Position 1646: 1.0673366362270436e-06
Position 564: 9.290622708771792e-07
Position 1554: 7.598881097641104e-07
Position 263: 4.1633068484706515e-07
Position 1194: 3.9260045167111855e-07
Position 570: 3.60344818395611e-07
Position 1260: 2.7129621880793866e-07
Position 391: 2.457112911271854e-07
Position 474: 2.2026544797404472e-07
Position 1316: 2.03846761176116e-07
Position 529: 1.8671717275868482e-07
Position 1208: 1.800513361379501e-07
Position 1135: 1.3714947239914556e-07
Position 1003: 1.1929811419262228e-07
Position 494: 1.1641475313713666e-07
Position 1157: 1.1541269473290467e-07
Position 1074: 1.1314636678703231e-07
Position 387: 9.809897866394949e-08
Position 912: 7.5701116603654e-08
Position 351: 7.118225260704078e-08
Position 394: 6.520919784677579e-08
Position 635: 5.291009562582555e-08
Position 537: 4.158889150956264e-08
Position 348: 4.0310962368328225e-08
Position 456: 2.5368721450480375e-08
Position 318: 2.4275197529127632e-08
Position 183: 1.0931303491151303e-08
Position 449: 8.204639382799508e-09
Position 374: 6.635723962373882e-09
Position 647: 5.281937500696883e-09
Position 572: 3.532878604800264e-09
Position 238: 3.3289651097049557e-09
Position 641: 2.8883108053767784e-09
Position 479: 2.7280185278770498e-09
Position 574: 2.5336629525618183e-09
Position 454: 1.4482676718704476e-09
Position 111: 1.008761356095557e-09
Position 555: 9.780581941665642e-10
Position 452: 9.753692120415294e-10
Position 216: 7.864217486204336e-11
