Gene = RP11-229P13.27
Position 1090: 0.0014883506455129088
Position 1944: 0.0013584510731767467
Position 2746: 0.0013545683851779744
Position 3681: 0.0013204996739561586
Position 301: 0.0009793568080215234
Position 2163: 0.0009711381266985482
Position 943: 0.0009316922956491554
Position 283: 0.0009261622892070726
Position 1973: 0.0009115753824256129
Position 5720: 0.000875725763931331
Position 3016: 0.0008576761296042574
Position 5747: 0.0007899472038012616
Position 1947: 0.000642632097529851
Position 338: 0.0004753416257623455
Position 4237: 0.00044057027579688304
Position 4340: 0.00043161533601530525
Position 1039: 0.00037415746486785506
Position 1420: 0.0002902542128245748
Position 486: 0.0002753439867355204
Position 2716: 0.00023732803651511008
Position 991: 0.00023414895938147427
Position 1261: 0.0002224070432875565
Position 765: 0.00021869387948076965
Position 656: 0.00020959795663607662
Position 1070: 0.00013984203088584729
Position 3817: 8.358082124846696e-05
Position 1096: 8.035133700832036e-05
Position 916: 6.381193423426702e-05
Position 1522: 5.7888827829685835e-05
Position 887: 5.707224266158408e-05
Position 341: 5.236030080203915e-05
Position 1313: 4.72507400003917e-05
Position 1043: 4.2320732239029e-05
Position 1046: 4.135950770681503e-05
Position 294: 3.929598687080814e-05
Position 1129: 3.779422608694002e-05
Position 674: 3.668035047289944e-05
Position 368: 3.132072257040291e-05
Position 1998: 3.079943931509777e-05
Position 329: 2.9770626118672335e-05
Position 1162: 2.6519234960130648e-05
Position 1148: 2.616090036900964e-05
Position 238: 2.6123169165425063e-05
Position 1525: 2.5557478465359817e-05
Position 2796: 2.2308287834155447e-05
Position 1518: 2.0498003672350634e-05
Position 1326: 1.981068287666149e-05
Position 365: 1.8292667296878368e-05
Position 622: 1.4977500653693303e-05
Position 626: 1.4326858733588386e-05
Position 537: 1.0814942654452467e-05
Position 1568: 8.924566016651227e-06
Position 374: 3.2222878053803857e-06
Position 1396: 2.372469236617624e-06
Position 1133: 1.8320467799129854e-06
Position 860: 1.3874649283710622e-06
Position 471: 1.2772258178113447e-06
Position 381: 2.4248438437468106e-07
Position 1101: 1.9746548190903361e-07
Position 248: 8.24638117309515e-08
Position 1541: 2.340018877075488e-08
Position 475: 1.3879121989720766e-08
Position 429: 6.2900247106011864e-09
Position 1428: 2.4212282755956195e-09
Position 398: 2.3036097209746397e-09
Position 841: 5.492093180125255e-10
Position 668: 5.206034408865152e-10
Position 421: 5.0710071454537014e-11
Position 436: 1.4945302408636896e-12
