Gene = FANCG
Position 1541: 0.12917074105499712
Position 5553: 0.1244203539692518
Position 4261: 0.09029476153167604
Position 1672: 0.0824172434728499
Position 2830: 0.07936346718423429
Position 5521: 0.07249030775813932
Position 5304: 0.07247163959478765
Position 3182: 0.06992326412629861
Position 503: 0.05471956226154065
Position 4956: 0.049900050201935206
Position 2881: 0.03847373189362196
Position 1803: 0.03428923887190218
Position 1584: 0.033608732246389134
Position 5819: 0.03322749182911915
Position 1252: 0.03097040037455961
Position 1291: 0.02692504622573348
Position 4162: 0.024994935429607807
Position 1046: 0.023374430026953
Position 749: 0.021198396463145464
Position 456: 0.017596532009579748
Position 1314: 0.01702181079367607
Position 523: 0.01543565347608552
Position 1183: 0.014559591753819401
Position 2487: 0.013001783134164478
Position 5441: 0.01296393721366889
Position 5072: 0.01157710600045968
Position 2512: 0.011040273371214203
Position 5225: 0.010712927740096434
Position 5776: 0.010315957441272386
Position 909: 0.00913634023863634
Position 1015: 0.007287123332849778
Position 3735: 0.007133648493480136
Position 3452: 0.006942957875417374
Position 4823: 0.00629929736314025
Position 1546: 0.005971078710302377
Position 4319: 0.005714134855139835
Position 724: 0.005497184669901233
Position 5990: 0.004845715842420974
Position 1944: 0.004543701749900335
Position 2922: 0.0038569983694671825
Position 5009: 0.003324928430631298
Position 1767: 0.0032484758100338844
Position 3939: 0.0032254217207865915
Position 2492: 0.0029338800820860483
Position 2847: 0.0025915432611008098
Position 4175: 0.002337885156018221
Position 3951: 0.0022338055821734377
Position 3111: 0.001921247733102284
Position 2084: 0.001907705958968388
Position 1109: 0.0016785057107029224
Position 1150: 0.001416270895149652
Position 3992: 0.0012972496184581184
Position 2060: 0.001277669200532949
Position 6059: 0.001200885258249364
Position 5342: 0.0011941974404488973
Position 3806: 0.001191170294413786
Position 4372: 0.0011219734902083891
Position 3009: 0.0010770287212214756
Position 2112: 0.0009442883236535592
Position 783: 0.0008203568569521655
Position 569: 0.0006804135818077549
Position 1232: 0.0006122292106217176
Position 1855: 0.0005809236462037592
Position 2734: 0.0005791158765708471
Position 3157: 0.0005279523591251755
Position 913: 0.0005163388408147718
Position 3484: 0.0005152045798817712
Position 963: 0.0004924194435945162
Position 4495: 0.00044566971764602143
Position 3116: 0.0003652864421697697
Position 978: 0.00036268751553468953
Position 3231: 0.0003312966416112281
Position 2892: 0.000330666321870502
Position 736: 0.00029885020499964516
Position 1617: 0.0002735923902347474
Position 5255: 0.00023011905367551698
Position 5266: 0.000221791403288461
Position 857: 0.00017761330426906415
Position 1453: 0.00017520793545135356
Position 1713: 0.00015138928592629234
Position 661: 0.00014092750685212462
Position 1124: 0.00013185986515889286
Position 607: 0.00013086008044172005
Position 884: 0.0001298068792911122
Position 426: 0.00012580970382131162
Position 4118: 0.0001250073212494576
Position 3480: 0.0001182392017232855
Position 3511: 0.00011625043865513037
Position 3537: 0.00011074464811320931
Position 435: 0.00011036936419633097
Position 984: 0.00010535953745815913
Position 1346: 0.00010399252289383193
Position 3468: 0.0001036850653007314
Position 803: 9.467515370217668e-05
Position 369: 9.25663726477703e-05
Position 1686: 7.447813250876411e-05
Position 3958: 7.016994121663246e-05
Position 1372: 6.442600145994638e-05
Position 1073: 6.261534309797751e-05
Position 1474: 5.9040924418586e-05
Position 810: 5.297040204311355e-05
Position 680: 5.0534015158621375e-05
Position 967: 4.024807172463906e-05
Position 392: 2.9024133222071096e-05
Position 729: 2.7586045261065867e-05
Position 548: 2.6247541984615138e-05
Position 440: 2.342851774064618e-05
Position 3223: 1.984069374083714e-05
Position 3260: 1.981272742174384e-05
Position 686: 1.668323251097345e-05
Position 2425: 1.6228989000316024e-05
Position 1352: 1.120534011836679e-05
Position 209: 1.0563347820652292e-05
Position 3200: 9.519991349288946e-06
Position 2440: 8.786211039305342e-06
Position 682: 8.353714244441492e-06
Position 337: 7.552629397993324e-06
Position 372: 7.421221147783843e-06
Position 3908: 7.111635898701608e-06
Position 3794: 6.384778712782062e-06
Position 813: 5.479401563661783e-06
Position 822: 5.3379244019003825e-06
Position 3827: 5.032769704802178e-06
Position 3995: 4.223092240129966e-06
Position 3761: 2.7262038953390233e-06
Position 1967: 1.8658740747852986e-06
Position 541: 1.615490822929557e-06
Position 402: 1.6151210087530726e-06
Position 395: 1.5104920448059482e-06
Position 3399: 9.192741427460036e-07
Position 278: 7.893759845567183e-07
Position 84: 6.385601790794498e-07
Position 235: 5.270813098126863e-07
Position 636: 4.608907329623991e-07
Position 254: 3.3231790890608023e-07
Position 249: 3.236664996958485e-07
Position 164: 2.78743166081967e-07
Position 364: 2.462696228440625e-07
Position 575: 2.2220512731055175e-07
Position 366: 1.1301245725461753e-07
Position 842: 1.0951538075223467e-07
Position 264: 8.274728918962166e-08
Position 669: 6.013539621508764e-08
Position 3406: 5.524742672552798e-08
Position 316: 4.4585371327853043e-08
Position 237: 4.414492567203867e-08
Position 280: 3.589269666563868e-08
Position 3363: 3.005241154550384e-08
Position 141: 2.8810706297518438e-08
Position 285: 1.3507635112315171e-08
Position 314: 1.1106197036440077e-08
Position 614: 8.35803446467936e-09
Position 865: 7.292948363248672e-09
Position 835: 5.638953931048933e-09
Position 698: 5.192808204049359e-09
Position 625: 3.512949098028582e-10
Position 256: 3.8054903639575145e-11
Position 103: 8.778981909127058e-13
